Source,Target,Source_Type,Target_Type,Relation,Group,Weight,Paper_Count,Paper_IDs,Years,Relation_Hints,Edge_Key,Transfer_Match
sxtS,sxtU,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,3,3,38705616;40449983;41702991,2024;2025;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('sxts', 'sxtu')",1
temperature,toxin production,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,3,3,15804520;30170723;33980451,2005;2016;2021,ASSOCIATED_WITH;INCREASES;PRESENT_IN,"('temperature', 'toxin production')",1
temperature,warming,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,3,3,30380769;33401417;38754694,2018;2021;2024,ASSOCIATED_WITH;INCREASES,"('temperature', 'warming')",1
Alexandrium catenella,Biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,28678186;38270276,2017;2024,DECREASES;INCREASES;PRESENT_IN;REGULATES,"('alexandrium catenella', 'biosynthesis')",1
Alexandrium catenella,sxtG,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,36689843;38705616,2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('alexandrium catenella', 'sxtg')",1
Alexandrium fundyense,Saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,21625593;23335767,2011;2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium fundyense', 'saxitoxin')",1
Alexandrium fundyense,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,21625593;23335767,2011;2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium fundyense', 'saxitoxin')",1
Alexandrium fundyense,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,21625593;23335767,2011;2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium fundyense', 'sxta')",1
Alexandrium minutum,Saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,21625593;23335767,2011;2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium minutum', 'saxitoxin')",1
Alexandrium minutum,biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,23335767;28073499,2013;2016,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('alexandrium minutum', 'biosynthesis')",1
Alexandrium minutum,sxt genes,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,28073499;36326655,2016;2022,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('alexandrium minutum', 'sxt genes')",1
Alexandrium minutum,sxtI,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,28073499;36326655,2016;2022,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('alexandrium minutum', 'sxti')",1
Alexandrium minutum,toxin production,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;36326655,2016;2022,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('alexandrium minutum', 'toxin production')",1
Alexandrium pacificum,Saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,35323466;38270276,2022;2024,DECREASES;PRESENT_IN,"('alexandrium pacificum', 'saxitoxin')",1
Alexandrium pacificum,sxt genes,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,36689843;38705616,2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('alexandrium pacificum', 'sxt genes')",1
Alexandrium pacificum,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,35031458;38705616,2022;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('alexandrium pacificum', 'sxta')",1
Alexandrium pacificum,sxtG,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,36689843;38705616,2023;2024,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('alexandrium pacificum', 'sxtg')",1
Alexandrium tamarense,biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,26239440;27817832,2015;2016,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('alexandrium tamarense', 'biosynthesis')",1
Alexandrium tamarense,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,21625593;22628533,2011;2013,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('alexandrium tamarense', 'sxta')",1
Biosynthesis,STX biosynthesis,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,38270276;41591172,2024;2026,DECREASES;EVOLUTIONARY_LINK;PRESENT_IN,"('biosynthesis', 'stx biosynthesis')",1
Biosynthesis,precursor,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,38270276;39305001,2024,DECREASES;PRESENT_IN,"('biosynthesis', 'precursor')",1
Biosynthesis,toxin-producing,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28678186;39305001,2017;2024,INCREASES;PRESENT_IN;REGULATES,"('biosynthesis', 'toxin-producing')",1
Conserved,conserved,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,22983012;41702991,2012;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('conserved', 'conserved')",1
Conserved,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,22983012;41702991,2012;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('conserved', 'saxitoxin')",1
Evolution,Saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,22628533;41591172,2013;2026,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('evolution', 'saxitoxin')",1
Gene expression,sxtA,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,33298362;40449983,2020;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,"('gene expression', 'sxta')",1
Gymnodinium catenatum,Saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,23335767;38270276,2013;2024,DECREASES;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('gymnodinium catenatum', 'saxitoxin')",1
Gymnodinium catenatum,saxitoxin biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,23335767;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('gymnodinium catenatum', 'saxitoxin biosynthesis')",1
Gymnodinium catenatum,sxtA,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,23335767;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('gymnodinium catenatum', 'sxta')",1
Gymnodinium catenatum,sxtG,SPECIES,GENE,GENE_PRESENT_IN_SPECIES,cyano_train,2,2,23335767;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('gymnodinium catenatum', 'sxtg')",1
HGT,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,19484122;39003021,2009;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('hgt', 'saxitoxin')",1
HGT,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,19484122;39003021,2009;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('hgt', 'sxta')",1
Nitrogen,phosphorus,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,29791446;30792397,2018;2019,ASSOCIATED_WITH;DECREASES;INCREASES,"('nitrogen', 'phosphorus')",1
PKS,Saxitoxin,BIOSYNTHETIC_SYSTEM,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,18487408;33084210,2008;2021,EVOLUTIONARY_LINK,"('pks', 'saxitoxin')",1
PKS,sxtI,BIOSYNTHETIC_SYSTEM,GENE,BIOSYNTHETIC_SYSTEM_GENE_RELATION,cyano_train,2,2,31936211;41702991,2020;2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('pks', 'sxti')",1
PST biosynthesis,saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,19331657;30983320,2009;2019,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('pst biosynthesis', 'saxitoxin')",1
PST-producing,sxtA,TOXIN_PHENOTYPE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,30502809;39003021,2018;2024,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('pst-producing', 'sxta')",1
Paralytic shellfish toxins,phylogenetic tree,TOXIN,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,32307073;39003021,2020;2024,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('paralytic shellfish toxins', 'phylogenetic tree')",1
Paralytic shellfish toxins,sxtA,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,33084210;39003021,2021;2024,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('paralytic shellfish toxins', 'sxta')",1
Phylogenetic analysis,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,24015317;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxta')",1
Phylogenetic analysis,sxtA4,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxta4')",1
Phylogenetic analysis,sxtA4 domain,EVOLUTIONARY_PROCESS,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxta4 domain')",1
Phylogenetic analysis,sxtB,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,24015317;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxtb')",1
Phylogenetic analysis,sxtS,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxts')",1
Phylogenetic analysis,sxtU,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('phylogenetic analysis', 'sxtu')",1
Pyrodinium bahamense,saxitoxin,SPECIES,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,19041661;35198665,2009;2022,ASSOCIATED_WITH,"('pyrodinium bahamense', 'saxitoxin')",1
STX biosynthesis,STX biosynthesis gene,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,20935128;40209228,2010;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis', 'stx biosynthesis gene')",1
STX biosynthesis,sxtD,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis', 'sxtd')",1
STX biosynthesis,sxtH,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis', 'sxth')",1
STX biosynthesis,sxtS,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis', 'sxts')",1
STX biosynthesis,sxtU,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis', 'sxtu')",1
STX biosynthesis,sxtX,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,36689843;40209228,2023;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('stx biosynthesis', 'sxtx')",1
STX biosynthesis,temperature,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,36689843;40209228,2023;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('stx biosynthesis', 'temperature')",1
STX biosynthesis gene,sxtA,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,20935128;40209228,2010;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis gene', 'sxta')",1
STX biosynthesis genes,sxt genes,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('stx biosynthesis genes', 'sxt genes')",1
STX biosynthesis genes,sxtA,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('stx biosynthesis genes', 'sxta')",1
STX biosynthesis genes,sxtA4,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxta4')",1
STX biosynthesis genes,sxtD,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxtd')",1
STX biosynthesis genes,sxtH,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxth')",1
STX biosynthesis genes,sxtI,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxti')",1
STX biosynthesis genes,sxtS,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxts')",1
STX biosynthesis genes,sxtU,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('stx biosynthesis genes', 'sxtu')",1
Saxitoxin,STX producing,TOXIN,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,14660387;39703858,2003;2024,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,"('saxitoxin', 'stx producing')",1
Saxitoxin,sxt gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,30296060;41591172,2018;2026,EVOLUTIONARY_LINK,"('saxitoxin', 'sxt gene')",1
Saxitoxin,sxtG,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,22628533;23335767,2013,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'sxtg')",1
Saxitoxin,transcriptional response,TOXIN,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,2,2,26347118;29027918,2016;2017,ASSOCIATED_WITH;DECREASES;INCREASES,"('saxitoxin', 'transcriptional response')",1
acetate,Saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,18487408;33084210,2008;2021,EVOLUTIONARY_LINK,"('acetate', 'saxitoxin')",1
acetate,biosynthesis,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,18487408;33084210,2008;2021,EVOLUTIONARY_LINK,"('acetate', 'biosynthesis')",1
ammonium,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('ammonium', 'stx biosynthesis')",1
ammonium,nitrate,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,24956074;28073499,2014;2016,DECREASES;INCREASES;INVOLVED_IN;REGULATES,"('ammonium', 'nitrate')",1
ammonium,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('ammonium', 'sxt genes')",1
ammonium,sxtA,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('ammonium', 'sxta')",1
ammonium,toxin production,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,24956074;28073499,2014;2016,DECREASES;INCREASES;INVOLVED_IN;REGULATES,"('ammonium', 'toxin production')",1
arginine,Saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,18487408;33084210,2008;2021,EVOLUTIONARY_LINK,"('arginine', 'saxitoxin')",1
biosynthesis,Evolution,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,23966031;41591172,2013;2026,EVOLUTIONARY_LINK,"('biosynthesis', 'evolution')",1
biosynthesis,STX biosynthesis gene,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,20935128;40209228,2010;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('biosynthesis', 'stx biosynthesis gene')",1
biosynthesis,STX-producing,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,14718552;20935128,2004;2010,ASSOCIATED_WITH;PRESENT_IN,"('biosynthesis', 'stx-producing')",1
biosynthesis,biosynthetic pathways,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,2,2,23051004;26568470,2013;2016,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('biosynthesis', 'biosynthetic pathways')",1
biosynthesis,environmental factors,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,22429476;23892224,2013,ASSOCIATED_WITH;EVOLUTIONARY_LINK;REGULATES,"('biosynthesis', 'environmental factors')",1
biosynthesis,evolutionary relationship,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,26316331;32307073,2016;2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'evolutionary relationship')",1
biosynthesis,gene expression,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,2,2,24956074;40209228,2014;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;REGULATES,"('biosynthesis', 'gene expression')",1
biosynthesis,gene loss,BIOLOGICAL_MECHANISM,GENE_PRESENCE_ABSENCE,SEMANTIC_CO_OCCURS,cyano_train,2,2,21076133;40209228,2011;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('biosynthesis', 'gene loss')",1
biosynthesis,gonyautoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,29705145;30296060,2018,,"('biosynthesis', 'gonyautoxin')",1
biosynthesis,phosphate,BIOLOGICAL_MECHANISM,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,25825710;26568470,2015;2016,ASSOCIATED_WITH;DECREASES;INCREASES,"('biosynthesis', 'phosphate')",1
biosynthesis,saxitoxin biosynthesis gene,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,18850059;22081581,2008;2012,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'saxitoxin biosynthesis gene')",1
biosynthesis,sxtA1,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,28073499;35031458,2016;2022,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('biosynthesis', 'sxta1')",1
biosynthesis,sxtA4 domain,BIOLOGICAL_MECHANISM,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'sxta4 domain')",1
biosynthesis,sxtB,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('biosynthesis', 'sxtb')",1
biosynthesis,sxtD,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('biosynthesis', 'sxtd')",1
biosynthesis,sxtH,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('biosynthesis', 'sxth')",1
biosynthesis,sxtN,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,30296060;40449983,2018;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('biosynthesis', 'sxtn')",1
biosynthesis,sxtY,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,32307073;40449983,2020;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'sxty')",1
biosynthesis,toxin producing,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,26417864;29705145,2015;2018,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('biosynthesis', 'toxin producing')",1
biosynthesis,toxin profiles,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,27817832;30296060,2016;2018,ASSOCIATED_WITH,"('biosynthesis', 'toxin profiles')",1
biosynthesis,up-regulated,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,2,2,25421324;28073499,2014;2016,DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,"('biosynthesis', 'up-regulated')",1
clade,Phylogenetic analysis,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,38943258;41702991,2024;2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'phylogenetic analysis')",1
clade,conserved,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,23457475;41702991,2013;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('clade', 'conserved')",1
conserved,PKS,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,2,2,35031458;41702991,2022;2026,ABSENT_IN;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('conserved', 'pks')",1
conserved,Phylogenetic analysis,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'phylogenetic analysis')",1
conserved,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,26568470;40449983,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('conserved', 'saxitoxin biosynthesis')",1
conserved,sxtA4 domain,EVOLUTIONARY_PROCESS,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'sxta4 domain')",1
conserved,sxtN,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,27907126;40449983,2016;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'sxtn')",1
conserved,sxtS,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'sxts')",1
conserved,sxtU,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'sxtu')",1
