Source,Target,CN,WCN,AA,PA,Jaccard,Embedding_Cosine,Embedding_L2,Original_Score,Bio_Bonus,Common_Neighbors_Original,Weighted_Common_Neighbors_Original,Bridge_Nodes,Match,RF_Prob,GB_Prob,LR_Prob,ML_Score,Original_Score_Norm,ML_Score_Norm,Final_AI_Score
sxt genes,toxic dinoflagellate,10,122.0,2.248874599168901,2279,0.11627906976744186,0.20857436954975128,2.142984390258789,109.58357320862515,9,10,122.0,alexandrium;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;pyrodinium;pyrodinium bahamense;saxitoxin;stx-producing;sxta,1,0.4066666666666667,0.3802436462992054,0.4316550244434082,0.3959539922606102,0.15313885886104267,0.3954199204212676,0.2621653365631439
genus alexandrium,saxitoxin synthesis,16,52.0,3.5521137583787907,1800,0.19753086419753085,0.13409298658370972,2.526963472366333,122.51823277591934,25,16,52.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;producing dinoflagellate;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin production,0,0.3233333333333333,0.33867977879687006,0.47057942117692,0.3457311648494603,0.1928377070675638,0.3449692130626768,0.26129688476536467
toxin profile,homologs,11,59.0,2.3866034018571174,5109,0.06918238993710692,0.05264835059642792,2.458746910095215,96.92575166610814,17,11,59.0,alexandrium;alexandrium tamarense;dinoflagellates;evolution;paralytic shellfish poisoning;producing dinoflagellate;producing dinoflagellates;saxitoxin;sxta;toxic species;toxin production,0,0.44,0.4778546042642841,0.26208786438919557,0.4411360885710616,0.1142896774483203,0.4408070249772368,0.26122248383633273
nitrogen,sulfocarbamoyl toxins,13,78.0,2.8480775935762814,3066,0.12745098039215685,0.12110038101673126,2.434490919113159,99.67459369653088,11,13,78.0,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin analogues;temperature;toxin composition;toxin profile,1,0.54,0.3618268879501994,0.3393916963408977,0.4308526136091895,0.1227263790052277,0.4304768900032822,0.2612141089543522
toxic dinoflagellate,saxitoxin derivatives,14,56.0,3.0357829212439547,2067,0.1794871794871795,0.19802162051200867,2.3054275512695312,93.00974720401076,12,14,56.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.5333333333333333,0.3823603688757888,0.5098038416338413,0.45549390193461187,0.10227073980964041,0.45522998516591234,0.2611024002199628
genus alexandrium,horizontal gene transfer,13,76.0,2.86114441139148,1584,0.16049382716049382,0.23438504338264465,2.3487043380737305,132.36726916144318,28,13,76.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.15,0.40527857435906695,0.45593498590865894,0.30823278577039936,0.223066210447588,0.307300689666895,0.26097172609627617
paralytic toxin,emerging psts,13,48.0,3.0186590215403286,672,0.325,0.3068616986274719,2.3119423389434814,64.73466039719293,9,9,40.0,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.5166666666666667,0.598810826912954,0.5413401078688449,0.5602060909100282,0.015489300118074978,0.5604172929140095,0.26070689687624554
cellular toxin,each toxin,13,57.0,2.784635234036631,1280,0.22033898305084745,0.23780415952205658,2.226238250732422,92.5000317067954,13,13,57.0,alexandrium;dinoflagellates;gonyautoxins;nitrogen;nutrient limitation;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0,0.49333333333333335,0.4396999413050146,0.3848502233171694,0.4556683263175576,0.10070632923917361,0.4554052009781994,0.26032082152173525
sulfocarbamoyl toxins,distinct toxin profiles,12,35.0,2.729453653330387,1176,0.20689655172413793,0.28132525086402893,2.3169543743133545,73.30512654585738,10,12,35.0,alexandrium;alexandrium tamarense;gonyautoxins;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;temperature;toxin composition;toxin profile,0,0.45666666666666667,0.5759784864204532,0.5549569137782434,0.5261516012547176,0.041793636380257154,0.526208285169758,0.25978022833553255
salinity,highly toxic,8,33.0,1.565275625125636,392,0.16666666666666666,0.4132962226867676,1.6390140056610107,62.256929037670034,11,8,33.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0,0.5433333333333333,0.575798992440723,0.6201388855055557,0.5672467181042504,0.007884687052961803,0.5674898660945029,0.2597070176216553
pyrodinium bahamense,phylogeny,13,65.0,2.8167664296043853,1054,0.2549019607843137,0.20149420201778412,2.380823850631714,124.4923617334919,27,13,65.0,alexandrium;biosynthesis;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;toxin content;toxin production,0,0.34,0.3579072611475867,0.1926501578855942,0.33421864636235277,0.198896671775451,0.33340445792855056,0.2594251755443458
genus alexandrium,dinoflagellates and cyanobacteria,9,42.0,1.9655618884579384,648,0.125,0.2872541844844818,2.0532267093658447,78.20427267568573,15,9,42.0,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin;saxitoxin biosynthesis,0,0.39,0.6061414146593049,0.47140317084019445,0.5062110244136719,0.05683001654455605,0.5061772303959333,0.25903626277767583
paralytic shellfish toxins,saxitoxin-producing dinoflagellate,12,42.0,2.5949107289033515,2828,0.058823529411764705,0.12059473991394043,2.1494839191436768,90.80491287024913,17,12,42.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellate;saxitoxin;saxitoxin biosynthesis;sxta,0,0.36666666666666664,0.49896531290267027,0.627610722562385,0.4589103953742403,0.09550369788780655,0.4586619805273876,0.25892492507561804
nitrogen,variations in toxin,6,22.0,1.1895788033064845,511,0.08108108108108109,0.3169471025466919,1.8560205698013306,63.6770139081582,17,6,22.0,alexandrium;biosynthesis;dinoflagellates;saxitoxin;toxin content;toxin production,1,0.6433333333333333,0.5354594952085526,0.3507672036458144,0.5601398013021911,0.012243188598409144,0.5603507025251705,0.25889156986545175
growth and toxin,strain of alexandrium,8,33.0,1.7458320884911716,225,0.3076923076923077,0.4155147075653076,1.8461487293243408,60.53916358265413,10,8,33.0,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;toxin production,0,0.7633333333333333,0.4433456349586879,0.4395324519866857,0.5709593960113459,0.002612549066005304,0.5712193898243039,0.2584856274072397
toxin content and composition,suite of toxins,10,28.0,2.1969403795907123,741,0.20833333333333334,0.3347278833389282,2.420478105545044,63.98508479176183,10,10,28.0,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0,0.56,0.6239864371760194,0.22087897209259186,0.5580811157972689,0.013188714778004429,0.5582826759861242,0.25848099732165836
temperature,stx-producing,16,91.0,3.5415388984431067,2808,0.16494845360824742,0.09744574129581451,2.315481185913086,130.24792127119974,19,16,91.0,alexandrium;alexandrium catenella;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;pyrodinium bahamense;saxitoxin;saxitoxin biosynthesis;toxic dinoflagellate;toxin production,0,0.16333333333333333,0.3602804503219233,0.649556582227411,0.31042921671703605,0.21656154213731216,0.30950708665077964,0.2583870371683725
pyrodinium,phosphorus,12,87.0,2.5776660313836417,1887,0.15789473684210525,0.1706749051809311,2.2967045307159424,139.0550290622609,30,12,87.0,alexandrium;dinoflagellates;light;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;temperature;toxin content;toxin production,0,0.42333333333333334,0.16472976785833315,0.25288569189639265,0.2769867864521392,0.24359217510579517,0.2759129154416967,0.2581365082569509
biosynthesis,strain of alexandrium,9,36.0,1.960266110211874,846,0.09574468085106383,0.22332800924777985,2.0463263988494873,97.3511541142884,26,9,36.0,alexandrium;alexandrium tamarense;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;sxta;toxin production,0,0.5166666666666667,0.3592535598834656,0.45203900931151575,0.43149734753955105,0.11559531577062243,0.43112454933513417,0.2575834708746527
sxtb,saxitoxin synthesis,10,32.0,2.3203949121478487,550,0.2702702702702703,0.3287898004055023,2.3387348651885986,64.17280717306772,9,10,32.0,cyanobacteria and dinoflagellates;dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin production,0,0.7166666666666667,0.4720541908441137,0.32107470811213606,0.5548012328999371,0.01376486927837281,0.5549879110206019,0.2573152380623759
stx-producing,gene cluster,12,41.0,2.6007000562354485,900,0.24489795918367346,0.278370201587677,2.4130570888519287,89.78968284060193,17,12,41.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxt gene;sxta;toxin production,0,0.42333333333333334,0.5358850952124387,0.21641309479382756,0.4589171904189354,0.09238777028012718,0.4586688064037684,0.25721423653576575
saxitoxin analogues,marine toxins,13,43.0,3.0186590215403286,621,0.35135135135135137,0.3111687898635864,2.34299373626709,62.22271953119124,9,9,35.0,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.4666666666666667,0.6536587589603843,0.47867639406804446,0.5613636855536633,0.007779691788273452,0.5615801400020042,0.2569898934844523
saxitoxin biosynthesis,neostx,11,88.0,2.349287316256203,2680,0.11458333333333333,0.14229300618171692,2.058389663696289,109.10033260184682,18,10,86.0,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin content,0,0.31333333333333335,0.4324029871725383,0.43034881577066814,0.38456970849666927,0.1516557045966484,0.38398398185970767,0.2562034293650251
core genes,stx-producing,10,50.0,2.3096355433335183,576,0.23809523809523808,0.28553295135498047,2.229253053665161,89.16735772468819,17,10,50.0,alexandrium;alexandrium tamarense;biosynthesis;genes involved;involved in stx;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxt gene;sxta,0,0.48333333333333334,0.45711410031467914,0.3692789069793705,0.45881827418861,0.09047774008696813,0.458569441353125,0.25611900565673873
phosphorus,other saxitoxin,12,54.0,2.5867170503883123,1989,0.15384615384615385,0.2737872302532196,2.143826961517334,82.7866829312911,12,11,52.0,alexandrium;alexandrium tamarense;dominant toxins;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.19666666666666666,0.6855336543404663,0.607046013075445,0.48213809514444433,0.07089427608001891,0.4819950731493217,0.2558896347612052
horizontal gene,amidinotransferase,8,20.0,1.734953004465774,198,0.34782608695652173,0.46304982900619507,1.9730184078216553,69.93058907184104,18,8,20.0,alexandrium;biosynthesis;gymnodinium;gymnodinium catenatum;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.38333333333333336,0.6873812307598938,0.3282580858706834,0.5298497573003486,0.031436560474917635,0.5299232211469211,0.25575555777731923
alexandrium fundyense,phylogenetic analysis,14,67.0,2.9151881795030423,1224,0.22950819672131148,0.22177240252494812,2.3065500259399414,109.9178651124104,18,14,67.0,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin profile,0,0.48,0.32835877971430616,0.2401391848767706,0.3801933083448301,0.15416486217222336,0.37958772432651444,0.25560515014165436
saxitoxin biosynthesis,toxin analogues,14,52.0,3.320997882833602,2479,0.15555555555555556,0.17633461952209473,2.3002982139587402,113.93064179494148,25,13,50.0,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;gene transfer;gymnodinium;gymnodinium catenatum;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0,0.25666666666666665,0.3508775727576646,0.8686750971478643,0.36497296276028546,0.16648081154666783,0.36429831828220227,0.2554986895776583
gymnodinium catenatum,biosynthesis gene,12,94.0,2.5929943711644765,1496,0.12903225806451613,0.18314480781555176,2.155949354171753,120.44749065574676,19,12,94.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg;toxin production,0,0.24333333333333335,0.4024860514034373,0.41981228456967573,0.34055758749201953,0.1864822188016459,0.3397721612296426,0.25546269289424445
saxitoxin biosynthesis,environmental conditions,11,72.0,2.295949960928872,1474,0.14102564102564102,0.20626462996006012,2.03261661529541,106.5845150425129,19,11,72.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;temperature;toxin production,0,0.2866666666666667,0.4779344257676612,0.38206264207272367,0.39184014375776965,0.143934197982293,0.3912874058331242,0.2552431415151671
phosphorus,higher toxin,10,43.0,2.129272632858597,1428,0.14492753623188406,0.2814404368400574,1.9969598054885864,71.74263737254172,12,9,41.0,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.38,0.6311117918453252,0.5437186277709911,0.5219277586997617,0.03699806984887091,0.5219652774449175,0.25523331326709187
cellular toxin,isolate of alexandrium,11,38.0,2.4098904723347907,768,0.24444444444444444,0.27901318669319153,2.1640846729278564,75.65639812056958,12,11,38.0,alexandrium;dinoflagellates;gonyautoxins;nitrogen;nutrient limitation;phosphorus;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0,0.41,0.6124255545153611,0.3681357761325216,0.5070263548709326,0.04901012111657202,0.5069962603155964,0.255103883756133
gene transfer,stx-producing,12,64.0,2.5775659193401466,792,0.2608695652173913,0.26022815704345703,2.3658559322357178,119.17708835209253,26,12,64.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.34,0.38389978223889115,0.162627527562619,0.3442126438757075,0.18258312057245807,0.3434438019854088,0.2549704272082859
toxin profile,toxin biosynthesis,7,38.0,1.4382430209410701,1179,0.05263157894736842,0.1810303032398224,1.8736525774002075,76.84622146165061,18,7,38.0,alexandrium;dinoflagellates;gonyautoxins;phosphorus;saxitoxin;toxin content;toxin production,0,0.5833333333333334,0.4697567021724027,0.34071114198779473,0.5022827986183142,0.052661907695446236,0.5022311807556443,0.2549680805725354
paralytic shellfish poisoning,sxta4 gene,9,49.0,2.114210635466598,2354,0.041666666666666664,0.12660126388072968,2.193063735961914,86.72017283379574,17,9,49.0,alexandrium;alexandrium pacificum;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,0,0.57,0.36386174336884264,0.5546457581366315,0.4653954474980845,0.08296687974994926,0.4651764577834538,0.2549611898650263
shellfish toxin profiles,dominant toxins,11,47.0,2.437350418899684,1360,0.1746031746031746,0.2649316191673279,2.387377977371216,76.51736645398438,10,11,47.0,alexandrium;alexandrium tamarense;gonyautoxins;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin content;toxin profile,0,0.5366666666666666,0.51342619847316,0.3145159898125436,0.502831364884501,0.05165259121801016,0.502782236074287,0.25466093140333473
salinity,species of alexandrium,13,50.0,2.8881695264488156,1274,0.21311475409836064,0.24434863030910492,2.2226667404174805,83.351627079362,10,13,50.0,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0,0.44,0.48572192316846424,0.5704157278405005,0.4759025343682822,0.07262819353356664,0.47573121927746626,0.2540245551183215
genes involved,dinoflagellates and cyanobacteria,8,44.0,1.6509039080138135,405,0.17391304347826086,0.3370611369609833,2.0137014389038086,76.01580091804732,15,8,44.0,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0,0.56,0.5043067704353549,0.2643946540941591,0.5025928506270934,0.05011319437705,0.5025426395875577,0.2537064447217785
toxin content and composition,toxins varied,10,31.0,2.1969403795907123,741,0.20833333333333334,0.33338916301727295,2.3374457359313965,65.48508479176184,10,10,31.0,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0,0.6466666666666666,0.5095171454941004,0.2755520244291335,0.5409804418566302,0.017792490548056566,0.5411044098253801,0.2532828542228522
producing dinoflagellates,absence of saxitoxin,10,33.0,2.1956112288250136,1360,0.1282051282051282,0.2566561698913574,2.1279263496398926,64.78585085686075,9,10,33.0,dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxin composition;toxin profile,0,0.43333333333333335,0.6360712212794668,0.5203058821388447,0.5433995321869513,0.015646413049992675,0.5435344764827171,0.2531960415947187
gonyautoxins,sxta and sxtg,12,56.0,2.6011090277157054,3180,0.0967741935483871,0.1282157301902771,2.2334718704223633,119.88252890943386,28,12,56.0,alexandrium;alexandrium minutum;biosynthesis;cellular toxin;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;toxin production,0,0.4266666666666667,0.23366665252328928,0.5003888079446219,0.33753887372277347,0.1847482473358581,0.3367397504152373,0.25314442372157875
saxitoxin biosynthesis,toxic and non-toxic,6,30.0,1.1318835783419985,469,0.08823529411764706,0.3209909200668335,1.8869729042053223,67.51709277230141,17,6,30.0,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1,0.5,0.6185590303951995,0.23769026616642266,0.533048541814242,0.02402909661829697,0.533136519754992,0.2531274370298097
alexandrium pacificum,alexandrium spp,7,106.0,1.3450586831405866,598,0.16666666666666666,0.31906402111053467,1.8190182447433472,92.29797494358566,9,7,106.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,1,0.43,0.5030303844205066,0.16717622389165404,0.44023281459941876,0.10008617988541352,0.4398996525102325,0.2530022425665821
sxt genes,nitrogen,10,142.0,2.173295654284302,3139,0.09433962264150944,0.1328255981206894,2.2190587520599365,153.54964425855007,26,10,142.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;sxta and sxtg;sxtg,1,0.29333333333333333,0.14310302157280697,0.22607695967590544,0.21149254008732737,0.2880788139303987,0.21012149693049978,0.2529980212804442
producing dinoflagellates,saxitoxin analogues,14,71.0,3.010832575186516,1836,0.1728395061728395,0.15052281320095062,2.204779863357544,100.46724109899272,12,14,71.0,alexandrium;dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxin composition;toxin content;toxin profile,0,0.47,0.3480888861242815,0.47481954349920996,0.40952639741206176,0.12515915960899338,0.40905390870397623,0.2529117967017357
cyanobacteria and dinoflagellates,saxitoxin production,11,34.0,2.700677299868142,414,0.36666666666666664,0.3778351843357086,2.3177082538604736,70.1621799742374,10,11,34.0,dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;stx synthesis;sxt genes;sxta;sxtb;sxtg;toxin production;toxin synthesis,0,0.6133333333333333,0.4415345833910498,0.5587042199524779,0.521971047024106,0.03214735553159556,0.5220087621847482,0.25258498852551425
gonyautoxins,suite of toxins,12,33.0,2.735571796691583,2014,0.10619469026548672,0.251619428396225,2.332939386367798,70.57342325030521,9,12,33.0,alexandrium;alexandrium tamarense;dominant toxins;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxins;toxin composition;toxin profile,0,0.7033333333333334,0.3346476614933429,0.715245749918414,0.5201817390718463,0.03340953675156744,0.52021133546612,0.2524703461731161
producing dinoflagellates,toxin analogues,14,58.0,3.009445105084004,2516,0.15384615384615385,0.0938330888748169,2.406355381011963,104.06975080855436,17,14,58.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxin composition;toxin profile,0,0.4666666666666667,0.35503061819038173,0.30351887831372276,0.3945338635932298,0.136215924217165,0.39399334809344905,0.25221576496149284
genus alexandrium,toxin analogues,16,62.0,3.500871869582723,2664,0.17204301075268819,0.13331283628940582,2.484198808670044,111.61604949046422,17,16,62.0,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxic dinoflagellate;toxin composition;toxin profile,0,0.35,0.35008439425779575,0.5128668450472156,0.36632888163361943,0.15937690223406686,0.36566038947187357,0.2522044714910799
species of alexandrium,toxin variability,10,36.0,2.244407990729291,728,0.22727272727272727,0.3061217963695526,2.216651201248169,66.1232689539557,9,10,36.0,alexandrium;alexandrium tamarense;genus alexandrium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0,0.4266666666666667,0.6572122991896324,0.3679361427504483,0.5360664305365277,0.019751195069882654,0.5361681017788871,0.25213880308893466
growth and toxin production,other saxitoxin derivatives,10,33.0,2.104955389980744,780,0.20408163265306123,0.3181212842464447,2.138632297515869,72.24950630194564,13,10,33.0,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.33666666666666667,0.6938902178208302,0.3115562480926009,0.5127674003863418,0.03855374377939225,0.512763355124081,0.2519480688845022
toxin composition,variations in toxin,6,21.0,1.1895788033064845,623,0.06741573033707865,0.3211100995540619,1.8012615442276,61.24841810976986,16,6,21.0,alexandrium;biosynthesis;dinoflagellates;saxitoxin;toxin content;toxin production,0,0.29333333333333333,0.7853947159842597,0.43710425563438926,0.5537411168889022,0.0047893816038287185,0.5539229848626013,0.25189950307027636
gymnodinium catenatum,phylogenetic analysis,15,69.0,3.203727187680835,2112,0.15463917525773196,0.1704992651939392,2.246689796447754,116.04785467484918,19,15,69.0,alexandrium;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin profile,0,0.25,0.38385184895588487,0.5702839474314879,0.3489543192210912,0.17297892711770874,0.3482069921037391,0.2518315563614224
evolution,amidinotransferase,9,22.0,1.9687800024522506,477,0.17307692307692307,0.33541586995124817,2.090419054031372,88.07487439238169,25,9,22.0,alexandrium;biosynthesis;genus alexandrium;gymnodinium;gymnodinium catenatum;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.31666666666666665,0.5625874288982543,0.4524135028866176,0.4532017314044556,0.08712470789066251,0.4529274141918372,0.25173592572619113
temperature,presence of c3,16,47.0,3.6237550444792657,2106,0.18181818181818182,0.1579255312681198,2.521718740463257,92.45497327749624,11,16,47.0,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;sulfocarbamoyl toxin;sulfocarbamoyl toxins;toxin composition;toxin profile,0,0.2866666666666667,0.5119524861054836,0.661564928456912,0.4367994025650997,0.10056803663581093,0.43645066178800884,0.2517152179543
paralytic shellfish toxins,biosynthetic pathway,9,33.0,2.0634705524391252,2828,0.043478260869565216,0.12947873771190643,2.2601261138916016,90.65082988822924,23,9,33.0,biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;saxitoxin biosynthetic;sxta,0,0.5,0.39214620625868224,0.47341358912973036,0.44341446204231416,0.09503078888833949,0.443095736289938,0.25166001521905884
sxtg,dinoflagellate species,12,49.0,2.6661908985908074,969,0.20689655172413793,0.24928118288516998,2.2707419395446777,96.06319160549604,18,12,49.0,alexandrium;biosynthesis;biosynthesis in dinoflagellates;dinoflagellates;genes involved;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;sxta,0,0.3433333333333333,0.48572192316846424,0.42573664361779157,0.42276795927934463,0.1116423220434799,0.4223555525415084,0.25146327576759275
sxt gene,sxta and sxtg,10,55.0,2.128840958666214,750,0.2222222222222222,0.3025238513946533,2.3470144271850586,91.26685828957945,17,10,55.0,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;stx-producing;sxta;toxic species,0,0.6033333333333334,0.3705165111603086,0.13715059448451447,0.44030664836193917,0.09692149330687283,0.43997382128443563,0.2512950408967761
pyrodinium bahamense,phosphorus,12,91.0,2.609385238759858,1581,0.17391304347826086,0.1430191993713379,2.2795448303222656,139.05273101692757,29,12,91.0,alexandrium;biosynthesis;dinoflagellates;light;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;temperature;toxin content;toxin production,0,0.31666666666666665,0.22389292496459318,0.23189748314215158,0.26180287746317843,0.24358512198217913,0.2606601113195721,0.251268867184006
growth and toxin production,effects of temperature,8,26.0,1.6371243263847273,180,0.38095238095238093,0.503555178642273,1.7147560119628906,60.60254371182248,12,8,26.0,alexandrium;dinoflagellates;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin production;toxin profile,0,0.5033333333333333,0.6227580001865304,0.4195511717644356,0.554667450603042,0.0028070743346506333,0.5548535217028686,0.25122797565034877
growth and toxin,sulfocarbamoyl toxin,13,50.0,2.73009679909874,950,0.26,0.2684004604816437,2.255173683166504,86.81211831234394,12,13,50.0,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.42,0.5210007537812806,0.2643519006846885,0.4549355669591092,0.08324907732748665,0.45466911681362804,0.25038809509625026
