Source,Target,CN,WCN,AA,PA,Jaccard,Embedding_Cosine,Embedding_L2,Original_Score,Bio_Bonus,Common_Neighbors_Original,Weighted_Common_Neighbors_Original,Bridge_Nodes,Match,RF_Prob,GB_Prob,LR_Prob,ML_Score,Original_Score_Norm,ML_Score_Norm,Final_AI_Score
pyrodinium bahamense,biosynthesis genes,10,80.0,2.2335370931748613,465,0.2857142857142857,0.30602508783340454,2.225741147994995,115.79381661370547,23,10,80.0,alexandrium;biosynthesis;clade;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0,0.49333333333333335,0.5231127475922553,0.2004447036503634,0.4789341774944974,0.17224003462011564,0.4789526405528206,0.3102607072898329
producing dinoflagellates,biosynthesis genes,10,97.0,2.2335370931748613,1020,0.136986301369863,0.21120485663414001,2.185166835784912,124.67104046691736,23,10,97.0,alexandrium;biosynthesis;clade;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1,0.33,0.5594057581653377,0.3370554701792232,0.44540842610059117,0.19948452390078134,0.44528958388602746,0.3100968008941421
toxin content,biosynthesis gene,12,81.0,2.714434890791324,1887,0.10434782608695652,0.16677680611610413,2.2681171894073486,132.52118587156136,28,12,81.0,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;gene expression;nitrogen;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin;saxitoxin biosynthesis;sxta;toxin production,0,0.4666666666666667,0.3398105719172826,0.5799486961087876,0.4145668222361867,0.2235768759541892,0.4143216677196221,0.309412032248634
toxin composition,phylogeny,16,87.0,3.5358682779717867,3026,0.1509433962264151,0.1676594763994217,2.2875702381134033,140.30153326848966,25,16,87.0,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gonyautoxins;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;species of alexandrium;toxin content;toxin production;toxin profile,1,0.21,0.43867572748905603,0.8029686296864219,0.3836347267131702,0.2474550156474645,0.38326288928451063,0.30856855878413525
gymnodinium catenatum,environmental conditions,12,84.0,2.4611691070869073,1936,0.12244897959183673,0.19460101425647736,2.0178894996643066,115.19155440810071,19,12,84.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin production;toxin profile,0,0.44666666666666666,0.5035913572417089,0.46769266175887225,0.47723161146340837,0.17039167228566662,0.4772431016342112,0.3084748154925117
gymnodinium,toxins produced,8,40.0,1.5497476947440427,720,0.08888888888888889,0.3250628411769867,1.6443791389465332,63.96410851094674,10,8,40.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production;toxin profile,1,0.57,0.7569487025794425,0.6202496691303834,0.6684993182027597,0.013172971518542603,0.6692941484502617,0.3084275011378162
neostx,toxins varied,10,32.0,2.1969403795907123,760,0.20408163265306123,0.3535592257976532,2.1734182834625244,63.94403197804406,9,10,32.0,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0,0.5633333333333334,0.7956366824760401,0.45306108866170974,0.6684577834375245,0.013111355984846002,0.6692524435787042,0.3083748454020822
toxic dinoflagellate,sxtg,14,127.0,3.155568132743524,2703,0.15555555555555556,0.11992970108985901,2.206672430038452,140.51316705444344,20,13,124.0,alexandrium;alexandrium minutum;cellular toxin;cyanobacteria;dinoflagellates;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;stx-producing;sxta;toxin production,1,0.32,0.3755937203397445,0.6623358832897592,0.38203044849884815,0.24810452663290147,0.3816520407220578,0.3082009079730218
growth and toxin,fed with the toxic,12,46.0,2.558059388847514,675,0.3,0.3277357518672943,2.2320621013641357,71.69793238986497,9,11,43.0,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin composition;toxin profile,0,0.48333333333333334,0.8381862649776128,0.26386720539420677,0.6388131863615605,0.03690832901901944,0.6394864365619661,0.3080684774133455
gymnodinium,nutrient limitation,11,83.0,2.3705828561601607,2250,0.10576923076923077,0.23708321154117584,2.093275785446167,94.5480892054394,10,11,83.0,alexandrium;dinoflagellates;each toxin;gonyautoxins;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin production;toxin profile,1,0.4033333333333333,0.6632068257964613,0.5978620030459356,0.5527229465361575,0.10703620488622603,0.5530436127263424,0.3077395384142784
toxin production,toxin content and composition,16,85.0,3.529729974772372,4173,0.12307692307692308,0.18404825031757355,2.23249888420105,113.5663387289455,14,15,83.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;strains of alexandrium;temperature;toxin composition;toxin content;toxin profile,0,0.44333333333333336,0.4279314272982093,0.9027030500597549,0.4815693519884135,0.16540383240670561,0.48159860744774036,0.30769148117517126
toxin production,gene copy,11,47.0,2.4882082340200395,1605,0.0990990990990991,0.2570880353450775,2.2902162075042725,78.69274858014757,11,11,47.0,alexandrium;alexandrium minutum;alexandrium spp;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta;toxic alexandrium;toxin content,0,0.7233333333333334,0.5208367704035538,0.6191376973094739,0.6116654882660577,0.05837564784160726,0.612227554617026,0.3076090058905457
nitrogen,stx-producing,16,90.0,3.5305455366394125,2628,0.17204301075268819,0.1384490579366684,2.371546745300293,145.6193259274755,27,16,90.0,alexandrium;alexandrium catenella;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;strains of alexandrium;sxta;sxta and sxtg;sxtg;toxic dinoflagellate;toxin production,0,0.35333333333333333,0.30925140883855706,0.6466898538538826,0.36062802313800013,0.2637754946046469,0.36016196137189016,0.30714940464990637
genus alexandrium,n-sulfocarbamoyl toxins,11,36.0,2.5038680560208473,1368,0.1375,0.2550033628940582,2.275089979171753,69.23415987052141,9,11,36.0,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;species of alexandrium;toxin composition;toxin profile,0,0.7566666666666667,0.5673846746572492,0.5883472018677917,0.6451937241820704,0.029346930872123755,0.6458931059813273,0.3067927096712654
alexandrium ostenfeldii,growth and toxin,11,79.0,2.2502531393894953,975,0.21153846153846154,0.2522304356098175,2.277174711227417,97.79621248865006,13,11,79.0,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin content;toxin production;toxin profile,0,0.53,0.6282436550422448,0.118862635212973,0.5380080910424196,0.11700480108645536,0.5382684922969937,0.3065734621311976
toxic species,species of marine dinoflagellates,10,28.0,2.1726266185435934,506,0.2127659574468085,0.3728456497192383,2.0588674545288086,75.70030788142563,16,10,28.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxt gene;sxta,0,0.54,0.7031116788105511,0.5274480202542613,0.6203006414307016,0.0491917498249024,0.6208980731951923,0.3064595953415329
alexandrium catenella,saxitoxin analogues,13,70.0,2.7281464297357636,1755,0.16455696202531644,0.20323258638381958,2.1064846515655518,97.04000965559972,12,13,70.0,alexandrium;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin analogues;toxin composition;toxin content;toxin profile,0,0.5033333333333333,0.5803711876589577,0.4904281506283364,0.5405617422256459,0.11468398995003296,0.5408326020011477,0.30645086537303456
alexandrium minutum,saxitoxin and its analogues,7,35.0,1.424423640291703,483,0.10144927536231885,0.3458098769187927,1.7335634231567383,68.88647933922024,15,7,35.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,0,0.6833333333333333,0.629194084637353,0.5748482148919414,0.645415197141204,0.028279887991966624,0.6461154859866516,0.3063059070895749
nutrient limitation,growth and toxin,11,72.0,2.3877620132327766,625,0.28205128205128205,0.3261719346046448,2.138808250427246,92.53012383884304,12,11,72.0,alexandrium;cellular toxin;dinoflagellates;gonyautoxins;nitrogen;phosphorus;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0,0.5833333333333334,0.5844279122940065,0.3065611344771599,0.5562034029280526,0.10084300341828092,0.5565383233853245,0.3059058974034506
toxin production,distinct toxin profiles,13,44.0,2.8596049177769673,2996,0.10655737704918032,0.18941617012023926,2.15802264213562,82.85174596228613,13,12,42.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.47,0.6489326956679281,0.7978112082383388,0.592247468657798,0.07113974633338901,0.5927300081862379,0.305855364167171
pyrodinium,phosphorus,12,87.0,2.5776660313836417,1887,0.15789473684210525,0.21981686353683472,2.312088966369629,139.0550290622609,30,12,87.0,alexandrium;dinoflagellates;light;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;temperature;toxin content;toxin production,0,0.3466666666666667,0.42245258662051693,0.3238527551272742,0.38227823548965256,0.24362945361968966,0.38190084252860756,0.3058515786287027
producing dinoflagellates,non-toxic species,11,38.0,2.6090949068240077,884,0.15714285714285714,0.2769845426082611,2.2636561393737793,72.25833323863003,10,11,38.0,cyanobacteria;dinoflagellates;homologs;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta;sxta and sxtg;sxtb;sxtg;toxin production,0,0.6066666666666667,0.6378674762833584,0.6962828763147902,0.6312286924398248,0.03862821748522405,0.6318708802191263,0.30558741571548004
gonyautoxins,genes involved,16,96.0,3.6026992035779295,4770,0.11851851851851852,0.1472662091255188,2.1103591918945312,125.1453815840717,17,15,94.0,alexandrium;alexandrium catenella;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;gene cluster;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;toxin production,0,0.23,0.4912434446900662,0.9552564383838855,0.4331473661834217,0.2009402922463114,0.4329783085938756,0.3053573996027153
temperature,phylogeny,15,90.0,3.2141950554157006,2652,0.15625,0.1605364829301834,2.3045785427093506,142.75740914078895,27,15,90.0,alexandrium;alexandrium ostenfeldii;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gonyautoxins;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production;toxin profile,0,0.32666666666666666,0.36313013330936067,0.544092975845218,0.3666410309058688,0.25499217872725943,0.3661995955131617,0.3050355162809155
sxta,psp toxin profile,11,38.0,2.706649277120373,1484,0.10091743119266056,0.23686282336711884,2.428069829940796,88.85131190423041,18,11,38.0,alexandrium;alexandrium minutum;alexandrium tamarense;alexandrium tamarense species;alexandrium tamarense species complex;evolution;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;saxitoxin;toxin profile,0,0.6,0.5042594899267305,0.7493897509995642,0.5670687200633217,0.0895526097123843,0.5674481396077797,0.3046055981653123
nitrogen,toxic species,16,88.0,3.5092941258362966,3358,0.1553398058252427,0.12420912086963654,2.466635227203369,146.68608608574047,28,16,88.0,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;strains of alexandrium;sxta;sxta and sxtg;sxtg;toxin production;toxin profile,0,0.37333333333333335,0.2839984295708866,0.5955383618252791,0.35088638430130453,0.26704941629204204,0.3503804254911843,0.30454837043165606
toxin content,absence of saxitoxin,12,37.0,2.77198272477669,2220,0.1016949152542373,0.23240497708320618,2.242311716079712,74.87514127469629,10,12,37.0,dinoflagellates;each toxin;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish toxins;paralytic toxin;saxitoxin;saxitoxin analogues;toxin composition;toxin profile,0,0.55,0.6343660655591261,0.8183536824586074,0.6190184010254238,0.04665928661979052,0.6196105813529911,0.3044873692497308
pyrodinium bahamense,phylogeny,13,65.0,2.816766429604385,1054,0.2549019607843137,0.19434407353401184,2.42877197265625,124.4923617334919,27,13,65.0,alexandrium;biosynthesis;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;toxin content;toxin production,0,0.47,0.45785399212735556,0.16458689331654067,0.43338568539533184,0.19893615304543436,0.4332176038460851,0.3043628059057272
saxitoxin biosynthesis,saxitoxin and its derivatives,10,24.0,2.136904895674496,670,0.14925373134328357,0.32450684905052185,1.9409397840499878,75.72666073389087,17,10,24.0,alexandrium;alexandrium minutum;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxt gene;sxta,0,0.6466666666666666,0.5846294350533054,0.6457612623061537,0.6155575104239347,0.04927262758785805,0.6161355166164353,0.3043609276507178
cyanobacteria,biosynthesis genes,11,109.0,2.4305300282029654,1305,0.12087912087912088,0.22567586600780487,2.323668956756592,129.48333209106636,23,10,107.0,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;evolution;genus alexandrium;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,1,0.4033333333333333,0.44271986515139483,0.3167786505277354,0.4143711309618043,0.21425360370968224,0.4141251749883681,0.3041958107850909
sxt genes,phosphorus,10,89.0,2.1872065439516537,2193,0.11904761904761904,0.22154869139194489,2.1244959831237793,128.91660241283128,27,10,89.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg,0,0.20333333333333334,0.5737229231487542,0.47067730494427007,0.4152625254021375,0.2125142918596015,0.4150202201494694,0.3036419595900421
cyanobacteria,salinity,15,129.0,3.414495087932685,4263,0.125,0.1627913862466812,2.2943191528320312,127.23865855162192,11,14,127.0,alexandrium;alexandrium catenella;alexandrium minutum;alexandrium tamarense;dinoflagellates;environmental conditions;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;toxic dinoflagellate;toxin production,0,0.36333333333333334,0.3792480072819246,0.863073278943785,0.42126466486867414,0.20736462747170428,0.4210469414780999,0.3035216687745823
gene expression,sxt gene,10,84.0,2.1370933695855294,600,0.2631578947368421,0.3341151475906372,2.2098498344421387,107.64195990783476,18,10,84.0,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0,0.48,0.5695453939235398,0.1752989409088475,0.4943025910526546,0.14722172075161247,0.4943839957045203,0.303444744480421
nitrogen,pst content,10,53.0,2.1069426619408453,1241,0.125,0.312393456697464,2.1612000465393066,84.42282380120872,14,10,53.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;strains of alexandrium;sxta;toxin content;toxin content and composition;toxin profile,0,0.44666666666666666,0.7203925306543278,0.4186501217820196,0.5807279441720326,0.07596143541652864,0.5811633052961926,0.30330227686237743
genus alexandrium,horizontal gene transfer,13,76.0,2.8611444113914803,1584,0.16049382716049382,0.23576290905475616,2.3800618648529053,132.36726916144318,28,13,76.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.20333333333333334,0.5474307746533723,0.4454601694574141,0.39959473760576086,0.22310450055527295,0.3992882646673744,0.3023871944057186
toxin profile,gene transfer,10,71.0,2.2018948071347726,2882,0.06993006993006994,0.15566110610961914,2.2654669284820557,104.15477002176104,19,10,71.0,alexandrium;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;phylogeny;saxitoxin;sxta;toxin analogues,0,0.37,0.6281468730234344,0.4288332115239664,0.5049567576641139,0.13651942135691977,0.5050817966326807,0.3023724902310122
producing dinoflagellates,sxt gene,12,89.0,2.64997568084763,1700,0.14814814814814814,0.22563229501247406,2.30975341796875,114.23395903170238,17,12,89.0,alexandrium;alexandrium minutum;biosynthesis;dinoflagellates;gene cluster;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;stx-producing;sxta,0,0.44,0.49628346849058047,0.4290741777355356,0.4670491520188438,0.16745278087108775,0.46701893975749914,0.30225755236997287
paralytic shellfish toxins,involved in stx biosynthesis,8,26.0,1.8305123416938764,2020,0.0392156862745098,0.1704433411359787,2.1556224822998047,74.27833217911797,18,8,26.0,alexandrium;biosynthesis;core genes;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0,0.7566666666666667,0.5228613515804984,0.5218260383684271,0.6162799462937586,0.044827660057708885,0.6168609112343894,0.3022426230872151
gonyautoxins,dinoflagellates and cyanobacteria,7,32.0,1.5038137511665746,954,0.06481481481481481,0.2601710259914398,1.845369815826416,65.915244793265,14,7,32.0,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;paralytic shellfish poisoning;phylogenetic analysis;saxitoxin,0,0.6,0.7019536431536282,0.5651080030383264,0.6474876218806467,0.019161072349131086,0.6481963983761112,0.30222696906127217
sxtg,production of saxitoxin,5,18.0,1.0180190203582038,255,0.09803921568627451,0.41104450821876526,1.690929651260376,66.85026069722612,21,5,18.0,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,1,0.6,0.688217765558679,0.5821566862221993,0.6423245514015594,0.02203066662702055,0.6430121824559348,0.301472348750032
nitrogen,toxin analogues,16,64.0,3.6161598669146118,2701,0.1702127659574468,0.14955566823482513,2.4175753593444824,109.09819741497505,17,15,62.0,alexandrium;alexandrium catenella;biosynthesis;cyanobacteria;dinoflagellates;each toxin;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin analogues;toxic dinoflagellate;toxin composition;toxin profile,0,0.4633333333333333,0.4453818186088784,0.7635471494570524,0.48437895758347776,0.1516909611143,0.4844197198292865,0.3014189025360439
marine toxins,toxin analogues,14,42.0,3.2769767883476577,851,0.30434782608695654,0.27323535084724426,2.4132089614868164,64.68014270017076,9,10,34.0,dcstx;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0,0.62,0.6864384181172644,0.5892029907197188,0.6501395081306041,0.015370503778117856,0.6508591454703473,0.3013403925396211
sxta,isolate of alexandrium,11,34.0,2.404023821930205,2544,0.09243697478991597,0.19936811923980713,2.228583812713623,92.21752642883249,21,11,34.0,alexandrium;alexandrium fundyense;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0,0.5433333333333333,0.5428627469472465,0.5839555442784592,0.5471602612348025,0.09988363178059093,0.547458145354742,0.30129216288895894
gymnodinium,saxitoxin and its analogues,7,35.0,1.424423640291703,630,0.07777777777777778,0.3205266296863556,1.7026560306549072,68.97745733567405,15,7,35.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis,0,0.5866666666666667,0.6734794510984862,0.6194635235159722,0.633352744567507,0.02855910242771223,0.6340036314376534,0.30100914048218574
producing dinoflagellate,strains of alexandrium,17,67.0,3.7752762333951693,2322,0.2125,0.12184257060289383,2.6720025539398193,124.8242093199272,21,17,67.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;dinoflagellates;gymnodinium;gymnodinium catenatum;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;sxta;toxic profiles;toxic species;toxin profile,0,0.4533333333333333,0.4037398573576663,0.4104397001659084,0.4242472320287573,0.1999546041018623,0.4240417237916335,0.30079380796225935
dcstx,profiles and toxin,11,30.0,2.420810729146528,1344,0.16923076923076924,0.3026942014694214,2.211042642593384,69.88188651416036,11,11,30.0,alexandrium;alexandrium catenella;gonyautoxins;neostx;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxin;temperature;toxin composition;toxin content;toxin profile,0,0.5333333333333333,0.7218252287424878,0.5518348017413962,0.6294294278787169,0.031334825048413784,0.6300642467400587,0.300763064809654
sxt genes,production of saxitoxin,5,18.0,1.0180190203582038,215,0.11627906976744186,0.45036303997039795,1.6902223825454712,66.77517343150231,21,5,18.0,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,0,0.6466666666666666,0.6439903182579196,0.6024087430061457,0.640902700096241,0.02180022136170412,0.641584507934928,0.3007031503196549
phosphorus,toxin synthesis,15,95.0,3.2690094459492585,1683,0.21739130434782608,0.16985468566417694,2.360030174255371,149.07354683452667,29,15,95.0,alexandrium;alexandrium fundyense;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin content;toxin production,0,0.41,0.25934375239653534,0.39740491567687697,0.3334123677659554,0.2743766111283851,0.33283484383025075,0.3006828158442246
alexandrium fundyense,toxin biosynthesis,9,57.0,1.8961771166505867,459,0.17647058823529413,0.35670411586761475,1.8988946676254272,91.34549316152209,18,9,57.0,alexandrium;biosynthesis;dinoflagellates;gonyautoxins;phosphorus;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,0,0.6066666666666667,0.5117685082966938,0.4993148781479753,0.5484824086298111,0.0972073332669485,0.5487857076264147,0.3004176017287083
gymnodinium catenatum,growth and toxin,13,96.0,2.687150758656648,2200,0.13,0.17258687317371368,2.217315673828125,112.04398814393336,13,13,96.0,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin production;toxin profile,1,0.4666666666666667,0.4985592706065855,0.34082189259397655,0.4700284912293571,0.16073168885365421,0.47001048090134173,0.29990714527511364
biosynthesis,alexandrium ostenfeldii,15,134.0,3.354608601782608,3666,0.1282051282051282,0.13572734594345093,2.291302442550659,161.2814910984167,25,15,134.0,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;temperature;toxic species;toxin content;toxin production,0,0.19,0.2684623833524809,0.7548632734383514,0.2857175190200756,0.3118431898850059,0.2849446600374272,0.29973885145359547
alexandrium ostenfeldii,environmental conditions,11,80.0,2.2740950722296174,858,0.22448979591836735,0.26372137665748596,2.118320941925049,96.28052750936236,12,11,80.0,alexandrium;alexandrium minutum;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin production;toxin profile,0,0.4866666666666667,0.625394013868269,0.2109853983441485,0.528462213435216,0.11235311449457916,0.5286835193891538,0.29970179669713776
paralytic shellfish toxins,variations in toxin,7,28.0,1.4274083167858418,1414,0.034653465346534656,0.24050720036029816,1.7957701683044434,71.89868382348209,18,7,28.0,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;toxin content;toxin production,1,0.49333333333333335,0.7296526161423869,0.5693443935800229,0.619094080762529,0.037524441710520495,0.6196865710377193,0.29949739990776
gymnodinium catenatum,gene cluster,15,58.0,3.2926026242839113,2200,0.15306122448979592,0.1982007920742035,2.399782180786133,110.78359158072706,19,15,58.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;pst-producing;saxitoxin;sxta;toxin content;toxin production,0,0.51,0.41268907818809586,0.632792831516172,0.4736238222456651,0.15686349072961595,0.47362053665567316,0.29940416139634174
genus alexandrium,neosaxitoxin,16,82.0,3.446529170535353,2808,0.16842105263157894,0.1829231232404709,2.2886619567871094,127.43733746188354,20,16,82.0,alexandrium;alexandrium tamarense;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;phylogeny;saxitoxin;temperature;toxin composition;toxin content;toxin production;toxin profile,0,0.33,0.41967215910480754,0.6941712785854566,0.41125320741094945,0.2079743795214916,0.4109944819297113,0.29933342560519044
alexandrium minutum,nutrient limitation,13,107.0,2.9069968518287,1725,0.16049382716049382,0.19519013166427612,2.2034053802490234,116.07142325658174,12,13,107.0,alexandrium;alexandrium fundyense;cellular toxin;dinoflagellates;gonyautoxins;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0,0.41,0.46000947026917716,0.5877744824251429,0.45278218337710285,0.1730920184532537,0.45269354050820504,0.2989127033779818
biosynthesis gene,toxic species,13,72.0,2.8870084749596825,782,0.26,0.22929580509662628,2.3504464626312256,110.07873912574183,18,13,72.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;sxta and sxtg;sxtg;toxin production,0,0.48333333333333334,0.5050961470554537,0.29139816701614024,0.47502122356267423,0.15470027557678998,0.47502366105303656,0.2988457990411009
nitrogen,total toxins,14,46.0,3.1698213708817047,2044,0.16091954022988506,0.3069811165332794,2.1107068061828613,86.59884378124588,13,13,44.0,alexandrium;alexandrium catenella;alexandrium tamarense;gonyautoxins;neostx;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin content and composition;toxin profile,0,0.3333333333333333,0.6748344491607221,0.9182487088462472,0.5625754287983191,0.08263971164352571,0.5629364459936083,0.2987732421010629
gymnodinium catenatum,stx synthesis,13,68.0,3.0101998679182147,1936,0.13402061855670103,0.19015663862228394,2.223644495010376,96.81511654904529,12,13,68.0,alexandrium tamarense;cyanobacteria;dinoflagellates;genes involved;involved in stx;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0,0.47333333333333333,0.5120455946391324,0.7897175401055643,0.5243278846634559,0.11399378567760146,0.5245322584050909,0.29873609840497173
toxin production,psp toxin content,13,40.0,2.88054123416386,1819,0.11711711711711711,0.22258560359477997,2.2012174129486084,94.51107882013405,18,13,40.0,alexandrium;alexandrium ostenfeldii;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogeny;producing dinoflagellates;saxitoxin;toxin content;toxin profile;toxin-producing,0,0.41333333333333333,0.5851581940623974,0.7500701992747837,0.5329194502920105,0.10692261880769535,0.5331590109336882,0.29872899526439217
