Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
climate change,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,7,5,30380769;36136576;38754694;39195450;39265222,2018.0;2022.0;2024.0,"('climate change', 'temperature')"
conserved,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,7,5,22983012;23457475;35031458;40449983;41702991,2012.0;2013.0;2022.0;2025.0;2026.0,"('conserved', 'dinoflagellates')"
alexandrium,alexandrium catenella,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,6,6,25421324;26417864;28678186;33875178;33875185;38270276,2014.0;2015.0;2017.0;2021.0;2024.0,"('alexandrium', 'alexandrium catenella')"
alexandrium,alexandrium minutum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,6,6,21625593;23335767;28073499;33298362;33875185;36326655,2011.0;2013.0;2016.0;2020.0;2021.0;2022.0,"('alexandrium', 'alexandrium minutum')"
alexandrium,alexandrium tamarense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,6,6,21625593;23724809;24718696;26239440;26842222;27817832,2011.0;2013.0;2014.0;2015.0;2016.0,"('alexandrium', 'alexandrium tamarense')"
alexandrium,toxin-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,6,6,24718696;25421324;26417864;26842222;27817832;28678186,2014.0;2015.0;2016.0;2017.0,"('alexandrium', 'toxin-producing')"
alexandrium catenella,paralytic shellfish toxins,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,6,6,25421324;26417864;28678186;33875178;33875185;38270276,2014.0;2015.0;2017.0;2021.0;2024.0,"('alexandrium catenella', 'paralytic shellfish toxins')"
alexandrium tamarense,cyanobacteria,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,6,6,12565757;21625593;23724809;26239440;26842222;27817832,2003.0;2011.0;2013.0;2015.0;2016.0,"('alexandrium tamarense', 'cyanobacteria')"
arginine,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,6,6,10698727;15342114;18487408;26239440;27817832;33084210,2000.0;2004.0;2008.0;2015.0;2016.0;2021.0,"('arginine', 'cyanobacteria')"
biosynthesis,biosynthetic pathway,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,6,6,18487408;19484122;29390180;31527551;32526918;35198665,2008.0;2009.0;2018.0;2019.0;2020.0;2022.0,"('biosynthesis', 'biosynthetic pathway')"
biosynthesis,sxt genes,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,6,6,25421324;28073499;28797629;29027918;36689843;40209228,2014.0;2016.0;2017.0;2023.0;2025.0,"('biosynthesis', 'sxt genes')"
biosynthesis,toxin production,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,6,6,24956074;28073499;28797629;35198665;35622541;36470600,2014.0;2016.0;2017.0;2022.0,"('biosynthesis', 'toxin production')"
biosynthetic pathway,saxitoxin,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,6,6,19118969;19331657;29390180;32526918;35198665;35323466,2009.0;2018.0;2020.0;2022.0,"('biosynthetic pathway', 'saxitoxin')"
clade,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,6,6,21479808;30502809;32290496;38943258;39003021;41702991,2011.0;2018.0;2020.0;2024.0;2026.0,"('clade', 'saxitoxin')"
cyanobacteria,decarbamoylsaxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,6,6,22960450;24334673;28604648;29705145;34564635;38786590,2012.0;2014.0;2017.0;2018.0;2021.0;2024.0,"('cyanobacteria', 'decarbamoylsaxitoxin')"
cyanobacteria,gymnodinium catenatum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,6,6,19041661;23335767;24747603;33875178;38270276;40449983,2009.0;2013.0;2014.0;2021.0;2024.0;2025.0,"('cyanobacteria', 'gymnodinium catenatum')"
cyanobacteria,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,6,6,11800428;18850059;19331657;20479965;34974311;35323466,2001.0;2008.0;2009.0;2010.0;2022.0,"('cyanobacteria', 'metabolic pathways')"
cyanobacteria,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,TAXON_GROUP,6,6,24333522;24956074;26239440;28073495;33128150;37888642,2014.0;2015.0;2016.0;2021.0;2023.0,"('cyanobacteria', 'nitrogen')"
cyanobacteria,nontoxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,6,6,11348083;15294806;19627483;22534073;33401417;36629970,2001.0;2004.0;2009.0;2012.0;2021.0;2023.0,"('cyanobacteria', 'nontoxic')"
cyanobacteria,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TAXON_GROUP,6,6,18850059;23335767;23966031;38270276;38705616;40449983,2008.0;2013.0;2024.0;2025.0,"('cyanobacteria', 'saxitoxin biosynthesis')"
dcstx,decarbamoylsaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,6,6,20048055;22960450;28604648;29705145;34564635;38786590,2010.0;2012.0;2017.0;2018.0;2021.0;2024.0,"('dcstx', 'decarbamoylsaxitoxin')"
dinoflagellates,gene transfer,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,6,6,18850059;19331657;23335767;23966031;38705616;39545400,2008.0;2009.0;2013.0;2024.0;2025.0,"('dinoflagellates', 'gene transfer')"
dinoflagellates,horizontal gene transfer,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,6,6,18850059;19331657;23335767;23966031;38705616;39545400,2008.0;2009.0;2013.0;2024.0;2025.0,"('dinoflagellates', 'horizontal gene transfer')"
dinoflagellates,toxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,6,6,12957964;22960450;22983012;35198665;36326655;39545400,2003.0;2012.0;2022.0;2025.0,"('dinoflagellates', 'toxin production')"
environmental factors,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,6,6,23892224;23955286;24333522;38244903;38393148;38401471,2013.0;2014.0;2024.0,"('environmental factors', 'saxitoxin')"
nitrogen,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,6,6,24333522;24956074;29791446;30792397;33128150;37888642,2014.0;2018.0;2019.0;2021.0;2023.0,"('nitrogen', 'saxitoxin')"
nitrogen,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,6,6,24460188;26568470;28073499;29027918;36689843;40209228,2014.0;2016.0;2017.0;2023.0;2025.0,"('nitrogen', 'saxitoxin biosynthesis')"
nitrogen,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,6,6,24956074;28073477;28073499;30079124;36470609;41334952,2014.0;2016.0;2017.0;2022.0;2025.0,"('nitrogen', 'toxin production')"
ph,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,6,6,15804520;30831427;33980451;36399599;36629970;38393148,2005.0;2019.0;2021.0;2022.0;2023.0;2024.0,"('ph', 'temperature')"
phylogeny,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,6,6,18850059;19331657;24461713;27007634;27907126;38705616,2008.0;2009.0;2013.0;2014.0;2016.0;2024.0,"('phylogeny', 'saxitoxin')"
saxitoxin,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,6,6,22628533;28202362;32485372;35031458;38705616;40449983,2013.0;2017.0;2020.0;2022.0;2024.0;2025.0,"('saxitoxin', 'toxic cyanobacteria')"
sxta,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,6,6,22628533;33670338;35031458;38705616;39703700;40449983,2013.0;2021.0;2022.0;2024.0;2025.0,"('sxta', 'toxic cyanobacteria')"
temperature,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,6,6,26888523;29027918;30380769;30646514;33401417;38754694,2016.0;2017.0;2018.0;2019.0;2021.0;2024.0,"('temperature', 'temperature')"
conserved,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,6,5,22983012;23457475;27907126;35031458;40449983,2012.0;2013.0;2016.0;2022.0;2025.0,"('conserved', 'paralytic shellfish poisoning')"
cyanobacteria,homologs,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,6,5,21625593;22628533;23966031;25421324;40449983,2011.0;2013.0;2014.0;2025.0,"('cyanobacteria', 'homologs')"
dinoflagellates,homologs,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,6,5,21625593;22628533;23966031;25421324;40449983,2011.0;2013.0;2014.0;2025.0,"('dinoflagellates', 'homologs')"
environmental conditions,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,6,5,21820143;24956074;25346253;33608790;34697712,2012.0;2014.0;2021.0;2022.0,"('environmental conditions', 'toxic cyanobacteria')"
light,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,6,3,23892224;24333522;30646514,2013.0;2014.0;2019.0,"('light', 'temperature')"
alexandrium,sxt genes,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,5,5,25421324;28073499;36326655;36689843;38705616,2014.0;2016.0;2022.0;2023.0;2024.0,"('alexandrium', 'sxt genes')"
alexandrium,sxta,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,5,5,25421324;28073499;33298362;36689843;38705616,2014.0;2016.0;2020.0;2023.0;2024.0,"('alexandrium', 'sxta')"
alexandrium catenella,dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,5,5,25421324;26417864;28678186;33875185;38270276,2014.0;2015.0;2017.0;2021.0;2024.0,"('alexandrium catenella', 'dinoflagellates')"
alexandrium minutum,dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,5,5,12565757;28073499;33298362;33875185;36326655,2003.0;2016.0;2020.0;2021.0;2022.0,"('alexandrium minutum', 'dinoflagellates')"
alexandrium pacificum,cyanobacteria,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,5,5,35031458;35323466;36689843;38270276;38705616,2022.0;2023.0;2024.0,"('alexandrium pacificum', 'cyanobacteria')"
alexandrium tamarense,dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,5,5,12565757;23724809;24718696;26239440;26842222,2003.0;2013.0;2014.0;2015.0;2016.0,"('alexandrium tamarense', 'dinoflagellates')"
alexandrium tamarense,saxitoxin,SPECIES_ASSOCIATED_WITH_TOXIN,TOXIN,SPECIES,5,5,12565757;21625593;22628533;26842222;27817832,2003.0;2011.0;2013.0;2016.0,"('alexandrium tamarense', 'saxitoxin')"
arginine,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,5,5,15342114;18487408;26439121;27817832;33084210,2004.0;2008.0;2015.0;2016.0;2021.0,"('arginine', 'saxitoxin')"
biosynthesis,gene transfer,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,5,5,18850059;19331657;23335767;23966031;38705616,2008.0;2009.0;2013.0;2024.0,"('biosynthesis', 'gene transfer')"
biosynthesis,horizontal gene transfer,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,5,5,18850059;19331657;23335767;23966031;38705616,2008.0;2009.0;2013.0;2024.0,"('biosynthesis', 'horizontal gene transfer')"
biosynthesis,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,5,5,25825710;26239440;26568470;28073499;40209228,2015.0;2016.0;2025.0,"('biosynthesis', 'phosphorus')"
biosynthesis,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,5,5,18487408;20479965;20935128;33084210;35031458,2008.0;2010.0;2021.0;2022.0,"('biosynthesis', 'pks')"
biosynthesis,saxitoxin biosynthesis genes,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,5,5,29705145;34283333;35198665;38705616;40449983,2018.0;2021.0;2022.0;2024.0;2025.0,"('biosynthesis', 'saxitoxin biosynthesis genes')"
biosynthesis,sxtg,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,5,5,23335767;28073499;29705145;32058687;36689843,2013.0;2016.0;2018.0;2020.0;2023.0,"('biosynthesis', 'sxtg')"
biosynthetic pathway,dinoflagellates,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,5,5,18850059;19331657;19484122;19731715;31527551,2008.0;2009.0;2019.0,"('biosynthetic pathway', 'dinoflagellates')"
clade,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,5,5,28606423;30502809;32307073;38943258;41702991,2017.0;2018.0;2020.0;2024.0;2026.0,"('clade', 'phylogenetic analysis')"
cyanobacteria,homology,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,5,5,18487408;2987916;33298362;35198665;38705616,1985.0;2008.0;2020.0;2022.0;2024.0,"('cyanobacteria', 'homology')"
cyanobacteria,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,5,5,20479965;31936211;33084210;35031458;41702991,2010.0;2020.0;2021.0;2022.0;2026.0,"('cyanobacteria', 'pks')"
cyanobacteria,precursor,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,5,5,18850059;24956074;29390180;33084210;38270276,2008.0;2014.0;2018.0;2021.0;2024.0,"('cyanobacteria', 'precursor')"
cyanobacteria,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,5,5,19041661;20714432;28604648;33875183;35198665,2009.0;2010.0;2017.0;2021.0;2022.0,"('cyanobacteria', 'pyrodinium')"
cyanobacteria,toxin producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,5,5,10414862;18461783;24275084;26417864;27907126,1999.0;2008.0;2014.0;2015.0;2016.0,"('cyanobacteria', 'toxin producing')"
dcstx,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,10858510;16646002;22960450;29705145;30502809,2000.0;2006.0;2012.0;2018.0,"('dcstx', 'paralytic shellfish toxins')"
decarbamoylsaxitoxin,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,12740803;20048055;24334673;28604648;29705145,2003.0;2010.0;2014.0;2017.0;2018.0,"('decarbamoylsaxitoxin', 'neosaxitoxin')"
dinoflagellates,gonyautoxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,5,5,19632259;28374313;28604648;30296060;35323466,2010.0;2017.0;2018.0;2022.0,"('dinoflagellates', 'gonyautoxins')"
dinoflagellates,neosaxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,5,5,1908861;19632259;25046082;28604648;30296060,1991.0;2010.0;2014.0;2017.0;2018.0,"('dinoflagellates', 'neosaxitoxin')"
dinoflagellates,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,5,5,19041661;20714432;28604648;33875183;35198665,2009.0;2010.0;2017.0;2021.0;2022.0,"('dinoflagellates', 'pyrodinium')"
dinoflagellates,sxt genes,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,5,5,25421324;36326655;36689843;38705616;40449983,2014.0;2022.0;2023.0;2024.0;2025.0,"('dinoflagellates', 'sxt genes')"
dinoflagellates,sxtg,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,5,5,22628533;36326655;36689843;38705616;40449983,2013.0;2022.0;2023.0;2024.0;2025.0,"('dinoflagellates', 'sxtg')"
dinoflagellates,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,5,5,22628533;33875183;35031458;38705616;40449983,2013.0;2021.0;2022.0;2024.0;2025.0,"('dinoflagellates', 'toxic cyanobacteria')"
gonyautoxins,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,12565757;20048055;21376073;27907126;28374313,2003.0;2010.0;2011.0;2016.0;2017.0,"('gonyautoxins', 'paralytic shellfish poisoning')"
gymnodinium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,5,5,19041661;20714432;24747603;33875178;38270276,2009.0;2010.0;2014.0;2021.0;2024.0,"('gymnodinium', 'paralytic shellfish toxins')"
neosaxitoxin,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,5,5,20048055;24334673;27907126;29705145;40209228,2010.0;2014.0;2016.0;2018.0;2025.0,"('neosaxitoxin', 'sxta')"
neosaxitoxin,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,10414862;24031789;30296060;39547124;6814018,1982.0;1999.0;2011.0;2018.0;2024.0,"('neosaxitoxin', 'toxin profile')"
neostx,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,10858510;16646002;19632259;25046082;37888642,2000.0;2006.0;2010.0;2014.0;2023.0,"('neostx', 'paralytic shellfish toxins')"
paralytic shellfish poisoning,saxitoxin biosynthesis,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,5,5,18487408;28073499;35198665;36689843;41591172,2008.0;2016.0;2022.0;2023.0;2026.0,"('paralytic shellfish poisoning', 'saxitoxin biosynthesis')"
paralytic shellfish toxins,pst-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,5,5,21376073;23457475;30502809;32307073;39003021,2011.0;2013.0;2018.0;2020.0;2024.0,"('paralytic shellfish toxins', 'pst-producing')"
paralytic shellfish toxins,sxta,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,5,5,24334673;27569199;29705145;30502809;39003021,2014.0;2016.0;2018.0;2024.0,"('paralytic shellfish toxins', 'sxta')"
paralytic shellfish toxins,toxin content,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,5,5,16646002;24031789;24956074;26239440;28678186,2006.0;2011.0;2014.0;2015.0;2017.0,"('paralytic shellfish toxins', 'toxin content')"
pks,sxta,BIOSYNTHETIC_GENE_RELATION,GENE,BIOSYNTHETIC_SYSTEM,5,5,20935128;31936211;33084210;35031458;41702991,2010.0;2020.0;2021.0;2022.0;2026.0,"('pks', 'sxta')"
saxitoxin,saxitoxin biosynthesis genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,5,5,29705145;34283333;35198665;38705616;40449983,2018.0;2021.0;2022.0;2024.0;2025.0,"('saxitoxin', 'saxitoxin biosynthesis genes')"
saxitoxin,secondary metabolites,SEMANTIC_CO_OCCURS,TOXIN,BIOSYNTHETIC_SYSTEM,5,5,20559491;22628533;30961962;37624198;39265222,2010.0;2013.0;2019.0;2023.0;2024.0,"('saxitoxin', 'secondary metabolites')"
saxitoxin,sxt genes,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,5,5,28073499;28797629;38705616;40209228;40449983,2016.0;2017.0;2024.0;2025.0,"('saxitoxin', 'sxt genes')"
saxitoxin,sxti,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,5,5,24015317;28073495;28073499;38705616;40449983,2013.0;2016.0;2024.0;2025.0,"('saxitoxin', 'sxti')"
saxitoxin,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN,5,5,16710515;19627483;20048055;24334673;35198665,2006.0;2009.0;2010.0;2014.0;2022.0,"('saxitoxin', 'toxin-producing')"
saxitoxin biosynthesis,saxitoxin biosynthesis genes,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,5,5,29705145;34283333;35198665;38705616;40449983,2018.0;2021.0;2022.0;2024.0;2025.0,"('saxitoxin biosynthesis', 'saxitoxin biosynthesis genes')"
sxt genes,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,5,5,28073499;36326655;36689843;38705616;40449983,2016.0;2022.0;2023.0;2024.0;2025.0,"('sxt genes', 'sxtg')"
sxta,sxtb,SEMANTIC_CO_OCCURS,GENE,GENE,5,5,22628533;24015317;31936211;38705616;40449983,2013.0;2020.0;2024.0;2025.0,"('sxta', 'sxtb')"
sxta,temperature,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,5,5,24334673;29027918;36689843;38393148;40209228,2014.0;2017.0;2023.0;2024.0;2025.0,"('sxta', 'temperature')"
toxic cyanobacteria,toxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,5,5,18461783;23648386;30079124;31614508;38786590,2008.0;2013.0;2017.0;2019.0;2024.0,"('toxic cyanobacteria', 'toxin production')"
toxin production,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,5,5,23891539;31695119;33128150;36470600;39545400,2013.0;2019.0;2021.0;2022.0;2025.0,"('toxin production', 'toxin-producing')"
conserved,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,5,4,27907126;35031458;40449983;41702991,2016.0;2022.0;2025.0;2026.0,"('conserved', 'sxta')"
cyanobacteria,sxt gene,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,5,4,27907126;30296060;39003021;41591172,2016.0;2018.0;2024.0;2026.0,"('cyanobacteria', 'sxt gene')"
homologs,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,5,4,21625593;22628533;23966031;40449983,2011.0;2013.0;2025.0,"('homologs', 'paralytic shellfish poisoning')"
homologs,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,5,4,21625593;22628533;23966031;40449983,2011.0;2013.0;2025.0,"('homologs', 'saxitoxin')"
homologs,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,5,4,21625593;22628533;25421324;40449983,2011.0;2013.0;2014.0;2025.0,"('homologs', 'sxta')"
acetate,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,18487408;33084210;6814018;9407557,1982.0;1997.0;2008.0;2021.0,"('acetate', 'saxitoxin')"
alexandrium,gymnodinium catenatum,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,4,4,23335767;33875178;38270276;40449983,2013.0;2021.0;2024.0;2025.0,"('alexandrium', 'gymnodinium catenatum')"
alexandrium,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,4,4,27817832;28073499;36689843;38705616,2016.0;2023.0;2024.0,"('alexandrium', 'saxitoxin biosynthesis')"
alexandrium,sxta,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,4,4,21625593;23335767;35031458;40449983,2011.0;2013.0;2022.0;2025.0,"('alexandrium', 'sxta')"
alexandrium,sxtg,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,4,4,28073499;36326655;36689843;38705616,2016.0;2022.0;2023.0;2024.0,"('alexandrium', 'sxtg')"
alexandrium catenella,alexandrium pacificum,SEMANTIC_CO_OCCURS,SPECIES,SPECIES,4,4,35031458;36689843;38270276;38705616,2022.0;2023.0;2024.0,"('alexandrium catenella', 'alexandrium pacificum')"
alexandrium catenella,paralytic shellfish poisoning,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,4,4,33875178;33875185;35031458;36689843,2021.0;2022.0;2023.0,"('alexandrium catenella', 'paralytic shellfish poisoning')"
alexandrium minutum,paralytic shellfish poisoning,SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES,TOXIN,4,4,12565757;21625593;28073499;33875185,2003.0;2011.0;2016.0;2021.0,"('alexandrium minutum', 'paralytic shellfish poisoning')"
arginine,biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,4,4,18487408;26239440;27817832;33084210,2008.0;2015.0;2016.0;2021.0,"('arginine', 'biosynthesis')"
biosynthesis,biosynthetic pathway,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOSYNTHETIC_SYSTEM,4,4,18850059;19331657;23966031;28073495,2008.0;2009.0;2013.0;2016.0,"('biosynthesis', 'biosynthetic pathway')"
biosynthesis,dinoflagellates,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,TAXON_GROUP,4,4,18850059;19331657;38270276;40710502,2008.0;2009.0;2024.0;2025.0,"('biosynthesis', 'dinoflagellates')"
biosynthesis,evolution,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,4,4,19331657;20479965;23966031;26316331,2009.0;2010.0;2013.0;2016.0,"('biosynthesis', 'evolution')"
biosynthesis,neosaxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,24334673;29705145;30296060;40209228,2014.0;2018.0;2025.0,"('biosynthesis', 'neosaxitoxin')"
biosynthesis,paralytic shellfish toxins,TOXIN_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,TOXIN,4,4,20479965;28678186;38270276;40710502,2010.0;2017.0;2024.0;2025.0,"('biosynthesis', 'paralytic shellfish toxins')"
biosynthesis,pst biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,4,4,19331657;26316331;26417864;30983320,2009.0;2015.0;2016.0;2019.0,"('biosynthesis', 'pst biosynthesis')"
biosynthesis,sxta,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,4,4,23335767;38705616;40449983;41702991,2013.0;2024.0;2025.0;2026.0,"('biosynthesis', 'sxta')"
biosynthesis,sxti,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,4,4,28073495;38705616;40449983;41702991,2016.0;2024.0;2025.0;2026.0,"('biosynthesis', 'sxti')"
biosynthesis,sxti,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,4,4,28073499;30772567;33608790;35902522,2016.0;2019.0;2021.0;2023.0,"('biosynthesis', 'sxti')"
biosynthesis,sxtu,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,4,4,28073495;38705616;40449983;41702991,2016.0;2024.0;2025.0;2026.0,"('biosynthesis', 'sxtu')"
biosynthesis,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,4,4,24956074;25346253;33608790;35031458,2014.0;2021.0;2022.0,"('biosynthesis', 'toxic cyanobacteria')"
biosynthetic pathway,gene transfer,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,4,4,18487408;18850059;19331657;23966031,2008.0;2009.0;2013.0,"('biosynthetic pathway', 'gene transfer')"
biosynthetic pathway,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,4,4,18487408;29390180;31527551;35198665,2008.0;2018.0;2019.0;2022.0,"('biosynthetic pathway', 'saxitoxin biosynthesis')"
