collection,title,abstract,journal,year,paper_id,domain,group
PubMed,Biotransformation and detoxification of saxitoxin by Bacillus flexus in batch experiments.,"Saxitoxins (STXs) are carbamate alkaloid neurotoxins produced by some species of cyanobacteria. They are water soluble and relatively stable in the natural environment, and thereby represent a risk to animal and human health through a long-time exposure. STXs cannot be sufficiently removed by conventional water treatment methods. Therefore, this study investigates the potential STX biodegradation and detoxification by bacteria as a promising method for toxin removal. STX biodegradation experiments were conducted using Bacillus flexus SSZ01 strain in batch cultures. The results revealed that SSZ01 strain grew well and rapidly detoxified STX, with no lag phase observed. STX detoxification by SSZ01 strain was initial-toxin-concentration-dependent. The highest biotransformation rate (10 µg STX L -1 day -1 ) the pseudo-first-order kinetic constant (0.58 d -1 ) were obtained at the highest initial toxin concentration (50 µg L -1 ) and the lowest ones (0.06 µg STX L -1 day -1 and 0.14 d -1 , respectively) were recorded at the lowest initial concentration (0.5 µg L -1 ). STX biotransformation rate increased with temperature, with highest occurred at 30 ºC. This rate was also influenced by pH, with highest obtained at pH8 and lowest at higher and lower pH values. HPLC chromatograms showed that STX biotransformation peak is corresponding to the least toxic STX analog (disulfated sulfocarbamoyl-C1 variant). The Artemia-based toxicity assay revealed that this biotransformation byproduct was nontoxic. This suggests the potential application of this bacterial strain in slow sand filters for cyanotoxin removal in water treatment plants. Being nontoxic, this byproduct needs to be assayed for its therapeutic effects toward neurodegenerative diseases.",,2023,36629970,cyanobacteria,cyano_train
PubMed,In vitro and in silico assessment of cytotoxicity and chromosome instability induced by saxitoxin in human derived neural cell line.,"In freshwater, saxitoxins (STX) are produced by different cyanobacteria genera, including Raphidiopsis. Data regarding cytogenotoxicity effects of STX on human cells are scarse, this merit further studies of its toxicology. This study assessed the cytotoxicity and the chromosome instability of STX on SHSY-5Y human cell line. The CBMN assay allows the detection of chromosome breaks and abnormal chromosomal segregation. Additionally, in silico systems biology approach, used to search for known and predicted interaction networks, was applied to study the interactions between STX and SHSY-5Y cellular components. The results of the CBMN assay demonstrated that STX concentrations of 2.5 - 10 µg/L induced cytostasis and chromosome instability in a dose-response relationship. Apoptosis was detected after exposure of SHSY-5Y cultured cells to STX concentration of 10 µg/L. The results of the systems biology analysis revealed the interaction of STX with proteins related with acetylcoline pathway, cell cycle regulation and apoptosis. Furthermore, combining the in vitro and in silico approachs, it was possible to suggest a mechanism of action of STX in SHSY-5Y cells. Overall, the data demonstrated the cytotoxicity and mutagenicity of environmentally relevant concentrations of STX. These results should be considered when setting up guidelines for monitoring STX in water supply.",,2022,36477823,cyanobacteria,cyano_train
PubMed,"Elevated CO 2 significantly increases N 2 fixation, growth rates, and alters microcystin, anatoxin, and saxitoxin cell quotas in strains of the bloom-forming cyanobacteria, Dolichospermum.","The effect of rising CO 2 levels on cyanobacterial harmful algal blooms (CHABs) is an emerging concern, particularly within eutrophic ecosystems. While elevated pCO 2 has been associated with enhanced growth rates of some cyanobacteria, few studies have explored the effect of CO 2 and nitrogen availability on diazotrophic (N 2 -fixing) cyanobacteria that produce cyanotoxins. Here, the effects of elevated CO 2 and fixed nitrogen (NO 3 - ) availability on the growth rates, toxin production, and N 2 fixation of microcystin, saxitoxin, and anatoxin-a - producing strains of the genus Dolichospermum were quantified. Growth rates of all Dolichospermum spp. were significantly increased by CO 2 or both CO 2 and NO 3 - with rates being highest in treatments with the highest levels of CO 2 and NO 3 - for all strains. While NO 3 - suppressed N 2 fixation, diazotrophy significantly increased when NO 3 - -enriched Dolichospermum spp. were supplied with higher CO 2 compared to cultures grown under lower CO 2 levels. This suggests that diazotrophy will play an increasingly important role in N cycling in CO 2 -enriched, eutrophic lentic systems. NO 3 - significantly increased quotas of the N-rich cyanotoxins, microcystin and saxitoxin, at ambient and enriched CO 2 levels, respectively. In contrast, elevated CO 2 significantly decreased cell quotas of microcystin and saxitoxin, but significantly increased cell quotas of the N-poor cyanotoxin, anatoxin. N 2 fixation was significantly negatively and positively correlated with quotas of N-rich and N-poor cyanotoxins, respectively. Findings suggest cellular quotas of N-rich toxins (microcystin and saxitoxin) may be significantly reduced, or cellular quotas of N-poor toxins (anatoxin) may be significantly enhanced, under elevated CO 2 conditions during diazotrophic cyanobacterial blooms. Finally, in the future, ecosystems that experience combinations of excessive N loading and CO 2 enrichment may become more prone to toxic blooms of Dolichospermum.",,2022,36470609,cyanobacteria,cyano_train
PubMed,Microcystin production by oscillatorialean cyanobacteria isolated from cryopreserved Antarctic mats.,"Twenty cyanobacterial strains of eight morphospecies isolated from deep-frozen (-15 °C) mat samples originally collected on Ross Island, in Victoria Land, and on the McMurdo Ice Shelf were screened for the presence of genes encoding for production of anatoxins, cylindrospermopsin, microcystin/nodularin and saxitoxin. One strain of each of Microcoleus autumnalis and Phormidesmis priestleyi and two strains of Wilmottia murrayi were found to produce microcystin. No toxin production was detected in the other 16 strains representing five species. The four toxin-producing strains were characterised using both morphological and molecular approaches. Phylogenetic analyses using partial 16S rRNA sequences were consistent with the morphological identification of all four strains. They were all found to contain a fragment of the mcyE gene, which is involved in microcystin biosynthesis. ELISA analysis of extracts from cultures of these strains confirmed the presence of low concentrations of microcystin: 0.35 μg/L in M. autumnalis, <0.15 μg/L in P. priestleyi, 1.60 μg/L in W. murrayi strain 1 and 0.9 μg/L in W. murrayi strain 2. This study includes the first report of microcystin synthesis by W. murrayi.",,2022,36470600,cyanobacteria,cyano_train
PubMed,Potamoplankton of the Maumee River during 2018 and 2019: The relationship between cyanobacterial toxins and environmental factors.,"While algal blooms are common in eutrophic lakes, blooms can also occur in tributaries that load nutrients into the lake. We sampled six sites along a 122-km stretch of the Maumee River May through October 2018 and 2019 at weekly to biweekly intervals to determine if algal blooms occur, in particular toxic cyanobacteria, and to provide insights on potential environmental drivers of blooms. Samples were analyzed for concentrations of potamoplankton (=riverine phytoplankton), chlorophyll a , nutrients, cyanobacterial toxins, microcystins and saxitoxins, and cyanotoxin genes ( mcyE and sxtA ). Extreme precipitation in 2019 resulted in more high discharge events during 2019 than in 2018. Chlorophyll a ranged from 50 μg/L to 300 μg/L during periods of low discharge ( 3 /s), and green algae and diatoms accounted for the majority of the chlorophyll a . In both years, cyanobacteria comprised a low proportion of all chlorophyll a , usually mcyE and sxtA were detected in 36.2 % and 59.7 % samples, respectively. Therefore, cyanotoxins were present even when cyanobacteria were not at bloom densities. Chlorophyll a , cyanotoxin genes, and microcystins negatively correlated with discharge rate measured on the date of sample collection. Together our results suggest that cyanotoxins can occur in any portion of the Maumee River during low discharge conditions. Climate change is expected to reduce precipitation during the warm summer months in the Maumee River watershed and thus possibly increase the frequency of low discharge conditions that favor cyanobacteria.",,2022,39703700,cyanobacteria,cyano_train
PubMed,Cyanobacteria and Their Metabolites in Mono- and Polidominant Shallow Eutrophic Temperate Lakes.,"Monodominant (one species dominates) or polidominant (multiple species dominate) cyanobacterial blooms are pronounced in productive freshwater ecosystems and pose a potential threat to the biota due to the synthesis of toxins. Seasonal changes in cyanobacteria species and cyanometabolites composition were studied in two shallow temperate eutrophic lakes. Data on cyanobacteria biomass and diversity of dominant species in the lakes were combined with chemical and molecular analyses of fifteen potentially toxin-producing cyanobacteria species (248 isolates from the lakes). Anatoxin-a, saxitoxin, microcystins and other non-ribosomal peptides formed the diverse profiles in monodominant ( Planktothrix agardhii ) and polidominant ( Aphanizomenon gracile , Limnothrix spp. and Planktolyngbya limnetica ) lakes. However, the harmfulness of the blooms depended on the ability of the dominant species to synthesize cyanometabolites. It was confirmed that P . agardhii produced a greater amount and diverse range of MCs and other NRPs. In the polidominant lake, isolates of the co-dominant A . gracile , L . planctonica and P . limnetica synthesized no or only small amounts of cyanometabolites. In general, the profile of cyanometabolites was greater in cyanobacteria isolates than in environmental samples, indicating a high potential for toxic cyanobacteria bloom.",,2022,36430059,cyanobacteria,cyano_train
PubMed,Shoreline Drying of Microseira (Lyngbya) wollei Biomass Can Lead to the Release and Formation of Toxic Saxitoxin Analogues to the Water Column.,"The harmful, filamentous cyanobacteria Microseira (Lyngbya) wollei produces several toxic analogues of saxitoxin ( Lyngbya wollei toxins 1-6, or LWTs 1-6), grows in shallow water, and can deposit significant biomass on nearby shorelines. Here, we show that the LWTs are stable in the biomass during subsequent drying but that the process facilitates the later release of LWTs upon return to the water column. Under basic conditions, LWTs hydrolyzed to generate products that were significantly more neurotoxic than the initial toxins. Aqueous LWTs were subjected to conditions of covarying temperature and pH, and their degradation rates and products were determined at each condition. LWTs 1, 5, and 6 degraded faster at pH ≥ 8 at all temperatures. Their degradation products, which included decarbamoyl saxitoxin and LWT 4, were consistent with a base-catalyzed hydrolysis mechanism and represented a net increase in total biomass toxicity normalized against the equivalent toxicity of saxitoxin. The corresponding pre-exponential terms and activation energies for hydrolysis were obtained for pH 6-10 over the temperature range 10-40 °C. A locally weighted scatterplot smoothing (LOWESS) regression was developed to predict the loss of parent toxins and subsequent products in the water column under conditions corresponding to those commonly encountered in cyanobacterial blooms.",,2022,36399599,cyanobacteria,cyano_train
PubMed,Genetic association of toxin production in the dinoflagellate Alexandrium minutum .,"Dinoflagellates of the genus Alexandrium are responsible for harmful algal blooms and produce paralytic shellfish toxins (PSTs). Their very large and complex genomes make it challenging to identify the genes responsible for toxin synthesis. A family-based genomic association study was developed to determine the inheritance of toxin production in Alexandrium minutum and identify genomic regions linked to this production. We show that the ability to produce toxins is inheritable in a Mendelian way, while the heritability of the toxin profile is more complex. We developed the first dinoflagellate genetic linkage map. Using this map, several major results were obtained: 1. A genomic region related to the ability to produce toxins was identified. 2. This region does not contain any polymorphic sxt genes, known to be involved in toxin production in cyanobacteria. 3. The sxt genes, known to be present in a single cluster in cyanobacteria, are scattered on different linkage groups in A. minutum . 4. The expression of two sxt genes not assigned to any linkage group, sxtI and sxtG , may be regulated by the genomic region related to the ability to produce toxins. Our results provide new insights into the organization of toxicity-related genes in A. minutum , suggesting a dissociated genetic mechanism for the production of the different analogues and the ability to produce toxins. However, most of the newly identified genes remain unannotated. This study therefore proposes new candidate genes to be further explored to understand how dinoflagellates synthesize their toxins.",,2022,36326655,cyanobacteria,cyano_train
PubMed,Statistical Inferences Applying Non-Parametric Data on Cyanobacterial Investigations: Contributions to Water Quality and New Trends under Global Changes on Portuguese Freshwater Ecosystems.,"Cyanobacteria are a bloom-forming ancient group of photosynthetic prokaryotes. A rise in temperature is a major contributor to its massive proliferation, namely on freshwater ecosystems, with social and economic impacts. Thus, reliable and cost-effective tools can permit the fast surveillance and assessment of temperature effects on potentially toxic cyanobacteria distribution and impacts. The occurrence of three potentially toxic cyanobacteria species was assessed on seven sampling points across three sampling years. Moreover, the association between the occurrence of those cyanobacteria species with climate change events was addressed. Here, we combined molecular and statistical methods to study the impacts of temperature on the occurrence of three globally occurring cyanotoxin-producing cyanobacteria species- Microcystis aeruginosa (microcystins), Raphidiopsis raciborskii (cylindrospermopsins and saxitoxins) and Planktothrix agardhii (microcystins and saxitoxins). Samples were collected on seven European temperate freshwater systems located on the North and Centre regions of Portugal, across three distinct sampling years with distinct ranges of air temperature. Data support that M. aeruginosa is still a common inhabitant of Portuguese freshwater ecosystems and a new trend was found on R. raciborskii recent invasion and establishment on the colder north ecosystems of Portugal. Additionally, the highest frequency of detection of both cyanobacteria was associated with warmer years. P. agardhii also revealed a new trend, being reported for the first time on North and Centre Regions of Portugal, however with no statistical relation with air temperature, demonstrating a higher ecological fitness. Distinct profiles of the statistical analysis on the three tested cyanobacteria species contribute to deepen the studies on other species as well as of our analyzed species on a global level. This assessment may help to anticipate possible repercussions on water quality and public health due to most probable alterations on cyanotoxins profile given the ecological fitness established among air temperature and PCR detection of potentially toxic cyanobacteria.",,2022,36136576,cyanobacteria,cyano_train
PubMed,Trace determination of multiple hydrophilic cyanotoxins in freshwater by off- and on-line solid phase extraction coupled to liquid chromatography-tandem mass spectrometry.,"Hydrophilic cyanotoxins (HCTs), such as paralytic shellfish toxins (PSTs), anatoxin-a (ATX-a), and cylindrospermopsin (CYN) are highly toxic and toxin-producing algae are widely distributed worldwide. However, HCTs, especially PSTs, are rarely reported in freshwater due to analytical limitations. This may result in an underestimation of the ecological risks and health risks. This study developed a new method to detect ATX-a, CYN, and thirteen common PSTs in freshwater simultaneously by using off-line solid phase extraction (SPE) and liquid chromatography-tandem mass spectrometry (LC-MS/MS). The limits of detection (LODs) of all targets were lower than 0.05 μg/L, which could meet the regulatory requirements for monitoring of HCTs in drinking water in different countries and regions. To improve the detection sensitivities for trace PSTs, a method based on off-line SPE and on-line SPE-LC-MS/MS was established with LOD around 0.001 μg/L. GTX1&4, GTX2&3, and GTX5 were detected in freshwater in China for the first time, highlighting that overall communities are facing potential risks of exposure to various PSTs in China. High concentrations of ATX-a and CYN were also detected in freshwater from Northern China. The proposed method helps to understand the pollution status of HCT in water bodies, especially during the non-algal bloom period.",,2022,36075415,cyanobacteria,cyano_train
PubMed,Cyanotoxins and water quality parameters as risk assessment indicators for aquatic life in reservoirs.,"We assessed the extent of pollution in an essential public water supply reservoir (southeastern Brazil). An environmental monitoring study was performed at the Billings Reservoir (at the water catchment site) to assess the water quality in 2017, 2018, and 2019. Physicochemical parameters were analyzed, quantifying the total cyanobacteria and the cyanotoxins microcystins (MCs) and saxitoxins (SXTs), as well as their possible ecological risk to the aquatic environment. We also determined metals and metalloids (As, Ba, Cd, Pb, Cu, Cr, Fe, Mn, Ni, Zn, and Sb) and fecal bacteria (Escherichia coli). Monthly samplings were performed for 2017, 2018, and 2019 (totaling 36 sampling campaigns). Metals, metalloids, and E. coli values were below the maximum limit allowed by the Brazilian legislation. High concentrations of total cyanobacteria (3.07 × 10 4 - 3.23 × 10 5 cells/mL), microcystin variants MC-LR (0.67-23.63 μg/L), MC-LA (0.03-8.66 μg/L), MC-RR (0.56-7.92 μg/L), and MC-YR (0.04-1.24 μg/L), as well as the saxitoxins GTX2 (0.18-5.37 μg/L), GTX3 (0.13-4.40 μg/L), and STX (0.12-2.92 μg/L) were detected. From an ecotoxicological point of view, the estimated values for the risk quotient (RQ) for microcystins and saxitoxins were largely greater than 1, indicating a high risk to aquatic life. Therefore, further efforts need to be made to delay the eutrophication of the reservoir.",,2022,36068755,cyanobacteria,cyano_train
PubMed,A review and assessment of cyanobacterial toxins as cardiovascular health hazards.,"Eutrophicated waters frequently support bloom-forming cyanobacteria, many of which produce potent cyanobacterial toxins (cyanotoxins). Cyanotoxins can cause adverse health effects in a wide range of organisms where the toxins may target the liver, other internal organs, mucous surfaces and the skin and nervous system. This review surveyed more than 100 studies concerning the cardiovascular toxicity of cyanotoxins and related topics. Over 60 studies have described various negative effects on the cardiovascular system by seven major types of cyanotoxins, i.e. the microcystin (MC), nodularin (NOD), cylindrospermopsin (CYN), anatoxin (ATX), guanitoxin (GNTX), saxitoxin (STX) and lyngbyatoxin (LTX) groups. Much of the research was done on rodents and fish using high, acutely toxin concentrations and unnatural exposure routes (such as intraperitoneal injection), and it is thus concluded that the emphasis in future studies should be on oral, chronic exposure of mammalian species at environmentally relevant concentrations. It is also suggested that future in vivo studies are conducted in parallel with studies on cells and tissues. In the light of the presented evidence, it is likely that cyanotoxins do not constitute a major risk to cardiovascular health under ordinary conditions met in everyday life. The risk of illnesses in other organs, in particular the liver, is higher under the same exposure conditions. However, adverse cardiovascular effects can be expected due to indirect effects arising from damage in other organs. In addition to risks related to extraordinary concentrations of the cyanotoxins and atypical exposure routes, chronic exposure together with co-existing diseases could make some of the cyanotoxins more dangerous to cardiovascular health.",,2022,35997789,cyanobacteria,cyano_train
PubMed,Risk assessment of cyanobacteria toxic metabolites on freshwater ecosystems applying molecular methods.,"Cyanobacteria, ancient prokaryotes, interfere with ecosystem water quality through the production of cyanotoxins and bloom formation. Therefore, for water safety and public health reasons, the application of faster, sensitive, and specific tools on its risk assessment is demanded. Polymerase chain reaction (PCR) coupled with DNA sequencing can be a helpful tool for the presence and potential to cyanotoxicity. To achieve these, seven waterbodies located on the North and Center regions of Portugal were sampled for two monitoring periods (2017 and 2018). Thus, given the five risk levels proposed (none up to four cyanotoxins - mcyA, cyrC, anaC, sxtI - being detected per risk level), results showed that the great majority of the ecosystems analyzed on the presence of blooms and under climate change phenomenon (heat waves) had an elevated risk (up to four cyanotoxins being detected) corresponding to a situation of high potential of cyanotoxicity. In the opposite conditions (i.e., absence of blooms and heat waves), the risk was lowered to none or only one cyanotoxin being detected. Two ecosystems escaped this trend and demonstrated little to no alterations among risk levels from 1 year to another corresponding to a high potential of cyanotoxicity and cyanotoxins persistence in comparison to other studied ecosystems. Overall, the risk assessment undertaken suggests that other ecosystems ecological variables (physical, hydrological, or chemical) are interfering on the occurrence and persistence of cyanotoxins biosynthesis genes. Given the observed conditions (eutrophic status, bloom occurrence, and heat waves) of the analyzed ecosystems, cyanobacterial potential for toxicity seems to have increased, suggesting a need of the incorporation of other cyanotoxins apart of the regulated microcystins-LR on cyanotoxins surveillance programs of Portugal.",,2023,35902522,cyanobacteria,cyano_train
PubMed,Rapid Immunochemical Methods for Anatoxin-a Monitoring in Environmental Water Samples.,"Algal blooms that contaminate freshwater resources with cyanotoxins constitute, nowadays, a global concern. To deal with this problem, a variety of analytical methods, including immunochemical assays, are available for the main algal toxins, for example, microcystins, nodularins, and saxitoxins, with the remarkable exception of anatoxin-a. Now, for the first time, highly sensitive, enantioselective immunoassays for anatoxin-a have been validated using homemade monoclonal antibodies. Two competitive enzyme-linked immunosorbent assays were developed in different formats, with detection limits for (+)-anatoxin-a of 0.1 ng/mL. Excellent recovery values between 82 and 117%, and coefficients of variation below 20%, were observed using environmental water samples fortified between 0.5 and 500 ng/mL. In addition, a lateral-flow immunochromatographic assay was optimized for visual and instrumental reading of results. This test showed a visual detection limit for (+)-anatoxin-a of 4 ng/mL. Performance with a reader was validated in accordance with the European guidelines for semiquantitative rapid methods for small chemical contaminants. Thus, at a screening target concentration of 2 ng/mL, the probability of a blank sample to be classified as ""suspect"" was as low as 0.2%. Finally, the optimized direct enzyme immunoassay was validated by comparison with high-performance liquid chromatography-tandem mass spectroscopy data and showed a good correlation ( r = 0.995) with a slope of 0.94. Moreover, environmental water samples containing more than 2 ng/mL of anatoxin-a were detected by the developed dipstick assay. These results provide supplementary and complementary strategies for monitoring the presence of anatoxin-a in water.",,2022,35853613,cyanobacteria,cyano_train
PubMed,"Assessment of the Appearance and Toxin Production Potential of Invasive Nostocalean Cyanobacteria Using Quantitative Gene Analysis in Nakdong River, Korea.","Invasive nostocalean cyanobacteria (INC) were first reported in tropical regions and are now globally spreading rapidly due to climate change, appearing in temperate regions. INC require continuous monitoring for water resource management because of their high toxin production potential. However, it is difficult to analyze INC under a microscope because of their morphological similarity to nostocalean cyanobacteria such as the genus Aphanizomenon . This study calculates the gene copy number per cell for each target gene through quantitative gene analysis on the basis of genus-specific primers of genera Cylindrospermopsis , Sphaerospermopsis , and Cuspidothrix , and the toxin primers of anatoxin-a, saxitoxin, and cylindrospermopsin. In addition, quantitative gene analysis was performed at eight sites in the Nakdong River to assess the appearance of INC and their toxin production potential. Genera Cylindrospermopsis and Sphaerospermopsis did not exceed 100 cells mL -1 at the maximum, with a low likelihood of related toxin occurrence. The genus Cuspidothrix showed the highest cell density (1759 cells mL -1 ) among the INC. Nakdong River has potential for the occurrence of anatoxin-a through biosynthesis by genus Cuspidothrix because the appearance of this genus coincided with that of the anatoxin-a synthesis gene ( anaF ) and the detection of the toxin by ELISA.",,2022,35622541,cyanobacteria,cyano_train
PubMed,Review of Cyanotoxicity Studies Based on Cell Cultures.,"Cyanotoxins (CTs) are a large and diverse group of toxins produced by the peculiar photosynthetic prokaryotes of the domain Cyanoprokaryota. Toxin-producing aquatic cyanoprokaryotes can develop in mass, causing ""water blooms"" or ""cyanoblooms,"" which may lead to environmental disaster-water poisoning, extinction of aquatic life, and even to human death. CT studies on single cells and cells in culture are an important stage of toxicological studies with increasing impact for their further use for scientific and clinical purposes, and for policies of environmental protection. The higher cost of animal use and continuous resistance to the use of animals for scientific and toxicological studies lead to a progressive increase of cell lines use. This review aims to present (1) the important results of the effects of CT on human and animal cell lines, (2) the methods and concentrations used to obtain these results, (3) the studied cell lines and their tissues of origin, and (4) the intracellular targets of CT. CTs reviewed are presented in alphabetical order as follows: aeruginosins, anatoxins, BMAA ( β -N-methylamino-L-alanine), cylindrospermopsins, depsipeptides, lipopolysaccharides, lyngbyatoxins, microcystins, nodularins, cyanobacterial retinoids, and saxitoxins. The presence of all these data in a review allows in one look to advance the research on CT using cell cultures by facilitating the selection of the most appropriate methods, conditions, and cell lines for future toxicological, pharmacological, and physiological studies.",,2022,35509523,cyanobacteria,cyano_train
PubMed,Electrochemical biosensor with aptamer/porous platinum nanoparticle on round-type micro-gap electrode for saxitoxin detection in fresh water.,"Cyanotoxins are toxins produced by cyanobacteria; they negatively impact water resources used by humans and disrupt ecosystems worldwide. Among cyanotoxins, saxitoxin (STX) is a small molecule that causes paralysis in humans and contamination in freshwater resources. To monitor low concentration of STX levels, a sensitive and high fidelity detection system is required. In this study, a round-type micro-gap electrode (RMGE) was fabricated that provides the high signal fidelity for STX detection in real freshwater sample. The RMGE has the 15 pairs of identical electrode wire length between gap that gives the high signal fidelity. In addition, the sensitivity for STX detection was improved by introducing the porous platinum nanoparticle (pPtNP) that enahced the electrochemical sensitivity and the STX aptamer was used as the bioprobe. An electrochemical measurement method (square wave voltammetry (SWV) and electrochemical impedance spectroscopy (EIS)) was introduced to construct STX biosensor. To evaluate the biosensor performance, the limit of detection (LOD) and selectivity test were performed on real freshwater samples. The biosensor demonstrated high selectivity even in freshwater samples over a wide linear concentration range of 10 pg/mL to 1 μg/mL and a detection limit of 4.669 pg/mL. These results suggest that the designed biosensor shows a wide range of possibilities for the detection of toxicants in freshwater that provide the new direction to the biosensor electrode design.",,2022,35489276,cyanobacteria,cyano_train
PubMed,Chemoprotection mediated by açaí berry (Euterpe oleracea) in white shrimp Litopenaeus vannamei exposed to the cyanotoxin saxitoxin analyzed by in vivo assays and docking modeling.,"Saxitoxin (STX) is a neurotoxic cyanotoxin that also generate reactive oxygen species, leading to a situation of oxidative stress and altered metabolism. The Amazonian fruit açaí Euterpe oleracea possesses a high concentration of antioxidant molecules, a fact that prompted us to evaluate its chemoprotection activity against STX toxicity (obtained from samples of Trichodesmium sp. collected in the environment) in the shrimp Litopenaeus vannamei. For 30 days, shrimps were maintained in 16 aquaria containing 10 shrimps (15% salinity, pH 8.0, 24 °C, 12C/12D photoperiod) and fed twice daily with a diet supplemented with lyophilized açaí pulp (10%), in addition to the control diet. After, shrimps (7.21 ± 0.04 g) were exposed to the toxin added to the feed for 96 h. Four treatments were defined: CTR (control diet), T (lyophilized powder of Trichodesmium sp. 0.8 μg/g), A (10% of açaí) and the combination T + A. HPLC analysis showed predominance of gonyautoxin-1 concentrations (GTX-1) and gonyautoxin-4 concentrations (GTX-4). The results of molecular docking simulations indicated that all variants of STX, including GTX-1, can be a substrate of isoform mu of the glutathione-S-transferase (GST) enzyme since these molecules obtained similar values of estimated Free Energy of Binding (FEB), as well as similar final positions on the binding site. GSH levels were reduced in muscle tissues of shrimp in the T, A, and T + A treatments. Increased GST activity was observed in shrimp hepatopancreas of the T treatment and the gills of the A and T + A treatments. A decrease of protein sulfhydryl groups (P-SH) was observed in gills of shrimps from T + A treatment. A reduction in malondialdehyde (MDA) levels was registered in the hepatopancreas of the T + A treatment in respect to the Control, T, and A treatments. The use of açaí supplements in L. vannamei feed was able to partially mitigate the toxic effects caused by Trichodesmium sp. extracts, and points to mu GST isoform as a key enzyme for saxitoxin detoxification in L. vannamei, an issue that deserves further investigation.",,2022,35364510,cyanobacteria,cyano_train
PubMed,Assessment of Common Cyanotoxins in Cyanobacteria of Biological Loess Crusts.,"Cyanotoxins are a diverse group of bioactive compounds produced by cyanobacteria that have adverse effects on human and animal health. While the phenomenon of cyanotoxin production in aquatic environments is well studied, research on cyanotoxins in terrestrial environments, where cyanobacteria abundantly occur in biocrusts, is still in its infancy. Here, we investigated the potential cyanotoxin production in cyanobacteria-dominated biological loess crusts (BLCs) from three different regions (China, Iran, and Serbia) and in cyanobacterial cultures isolated from the BLCs. The presence of cyanotoxins microcystins, cylindrospermopsin, saxitoxins, and β-N-methylamino-L-alanine was analyzed by liquid chromatography-tandem mass spectrometry (LC-MS/MS) method, while the presence of cyanotoxin-encoding genes ( mcyE , cyrJ , sxtA , sxtG , sxtS , and anaC ) was investigated by polymerase chain reaction (PCR) method. We could not detect any of the targeted cyanotoxins in the biocrusts or the cyanobacterial cultures, nor could we amplify any cyanotoxin-encoding genes in the cyanobacterial strains. The results are discussed in terms of the biological role of cyanotoxins, the application of cyanobacteria in land restoration programs, and the use of cyanotoxins as biosignatures of cyanobacterial populations in loess research. The article highlights the need to extend the field of research on cyanobacteria and cyanotoxin production to terrestrial environments.",,2022,35324712,cyanobacteria,cyano_train
PubMed,First Identification of 12β-Deoxygonyautoxin 5 (12α-Gonyautoxinol 5) in the Cyanobacterium Dolichospermum circinale (TA04) and 12β-Deoxysaxitoxin (12α-Saxitoxinol) in D. circinale (TA04) and the Dinoflagellate Alexandrium pacificum (Group IV) (120518KureAC).,"Saxitoxin and its analogues, paralytic shellfish toxins (PSTs), are potent and specific voltage-gated sodium channel blockers. These toxins are produced by some species of freshwater cyanobacteria and marine dinoflagellates. We previously identified several biosynthetic intermediates of PSTs, as well as new analogues, from such organisms and proposed the biosynthetic and metabolic pathways of PSTs. In this study, 12β-deoxygonyautoxin 5 (12α-gonyautoxinol 5 = gonyautoxin 5-12( R )-ol) was identified in the freshwater cyanobacterium, Dolichospermum circinale (TA04), and 12β-deoxysaxitoxin (12α-saxitoxinol = saxitoxin-12( R )-ol) was identified in the same cyanobacterium and in the marine dinoflagellate Alexandrium pacificum (Group IV) (120518KureAC) for the first time from natural sources. The authentic standards of these compounds and 12α-deoxygonyautoxin 5 (12β-gonyautoxinol 5 = gonyautoxin 5-12( S )-ol) were prepared by chemical derivatization from the major PSTs, C1/C2, produced in D. circinale (TA04). These standards were used to identify the deoxy analogues by comparing the retention times and MS/MS spectra using high-resolution LC-MS/MS. Biosynthetic or metabolic pathways for these analogues have also been proposed based on their structures. The identification of these compounds supports the α-oriented stereoselective oxidation at C12 in the biosynthetic pathway towards PSTs.",,2022,35323466,cyanobacteria,cyano_train
