source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
CrossRef,,10.1007/bf00581441,1975.0,The rates of saxitoxin action and of saxitoxin-tetrodotoxin interaction at the node of Ranvier,,Pfl�gers Archiv European Journal of Physiology,Alexandrium saxitoxin,dinoflagellate_stx,,,10.1007/bf00581441,,the rates of saxitoxin action and of saxitoxin tetrodotoxin interaction at the node of ranvier,doi:10.1007/bf00581441
CrossRef,,10.1007/bf00581441,1975.0,The rates of saxitoxin action and of saxitoxin-tetrodotoxin interaction at the node of Ranvier,,Pfl�gers Archiv European Journal of Physiology,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.1007/bf00581441,,the rates of saxitoxin action and of saxitoxin tetrodotoxin interaction at the node of ranvier,doi:10.1007/bf00581441
CrossRef,,10.1007/bf00581441,1975.0,The rates of saxitoxin action and of saxitoxin-tetrodotoxin interaction at the node of Ranvier,,Pfl�gers Archiv European Journal of Physiology,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.1007/bf00581441,,the rates of saxitoxin action and of saxitoxin tetrodotoxin interaction at the node of ranvier,doi:10.1007/bf00581441
CrossRef,,10.1007/bf00581441,1975.0,The rates of saxitoxin action and of saxitoxin-tetrodotoxin interaction at the node of Ranvier,,Pfl�gers Archiv European Journal of Physiology,Centrodinium punctatum saxitoxin,dinoflagellate_stx,,,10.1007/bf00581441,,the rates of saxitoxin action and of saxitoxin tetrodotoxin interaction at the node of ranvier,doi:10.1007/bf00581441
OpenAlex,,10.1007/bf02784281,2006.0,New trends in marine chemical ecology,"This essay is the outcome of a colloquium convened in November 2005 at the Benthos Laboratory of the Stazione Zoologica Anton Dohrn in Ischia, Italy, on chemical ecology and the role of secondary metabolites in the structuring and functioning of marine biodiversity. The participants of the workshop are part of the European Network of Excellence MarBEF (Marine Biodiversity and Ecosystem Function), a consortium of 56 European marine institutes to integrate and disseminate knowledge and expertise on marine biodiversity. Here we review some of the new trends and emerging topics in marine chemical ecology. The first section deals with microbial chemical interactions. Microbes communicate with each other using diffusible molecules such as N-acylhomoserine lactones (AHL). These are regulators in cell-density-dependent gene regulation (quorum sensing) controlling microbial processes. In chemical interactions with higher organisms, microbes can act either as harmful pathogens that are repelled by the host’s chemical defense or as beneficial symbionts. These symbionts are sometimes the true producers of the host’s secondary metabolites that have defensive and protective functions for their hosts. We also describe how allelochemicals can shape phytoplankton communities by regulating competition for available resources, and also interactions among individuals of the same species. Compounds such as the diatom-derived unsaturated aldehydes have been demonstrated to act as info chemicals, and they possibly function as a diffusible bloom-termination signal that triggers an active cell death and bloom termination at sea. The same molecules have also been shown to interfere with the reproductive capacity of grazing animals deterring future generations of potential predators. Such compounds differ from those that act as feeding deterrents since they do not target the predator but its offspring. Many of the neurotoxins produced by dinoflagellates act as feeding deterrents, and laboratory experiments have shown that ingestion of these algae by some microzooplankton and macrozooplankton can cause acute, responses such as death, incapacitation, altered swimming behavior, and reduced fecundity and egg-hatching success. These effects may rarely occur in nature because of low individual grazing rates on dinoflagellate cells and grazing on other food sources such as microflagellates and diatoms. We also consider the nutritional component of marine plant-herbivore interactions, especially in the plankton, and the information available on the effects of growing conditions of algae on the production of toxic metabolites. Species producing saxitoxins seem to consistently produce the highest amounts of toxins (on a per cell basis) in the exponential phase of growth, and there is a decrease in their production under nitrogen, but not under phosphorus stress, where the production actually increases. We try to explain the circumstances under which organisms defend themselves chemically and argue that the most likely explanatory model for the production of secondary metabolites used for defense in planktonic organisms is the carbon nutrient balance hypothesis, which predicts that most algae produce their toxins mainly under conditions where carbon is in excess and nitrogen (or other nutrients) is limiting. We also discuss chemically mediated macroalgal-herbivore interactions in the benthos and the large variation in concentration of seaweed defense metabolites at different spatial and temporal scales. Seaweeds have been shown to produce a large variety of secondary metabolites with highly variable chemical structures such as terpenoids, acetogenins, amino acid derivates, and polyphenols. Many of these compounds probably have multiple simultaneous functions for the seaweeds and can act as allelopathic, antimicrobial, and antifouling or ultraviolet-screening agents, as well as herbivore deterrents. We also provide examples of interactions between marine benthic invertebrates, especially sponges, molluscs, and cnidarians, that are mediated by specific secondary metabolites and discuss the role of these in shaping benthic communities.",Estuaries and Coasts,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2015907706,,10.1007/bf02784281,,new trends in marine chemical ecology,doi:10.1007/bf02784281
OpenAlex,,10.1007/bf02784281,2006.0,New trends in marine chemical ecology,"This essay is the outcome of a colloquium convened in November 2005 at the Benthos Laboratory of the Stazione Zoologica Anton Dohrn in Ischia, Italy, on chemical ecology and the role of secondary metabolites in the structuring and functioning of marine biodiversity. The participants of the workshop are part of the European Network of Excellence MarBEF (Marine Biodiversity and Ecosystem Function), a consortium of 56 European marine institutes to integrate and disseminate knowledge and expertise on marine biodiversity. Here we review some of the new trends and emerging topics in marine chemical ecology. The first section deals with microbial chemical interactions. Microbes communicate with each other using diffusible molecules such as N-acylhomoserine lactones (AHL). These are regulators in cell-density-dependent gene regulation (quorum sensing) controlling microbial processes. In chemical interactions with higher organisms, microbes can act either as harmful pathogens that are repelled by the host’s chemical defense or as beneficial symbionts. These symbionts are sometimes the true producers of the host’s secondary metabolites that have defensive and protective functions for their hosts. We also describe how allelochemicals can shape phytoplankton communities by regulating competition for available resources, and also interactions among individuals of the same species. Compounds such as the diatom-derived unsaturated aldehydes have been demonstrated to act as info chemicals, and they possibly function as a diffusible bloom-termination signal that triggers an active cell death and bloom termination at sea. The same molecules have also been shown to interfere with the reproductive capacity of grazing animals deterring future generations of potential predators. Such compounds differ from those that act as feeding deterrents since they do not target the predator but its offspring. Many of the neurotoxins produced by dinoflagellates act as feeding deterrents, and laboratory experiments have shown that ingestion of these algae by some microzooplankton and macrozooplankton can cause acute, responses such as death, incapacitation, altered swimming behavior, and reduced fecundity and egg-hatching success. These effects may rarely occur in nature because of low individual grazing rates on dinoflagellate cells and grazing on other food sources such as microflagellates and diatoms. We also consider the nutritional component of marine plant-herbivore interactions, especially in the plankton, and the information available on the effects of growing conditions of algae on the production of toxic metabolites. Species producing saxitoxins seem to consistently produce the highest amounts of toxins (on a per cell basis) in the exponential phase of growth, and there is a decrease in their production under nitrogen, but not under phosphorus stress, where the production actually increases. We try to explain the circumstances under which organisms defend themselves chemically and argue that the most likely explanatory model for the production of secondary metabolites used for defense in planktonic organisms is the carbon nutrient balance hypothesis, which predicts that most algae produce their toxins mainly under conditions where carbon is in excess and nitrogen (or other nutrients) is limiting. We also discuss chemically mediated macroalgal-herbivore interactions in the benthos and the large variation in concentration of seaweed defense metabolites at different spatial and temporal scales. Seaweeds have been shown to produce a large variety of secondary metabolites with highly variable chemical structures such as terpenoids, acetogenins, amino acid derivates, and polyphenols. Many of these compounds probably have multiple simultaneous functions for the seaweeds and can act as allelopathic, antimicrobial, and antifouling or ultraviolet-screening agents, as well as herbivore deterrents. We also provide examples of interactions between marine benthic invertebrates, especially sponges, molluscs, and cnidarians, that are mediated by specific secondary metabolites and discuss the role of these in shaping benthic communities.",Estuaries and Coasts,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2015907706,,10.1007/bf02784281,,new trends in marine chemical ecology,doi:10.1007/bf02784281
OpenAlex,,10.1007/bf02784281,2006.0,New trends in marine chemical ecology,"This essay is the outcome of a colloquium convened in November 2005 at the Benthos Laboratory of the Stazione Zoologica Anton Dohrn in Ischia, Italy, on chemical ecology and the role of secondary metabolites in the structuring and functioning of marine biodiversity. The participants of the workshop are part of the European Network of Excellence MarBEF (Marine Biodiversity and Ecosystem Function), a consortium of 56 European marine institutes to integrate and disseminate knowledge and expertise on marine biodiversity. Here we review some of the new trends and emerging topics in marine chemical ecology. The first section deals with microbial chemical interactions. Microbes communicate with each other using diffusible molecules such as N-acylhomoserine lactones (AHL). These are regulators in cell-density-dependent gene regulation (quorum sensing) controlling microbial processes. In chemical interactions with higher organisms, microbes can act either as harmful pathogens that are repelled by the host’s chemical defense or as beneficial symbionts. These symbionts are sometimes the true producers of the host’s secondary metabolites that have defensive and protective functions for their hosts. We also describe how allelochemicals can shape phytoplankton communities by regulating competition for available resources, and also interactions among individuals of the same species. Compounds such as the diatom-derived unsaturated aldehydes have been demonstrated to act as info chemicals, and they possibly function as a diffusible bloom-termination signal that triggers an active cell death and bloom termination at sea. The same molecules have also been shown to interfere with the reproductive capacity of grazing animals deterring future generations of potential predators. Such compounds differ from those that act as feeding deterrents since they do not target the predator but its offspring. Many of the neurotoxins produced by dinoflagellates act as feeding deterrents, and laboratory experiments have shown that ingestion of these algae by some microzooplankton and macrozooplankton can cause acute, responses such as death, incapacitation, altered swimming behavior, and reduced fecundity and egg-hatching success. These effects may rarely occur in nature because of low individual grazing rates on dinoflagellate cells and grazing on other food sources such as microflagellates and diatoms. We also consider the nutritional component of marine plant-herbivore interactions, especially in the plankton, and the information available on the effects of growing conditions of algae on the production of toxic metabolites. Species producing saxitoxins seem to consistently produce the highest amounts of toxins (on a per cell basis) in the exponential phase of growth, and there is a decrease in their production under nitrogen, but not under phosphorus stress, where the production actually increases. We try to explain the circumstances under which organisms defend themselves chemically and argue that the most likely explanatory model for the production of secondary metabolites used for defense in planktonic organisms is the carbon nutrient balance hypothesis, which predicts that most algae produce their toxins mainly under conditions where carbon is in excess and nitrogen (or other nutrients) is limiting. We also discuss chemically mediated macroalgal-herbivore interactions in the benthos and the large variation in concentration of seaweed defense metabolites at different spatial and temporal scales. Seaweeds have been shown to produce a large variety of secondary metabolites with highly variable chemical structures such as terpenoids, acetogenins, amino acid derivates, and polyphenols. Many of these compounds probably have multiple simultaneous functions for the seaweeds and can act as allelopathic, antimicrobial, and antifouling or ultraviolet-screening agents, as well as herbivore deterrents. We also provide examples of interactions between marine benthic invertebrates, especially sponges, molluscs, and cnidarians, that are mediated by specific secondary metabolites and discuss the role of these in shaping benthic communities.",Estuaries and Coasts,Alexandrium temperature saxitoxin,dinoflagellate_stx,https://openalex.org/W2015907706,,10.1007/bf02784281,,new trends in marine chemical ecology,doi:10.1007/bf02784281
OpenAlex,,10.1007/bf02784281,2006.0,New trends in marine chemical ecology,"This essay is the outcome of a colloquium convened in November 2005 at the Benthos Laboratory of the Stazione Zoologica Anton Dohrn in Ischia, Italy, on chemical ecology and the role of secondary metabolites in the structuring and functioning of marine biodiversity. The participants of the workshop are part of the European Network of Excellence MarBEF (Marine Biodiversity and Ecosystem Function), a consortium of 56 European marine institutes to integrate and disseminate knowledge and expertise on marine biodiversity. Here we review some of the new trends and emerging topics in marine chemical ecology. The first section deals with microbial chemical interactions. Microbes communicate with each other using diffusible molecules such as N-acylhomoserine lactones (AHL). These are regulators in cell-density-dependent gene regulation (quorum sensing) controlling microbial processes. In chemical interactions with higher organisms, microbes can act either as harmful pathogens that are repelled by the host’s chemical defense or as beneficial symbionts. These symbionts are sometimes the true producers of the host’s secondary metabolites that have defensive and protective functions for their hosts. We also describe how allelochemicals can shape phytoplankton communities by regulating competition for available resources, and also interactions among individuals of the same species. Compounds such as the diatom-derived unsaturated aldehydes have been demonstrated to act as info chemicals, and they possibly function as a diffusible bloom-termination signal that triggers an active cell death and bloom termination at sea. The same molecules have also been shown to interfere with the reproductive capacity of grazing animals deterring future generations of potential predators. Such compounds differ from those that act as feeding deterrents since they do not target the predator but its offspring. Many of the neurotoxins produced by dinoflagellates act as feeding deterrents, and laboratory experiments have shown that ingestion of these algae by some microzooplankton and macrozooplankton can cause acute, responses such as death, incapacitation, altered swimming behavior, and reduced fecundity and egg-hatching success. These effects may rarely occur in nature because of low individual grazing rates on dinoflagellate cells and grazing on other food sources such as microflagellates and diatoms. We also consider the nutritional component of marine plant-herbivore interactions, especially in the plankton, and the information available on the effects of growing conditions of algae on the production of toxic metabolites. Species producing saxitoxins seem to consistently produce the highest amounts of toxins (on a per cell basis) in the exponential phase of growth, and there is a decrease in their production under nitrogen, but not under phosphorus stress, where the production actually increases. We try to explain the circumstances under which organisms defend themselves chemically and argue that the most likely explanatory model for the production of secondary metabolites used for defense in planktonic organisms is the carbon nutrient balance hypothesis, which predicts that most algae produce their toxins mainly under conditions where carbon is in excess and nitrogen (or other nutrients) is limiting. We also discuss chemically mediated macroalgal-herbivore interactions in the benthos and the large variation in concentration of seaweed defense metabolites at different spatial and temporal scales. Seaweeds have been shown to produce a large variety of secondary metabolites with highly variable chemical structures such as terpenoids, acetogenins, amino acid derivates, and polyphenols. Many of these compounds probably have multiple simultaneous functions for the seaweeds and can act as allelopathic, antimicrobial, and antifouling or ultraviolet-screening agents, as well as herbivore deterrents. We also provide examples of interactions between marine benthic invertebrates, especially sponges, molluscs, and cnidarians, that are mediated by specific secondary metabolites and discuss the role of these in shaping benthic communities.",Estuaries and Coasts,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W2015907706,,10.1007/bf02784281,,new trends in marine chemical ecology,doi:10.1007/bf02784281
OpenAlex,,10.1007/bf02784281,2006.0,New trends in marine chemical ecology,"This essay is the outcome of a colloquium convened in November 2005 at the Benthos Laboratory of the Stazione Zoologica Anton Dohrn in Ischia, Italy, on chemical ecology and the role of secondary metabolites in the structuring and functioning of marine biodiversity. The participants of the workshop are part of the European Network of Excellence MarBEF (Marine Biodiversity and Ecosystem Function), a consortium of 56 European marine institutes to integrate and disseminate knowledge and expertise on marine biodiversity. Here we review some of the new trends and emerging topics in marine chemical ecology. The first section deals with microbial chemical interactions. Microbes communicate with each other using diffusible molecules such as N-acylhomoserine lactones (AHL). These are regulators in cell-density-dependent gene regulation (quorum sensing) controlling microbial processes. In chemical interactions with higher organisms, microbes can act either as harmful pathogens that are repelled by the host’s chemical defense or as beneficial symbionts. These symbionts are sometimes the true producers of the host’s secondary metabolites that have defensive and protective functions for their hosts. We also describe how allelochemicals can shape phytoplankton communities by regulating competition for available resources, and also interactions among individuals of the same species. Compounds such as the diatom-derived unsaturated aldehydes have been demonstrated to act as info chemicals, and they possibly function as a diffusible bloom-termination signal that triggers an active cell death and bloom termination at sea. The same molecules have also been shown to interfere with the reproductive capacity of grazing animals deterring future generations of potential predators. Such compounds differ from those that act as feeding deterrents since they do not target the predator but its offspring. Many of the neurotoxins produced by dinoflagellates act as feeding deterrents, and laboratory experiments have shown that ingestion of these algae by some microzooplankton and macrozooplankton can cause acute, responses such as death, incapacitation, altered swimming behavior, and reduced fecundity and egg-hatching success. These effects may rarely occur in nature because of low individual grazing rates on dinoflagellate cells and grazing on other food sources such as microflagellates and diatoms. We also consider the nutritional component of marine plant-herbivore interactions, especially in the plankton, and the information available on the effects of growing conditions of algae on the production of toxic metabolites. Species producing saxitoxins seem to consistently produce the highest amounts of toxins (on a per cell basis) in the exponential phase of growth, and there is a decrease in their production under nitrogen, but not under phosphorus stress, where the production actually increases. We try to explain the circumstances under which organisms defend themselves chemically and argue that the most likely explanatory model for the production of secondary metabolites used for defense in planktonic organisms is the carbon nutrient balance hypothesis, which predicts that most algae produce their toxins mainly under conditions where carbon is in excess and nitrogen (or other nutrients) is limiting. We also discuss chemically mediated macroalgal-herbivore interactions in the benthos and the large variation in concentration of seaweed defense metabolites at different spatial and temporal scales. Seaweeds have been shown to produce a large variety of secondary metabolites with highly variable chemical structures such as terpenoids, acetogenins, amino acid derivates, and polyphenols. Many of these compounds probably have multiple simultaneous functions for the seaweeds and can act as allelopathic, antimicrobial, and antifouling or ultraviolet-screening agents, as well as herbivore deterrents. We also provide examples of interactions between marine benthic invertebrates, especially sponges, molluscs, and cnidarians, that are mediated by specific secondary metabolites and discuss the role of these in shaping benthic communities.",Estuaries and Coasts,saxitoxin evolution dinoflagellates,dinoflagellate_stx,https://openalex.org/W2015907706,,10.1007/bf02784281,,new trends in marine chemical ecology,doi:10.1007/bf02784281
CrossRef,,10.1007/s00203-023-03583-z,2023.0,Identification and genomic analysis of Pseudosulfitobacter koreense sp. nov. isolated from toxin-producing dinoflagellate Alexandrium pacificum,,Archives of Microbiology,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.1007/s00203-023-03583-z,,identification and genomic analysis of pseudosulfitobacter koreense sp nov isolated from toxin producing dinoflagellate alexandrium pacificum,doi:10.1007/s00203-023-03583-z
PubMed,27251197.0,10.1007/s00216-016-9644-3,2016.0,"Experimental and computational studies on molecularly imprinted solid-phase extraction for gonyautoxins 2,3 from dinoflagellate Alexandrium minutum.","An innovative and effective extraction procedure based on molecularly imprinted solid-phase extraction (MISPE) was developed for the isolation of gonyautoxins 2,3 (GTX2,3) from Alexandrium minutum sample. Molecularly imprinted polymer microspheres were prepared by suspension polymerization and and were employed as sorbents for the solid-phase extraction of GTX2,3. An off-line MISPE protocol was optimized. Subsequently, the extract samples from A. minutum were analyzed. The results showed that the interference matrices in the extract were obviously cleaned up by MISPE procedures. This outcome enabled the direct extraction of GTX2,3 in A. minutum samples with extraction efficiency as high as 83 %, rather significantly, without any need for a cleanup step prior to the extraction. Furthermore, computational approach also provided direct evidences of the high selective isolation of GTX2,3 from the microalgal extracts.",Analytical and bioanalytical chemistry,Alexandrium saxitoxin,dinoflagellate_stx,,,10.1007/s00216-016-9644-3,27251197.0,experimental and computational studies on molecularly imprinted solid phase extraction for gonyautoxins 2 3 from dinoflagellate alexandrium minutum,doi:10.1007/s00216-016-9644-3
PubMed,27317255.0,10.1007/s00216-016-9675-9,2016.0,"Molecularly imprinted polymer as efficient sorbent of solid-phase extraction for determination of gonyautoxin 1,4 in seawater followed by high-performance liquid chromatography-fluorescence detection.","A kind of new molecularly imprinted polymer (MIP) was synthesized by bulk polymerization using guanosine as dummy template molecule, α-methacrylic acid as functional monomer and ethylene glycol dimethyl acrylic ester as crosslinker. Fourier transform infrared spectroscopy (FT-IR) and scanning electron microscopy (SEM) showed that the MIP had homogenous and uniform-sized cavities. It was confirmed that the MIP had higher binding affinity and selectivity towards gonyautoxins 1,4 (GTX 1,4) than the non-imprinted polymer (NIP) according to the static equilibrium adsorption. An off-line molecularly imprinted solid-phase extraction (MISPE) method followed by high-performance liquid chromatography with fluorescence detection (HPLC-FLD) was established for the analysis of GTX 1,4. 0.1 mol/L acetic acid and 95:5 (v:v) methanol/water were optimized as the washing and elution solutions, respectively. The recoveries of spiked cultured seawater samples were satisfactory, as high as 88 %. Using this method, the concentrations of GTX 1,4 from cultured seawater samples of Alexandrium minutum and Alexandrium tamarense were detected to be 1.10 μg/L and 0.99 μg/L, respectively. Graphical Abstract The synthesis of molecularly imprinted polymer and molecularly imprinted solid-phase extraction analysis for gonyautoxin 1,4.",Analytical and bioanalytical chemistry,Alexandrium saxitoxin,dinoflagellate_stx,,,10.1007/s00216-016-9675-9,27317255.0,molecularly imprinted polymer as efficient sorbent of solid phase extraction for determination of gonyautoxin 1 4 in seawater followed by high performance liquid chromatography fluorescence detection,doi:10.1007/s00216-016-9675-9
CrossRef,,10.1007/s00227-003-1131-7,2003.0,"Accumulation of paralytic shellfish poisoning toxins in planktonic copepods during a bloom of the toxic dinoflagellate Alexandrium tamarense in Hiroshima Bay, western Japan",,Marine Biology,paralytic shellfish toxins dinoflagellate,dinoflagellate_stx,,,10.1007/s00227-003-1131-7,,accumulation of paralytic shellfish poisoning toxins in planktonic copepods during a bloom of the toxic dinoflagellate alexandrium tamarense in hiroshima bay western japan,doi:10.1007/s00227-003-1131-7
OpenAlex,,10.1007/s00227-006-0568-x,2006.0,Effects of the toxic dinoflagellate Gymnodinium catenatum on uptake and fate of paralytic shellfish poisons in the Pacific giant lions-paw scallop Nodipecten subnodosus,,Marine Biology,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2148418129,,10.1007/s00227-006-0568-x,,effects of the toxic dinoflagellate gymnodinium catenatum on uptake and fate of paralytic shellfish poisons in the pacific giant lions paw scallop nodipecten subnodosus,doi:10.1007/s00227-006-0568-x
OpenAlex,,10.1007/s00227-010-1465-x,2010.0,An integrative response by Mytilus chilensis to the toxic dinoflagellate Alexandrium catenella,,Marine Biology,Alexandrium saxitoxin,dinoflagellate_stx,https://openalex.org/W2010084568,,10.1007/s00227-010-1465-x,,an integrative response by mytilus chilensis to the toxic dinoflagellate alexandrium catenella,doi:10.1007/s00227-010-1465-x
OpenAlex,,10.1007/s00239-008-9169-2,2008.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W2122610798,,10.1007/s00239-008-9169-2,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
OpenAlex,,10.1007/s00239-008-9169-2,2008.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,paralytic shellfish toxins dinoflagellate,dinoflagellate_stx,https://openalex.org/W2122610798,,10.1007/s00239-008-9169-2,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
PubMed,18850059.0,10.1007/s00239-008-9169-2,2008.0,Identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers.,"The paralytic shellfish poisoning (PSP) toxins, saxitoxin, and its derivatives, are produced by a complex and unique biosynthetic pathway. It involves reactions that are rare in other metabolic pathways, however, distantly related organisms, such as dinoflagellates and cyanobacteria, produce these toxins by an identical pathway. Speculative explanations for the unusual phylogenetic distribution of this metabolic pathway have been proposed, including a polyphyletic origin, the involvement of symbiotic bacteria, and horizontal gene transfer. This study describes for the first time the identity of one gene, sxt1, that is involved in the biosynthesis of saxitoxin in cyanobacteria. It encoded an O-carbamoyltransferase (OCTASE) that was proposed to carbamoylate the hydroxymethyl side chain of saxitoxin precursor. Orthologues of sxt1 were exclusively present in PSP-toxic strains of cyanobacteria and had a high sequence similarity to each other. L. wollei had a naturally mutated sxt1 gene that encoded an inactive enzyme, and was incapable of producing carbamoylated PSP-toxin analogues, supporting the proposed function of Sxt1. Phylogenetic analysis revealed that OCATSE genes were present exclusively in prokaryotic organisms and were characterized by a high rate of horizontal gene transfer. OCTASE has most likely evolved from an ancestral O-sialoglycoprotein endopeptidase from proteobacteria, whereas the most likely phylogenetic origin of sxt1 was an ancestral alpha-proteobacterium. The phylogeny of sxt1 suggested that the entire set of genes required for saxitoxin biosynthesis may spread by horizontal gene transfer.",Journal of molecular evolution,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,,,10.1007/s00239-008-9169-2,18850059.0,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
OpenAlex,,10.1007/s00239-008-9169-2,2008.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2122610798,,10.1007/s00239-008-9169-2,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
CrossRef,,10.1007/s00239-008-9169-2,2008.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,,,10.1007/s00239-008-9169-2,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
PubMed,18850059.0,10.1007/s00239-008-9169-2,2008.0,Identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers.,"The paralytic shellfish poisoning (PSP) toxins, saxitoxin, and its derivatives, are produced by a complex and unique biosynthetic pathway. It involves reactions that are rare in other metabolic pathways, however, distantly related organisms, such as dinoflagellates and cyanobacteria, produce these toxins by an identical pathway. Speculative explanations for the unusual phylogenetic distribution of this metabolic pathway have been proposed, including a polyphyletic origin, the involvement of symbiotic bacteria, and horizontal gene transfer. This study describes for the first time the identity of one gene, sxt1, that is involved in the biosynthesis of saxitoxin in cyanobacteria. It encoded an O-carbamoyltransferase (OCTASE) that was proposed to carbamoylate the hydroxymethyl side chain of saxitoxin precursor. Orthologues of sxt1 were exclusively present in PSP-toxic strains of cyanobacteria and had a high sequence similarity to each other. L. wollei had a naturally mutated sxt1 gene that encoded an inactive enzyme, and was incapable of producing carbamoylated PSP-toxin analogues, supporting the proposed function of Sxt1. Phylogenetic analysis revealed that OCATSE genes were present exclusively in prokaryotic organisms and were characterized by a high rate of horizontal gene transfer. OCTASE has most likely evolved from an ancestral O-sialoglycoprotein endopeptidase from proteobacteria, whereas the most likely phylogenetic origin of sxt1 was an ancestral alpha-proteobacterium. The phylogeny of sxt1 suggested that the entire set of genes required for saxitoxin biosynthesis may spread by horizontal gene transfer.",Journal of molecular evolution,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.1007/s00239-008-9169-2,18850059.0,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
CrossRef,,10.1007/s00239-008-9169-2,2008.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.1007/s00239-008-9169-2,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2
CrossRef,,10.1007/s00239-009-9210-0,2009.0,Identification of a Saxitoxin Biosynthesis Gene with a History of Frequent Horizontal Gene Transfers,,Journal of Molecular Evolution,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.1007/s00239-009-9210-0,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-009-9210-0
CrossRef,,10.1007/s00248-006-9128-7,2006.0,Bacterial Endosymbionts of Pyrodinium bahamense var. compressum,,Microbial Ecology,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.1007/s00248-006-9128-7,,bacterial endosymbionts of pyrodinium bahamense var compressum,doi:10.1007/s00248-006-9128-7
OpenAlex,,10.1007/s00248-025-02586-1,2025.0,"Temperature-Driven Intraspecific Diversity in Paralytic Shellfish Toxin Profiles of the Dinoflagellate Alexandrium pacificum and Intragenic Variation in the Saxitoxin Biosynthetic Gene, sxtA4","Alexandrium pacificum, a globally distributed dinoflagellate, is well-known for causing harmful algal blooms and producing Paralytic Shellfish Toxins (PSTs), a threat to marine life and human health. The frequency and intensity of Alexandrium blooms have increased in recent decades, driven, in some cases, by increasing temperatures. Here, we investigated the temperature-dependent (15 °C, 20 °C, 25 °C, and 30 °C) growth rates and paralytic shellfish toxin profiles of eight A. pacificum strains while concurrently examining differences in sequences of the saxitoxin biosynthetic gene, sxtA4. While maximum cell densities were lowest at 30 °C, toxin production per cell was highest at higher temperatures that inhibited growth, with greater diversity of toxin analogs peaking at 30 °C, as confirmed by the higher Shannon's diversity index obtained for the toxin profiles with the increasing temperatures. Furthermore, genetic analysis of the sxtA4 gene showed that greater genetic diversity-quantified by nucleotide diversity (π) ranging from 9.91 to 30.21 across strains-was positively correlated with this wider array of toxin analogs (Shannon's diversity index; p < 0.0001). Conserved regions within the gene were identified, suggesting that these regions may play important structural or functional roles in the saxitoxin biosynthetic pathway. These findings highlight the role of temperature, genetic diversity, and sxtA4 conserved regions in influencing toxin production and profiles in Alexandrium. Further research into the genetic mechanisms underlying saxitoxin biosynthesis will improve our understanding of Alexandrium's adaptability to changing temperatures. Such insights are essential for effective ecosystem management and safeguarding public health.",Microbial Ecology,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W4413051146,,10.1007/s00248-025-02586-1,,temperature driven intraspecific diversity in paralytic shellfish toxin profiles of the dinoflagellate alexandrium pacificum and intragenic variation in the saxitoxin biosynthetic gene sxta4,doi:10.1007/s00248-025-02586-1
