source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
CrossRef,,10.70675/69082bd2zdae2z4339z944az17baa7fc6505,,Impacts des efflorescences du dinoflagellé toxique Alexandrium minutum sur la reproduction et le développement de l'huître Crassostrea gigas,"<jats:p xml:lang=""fr"">Les dernières décennies ont été marquées par l’intensification et l’expansion des efflorescences de micro-algues toxiques (HAB). Connues pour perturber les écosystèmes côtiers et pour leur toxicité sur les organismes marins, les HAB sont suspectées d’être à l’origine de défauts de recrutement de bivalves. Cette thèse avait pour objectif d’étudier les conséquences des efflorescences du dinoflagellé toxique Alexandrium minutum, producteur de toxines paralysantes (PST) et des composés bioactifs extracellulaires (BEC), sur la reproduction, le développement et le recrutement de l’huître Crassostrea gigas, une espèce à l’importance économique majeure. Les gamètes libres et les jeunes stades de développement se révèlent être les plus sensibles, en particulier aux BEC produits par A. minutum qui inhibent la fécondation et l’embryogenèse. A. minutum modifie le comportement des larves véligères, provoque une diminution de leur filtration, de leur croissance et du taux de fixation. Une exposition des adultes, pendant la gamétogenèse, affecte le développement des descendants, traduisant des altérations du contenu gamétique et/ou un transfert vertical des PST. Les modalités d’action des PST et des BEC devront être précisées. Nos expérimentations, réalisées à des concentrations de micro-algues rencontrées dans l’environnement, suggèrent que des efflorescences récurrentes d’A. minutum lors des périodes de reproduction et de développement larvaire pourraient, sur le long terme, affecter la structure des populations naturelles et cultivées de C. gigas.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/69082bd2zdae2z4339z944az17baa7fc6505,,impacts des efflorescences du dinoflagell toxique alexandrium minutum sur la reproduction et le d veloppement de l hu tre crassostrea gigas,doi:10.70675/69082bd2zdae2z4339z944az17baa7fc6505
CrossRef,,10.70675/8b87be22z1e1ez4386zb501zac1aa742d98e,,Allelochemical interactions between the dinoflagellate Alexandrium minutum and the diatom Chaetoceros muelleri,"<jats:title>Intéractions allélopathiques entre le dinoflagellé Alexandrium minutum et la diatomée Chaetoceros muelleri</jats:title>
                <jats:p xml:lang=""fr"">Comprendre les facteurs favorables à l’établissement et au maintien de proliférations d’algues toxiques et nuisibles est essentiel afin de mieux les prévoir. L’allélopathie, c’est-à-dire la libération de composés qui inhibent les compétiteurs, favorise l’espèce allélopathique et contribue ainsi à modifier la communauté planctonique. Les dinoflagellés toxiques du genre Alexandrium produisent des composés allélopathiques, cependant les interactions allélopathiques sont encore mal comprises. L'objectif de cette thèse était de contribuer à la compréhension des mécanismes d’allélopathie en étudiant l'interaction allélopathique entre A. minutum et la diatomée Chaetoceros muelleri. Les résultats de ces travaux ont mis en évidence que les composés allélopathiques d'A.minutum perturbaient le fonctionnement des membranes des diatomées en quelques minutes. La cascade d'événements physiologiques suivant l'interaction allélopathique comprend des effets tels que la perméabilisation de membranes, l'inhibition de la photosynthèse, la production d'espèces réactives de l'oxygène et la modification de la composition des membranes. Ce projet a mis en évidence le fait que l’allélopathie d’A. minutum est sous contrôle environnemental, son activité s’est accrue d’un facteur 4 en présence de concentrations toxiques de Cu. Enfin, le développement d’un bioessai a facilité la purification des composés allélopathiques par fractionnement guidé. Nous avons isolé un groupe de candidats hydrophobes dont l’activité doit être testée après isolement. Cette thèse propose de nouveaux outils et ouvre de nouvelles perspectives pour étudier les conséquences de ces interactions dans les écosystèmes marins.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/8b87be22z1e1ez4386zb501zac1aa742d98e,,allelochemical interactions between the dinoflagellate alexandrium minutum and the diatom chaetoceros muelleri,doi:10.70675/8b87be22z1e1ez4386zb501zac1aa742d98e
CrossRef,,10.70675/9aab6df3z0a51z49d7z9e06z740ac5122d59,,Effets combinés des dinoflagellés toxiques du genre Alexandrium et d'agents pathogènes sur la physiologie des bivalves,"<jats:p xml:lang=""fr"">Les populations de bivalves exploités subissent régulièrement des épizooties qui affaiblissent voire déciment les stocks, et qui peuvent avoir des conséquences majeures pour l’aquaculture. Ces maladies, dues à des virus, bactéries, ou parasites, se développent particulièrement au printemps et en été. Ces périodes de l’année offrent également des conditions propices aux efflorescences de micro-algues toxiques, dont des dinoflagellés du genre Alexandrium. Ainsi, le risque de co-occurrence d’efflorescences d’Alexandrium sp. et de maladies infectieuses chez les bivalves est élevé. Or, ces micro-algues synthétisent et excrètent des neurotoxines et des composés cytotoxiques responsables d’altérations physiologiques chez les bivalves. L’objectif de cette thèse est d’évaluer les effets combinés d’une exposition à Alexandrium sp. et d’une infection par des agents pathogènes sur la physiologie des bivalves, à travers l’étude de différentes interactions tripartites bivalve – pathogène – Alexandrium sp. Les résultats de ce travail indiquent que différents profils de réponse existent en fonction des espèces impliquées dans ces interactions. Ainsi, une exposition à Alexandrium sp. peut augmenter le taux d’infection par des agents pathogènes chez des bivalves ou au contraire le diminuer. Les réponses hémocytaires associées peuvent traduire l’implication des défenses immunitaires dans ces modulations hôte-pathogène. De plus, l’exposition à des agents pathogènes peut interférer avec le processus d’accumulation de toxines algales dans les tissus des bivalves, illustrant la complexité de ces interactions. Ces résultats, associés à l’observation de lésions tissulaires chez les bivalves peuvent traduire l’altération des activités de nutrition (filtration, digestion…). Ce travail de thèse apporte une meilleure compréhension de l’implication des efflorescences toxiques dans le développement des maladies touchant les bivalves d’intérêt commercial, mais également de l’implication de l’environnement biotique des bivalves sur l’accumulation de phycotoxines réglementées.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/9aab6df3z0a51z49d7z9e06z740ac5122d59,,effets combin s des dinoflagell s toxiques du genre alexandrium et d agents pathog nes sur la physiologie des bivalves,doi:10.70675/9aab6df3z0a51z49d7z9e06z740ac5122d59
CrossRef,,10.70675/a5ff8487z54a9z4c3fz84fez3eaf46df4177,,Étude des rythmes biologiques de l'huître Crassostrea gigas et de leur perturbation par l’algue toxique Alexandrium minutum,"<jats:p xml:lang=""fr"">Les rythmes biologiques constituent une propriété fondamentale de la vie, permettant aux organismes d’appréhender leur environnement et d’en anticiper les changements. Ces rythmes possèdent une double origine : une horloge moléculaire génère ces rythmes, qui sont ensuite synchronisés par des facteurs environnementaux. Si les organismes terrestres sont essentiellement soumis au rythme d’alternance jour/nuit, les espèces marines côtières et estuariennes occupent un biotope plus changeant encore : ils sont en effet également confrontés au rythme des marées. Pourtant, leurs rythmes biologiques sont à ce jour encore mal connus et les mécanismes moléculaires de(s) (l’) horloge(s) sous-jacente(s) ne sont pas caractérisés. Parallèlement, les efflorescences d’algues toxiques, en constante augmentation depuis 1970, constituent un problème écologique majeur, tant local qu’international. Les objectifs du présent travail consistaient à caractériser les rythmes de référence de l’huître Crassostrea gigas et d’en déterminer l’origine (moléculaire, zeitgebers). Il s’agissait ensuite d’étudier les perturbations potentielles de ces rythmes par l’algue toxique Alexandrium minutum, qui produit des toxines paralytiques et est régulièrement présente dans de nombreuses mers du globe. Les travaux réalisés ont permis de mettre en évidence l’existence d’un rythme d’activité valvaire circadien, faible et dual, et n’a pas permis de supporter l’hypothèse de l’existence d’une horloge circatidale. Nous avons formulé l’hypothèse que, chez C. gigas, le rythme tidal est soit d’origine exogène, soit produit par l’horloge circadienne synchronisée par les marées. Les analyses moléculaires réalisées sur le gène circadien cryptochrome dans le muscle adducteur - effecteur du mouvement des valves - ont montré que ce gène oscille à une fréquence tidale dans le muscle strié, favorisant notre seconde hypothèse. Par ailleurs, au-delà des gènes de l’horloge, l’algue A. minutum réprime l’expression de gènes impliqués dans différentes voies métaboliques importantes : la lutte contre le stress oxydant (cat, gpx), la respiration mitochondriale (cox1), l’immunité (ilk), la détoxification (mdr). Finalement nos analyses ont permis de mettre en évidence un impact génotoxique d’A. minutum chez C. gigas.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/a5ff8487z54a9z4c3fz84fez3eaf46df4177,,tude des rythmes biologiques de l hu tre crassostrea gigas et de leur perturbation par l algue toxique alexandrium minutum,doi:10.70675/a5ff8487z54a9z4c3fz84fez3eaf46df4177
CrossRef,,10.70675/dd085ac7ze7b3z4e53z935bzf51117d02e3d,,Chronobiologie moléculaire et comportementale des huîtres Crassostrea gigas diploïdes et triploïdes exposées à l'algue toxique Alexandrium minutum,"<jats:p xml:lang=""fr"">Les efflorescences de la micro-algue toxique Alexandrium minutum sont en constante augmentation au niveau mondial, accentuées par les apports anthropiques et le réchauffement global, et posent des problèmes écologiques, économiques et sanitaires. Lors d’une exposition à A. minutum, l’accumulation des phycotoxines paralysantes (PSP) dans les tissus semble être différente entre les huîtres diploïdes et triploïdes. Par ailleurs, de nombreuses fonctions physiologiques de l’huître C. gigas sont impactées. L’ensemble des fonctions physiologiques d’un organisme est régulé par des rythmes biologiques. Propriété fondamentale de la vie, les rythmes biologiques permettent aux organismes de se synchroniser et d’anticiper les variations cycliques de l’environnement. Dans mes travaux, je me suis intéressée aux rythmes biologiques des huîtres diploïdes et triploïdes C. gigas et à leurs interactions avec la contamination par les PSP. Une analyse in situ sur un an a mis en évidence une relation jusque-là inconnue entre le comportement valvaire de C. gigas et le cycle d’éclairement de la lune, ainsi qu’une relation fine et subtile des cycles comportementaux nycthéméraux et tidaux avec l’évolution annuelle de la photopériode. Cette relation est modulée par la ploïdie. Par ailleurs, la mise au point d’une approche non-invasive d’interférence par ARN a permis de mettre en évidence l’implication de l’horloge circadienne dans les processus de bioaccumulation des PSP chez C. gigas. Enfin, l’analyse du transcriptome cyclique dans les branchies de C. gigas a mis en évidence qu’au moins 42 % du transcriptome peut être exprimé de façon oscillante. Contre intuitivement, en condition d’alternance jour / nuit, une majorité de transcrits sont ultradiens, trois fois plus nombreux que les transcrits circadiens. Exposées à A. minutum, les huîtres ont montré un remodelage profond de leur transcriptome cyclique, pouvant entraîner la perte de synchronisation de l’huître avec son environnement.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/dd085ac7ze7b3z4e53z935bzf51117d02e3d,,chronobiologie mol culaire et comportementale des hu tres crassostrea gigas diplo des et triplo des expos es l algue toxique alexandrium minutum,doi:10.70675/dd085ac7ze7b3z4e53z935bzf51117d02e3d
CrossRef,,10.70675/ed174668zb804z4d03z86dbz753c857790a1,,From gene expression to genetic adaptation : insights into the spatio-temporal dynamics of Alexandrium minutum cryptic species complex,"<jats:title>De l’expression des gènes à l’adaptation génétique : aperçu des dynamiques spatio-temporelle chez le complexe d’espèces cryptiques d’Alexandrium minutum</jats:title>
                <jats:p xml:lang=""fr"">Les populations naturelles sont confrontées à des changements environnementaux. Pour y faire face, différentes réponses ont été sélectionnées au cours de l'évolution. Parmi elles se trouvent la plasticité phénotypique et l'adaptation génétique. Etudier les liens existants entre elles est une manière de comprendre les dynamiques des populations et de prévoir leurs réponses à un environnement changeant. Dans la présente étude, je me suis attaché à étudier ces liens à plusieurs échelles (intra- et interspécifique), chez le complexe d'espèces cryptiques de la micro-algue Alexandrium minutum, et ce à la fois in vitro et in situ. En ce qui concerne la plasticité phénotypique, ces deux espèces proches montrent de profondes différences, soulignant les liens entre divergence génétique et écologique. Au niveau intraspécifique, il apparaît que face à des variations de facteurs abiotiques, les populations ajustent les niveaux d'expression de certains gènes (notamment impliqués dans des fonctions de motilité et d'interactions intercellulaires dans des environnements froids à faible salinité). D'autre part, les populations montrent de la différentiation génétique à la fois à faible échelle spatiale, au cours du temps, et lorsque la communauté change. Pour conclure, il existe une interaction directe entre divergence génétique et changements d'expression de gènes. En plus de poser de nombreuses questions quant aux capacités de réponse des populations, ces résultats soulignent comment plasticité phénotypique et changements génétique sont liés et interagissent. Ils offrent une perspective nouvelle sur les mécanismes qui sous-tendent les réponses des populations à leur environnement.</jats:p>",,Alexandrium sxtG,dinoflagellate_stx,,,10.70675/ed174668zb804z4d03z86dbz753c857790a1,,from gene expression to genetic adaptation insights into the spatio temporal dynamics of alexandrium minutum cryptic species complex,doi:10.70675/ed174668zb804z4d03z86dbz753c857790a1
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),cyanobacteria sxtA,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),cyanobacteria sxtG,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7302/22803,2024.0,Genetic Characterization of Saxitoxin Producing Cyanobacteria Associated with Western Lake Erie Harmful Algal Blooms,"Saxitoxins (STXs) are a group of closely related neurotoxins and among the most potent natural toxins known. While genes encoding STX biosynthesis have been observed in Lake Erie, the organism(s) responsible for producing STXs in the region have not been confirmed. We used metagenomic tools to identify a full suite of STX biosynthesis genes in a high-quality metagenome-assembled genome (MAG) from the Anabaena-Dolichospermum-Aphanizomenon (ADA) clade of cyanobacteria. The order and sequence of sxt genes suggest the Lake Erie MAG is capable of producing STX and STX congeners. The absence of a sxtX gene suggests an inability to produce neoSTX, one of the most potent congeners of STX. We also recovered highly similar ADA MAGs that did not contain STX genes, implying gene loss or horizontal gene transfer. The full suite of STX biosynthesis genes was observed in metagenomic datasets across 13 of 123 unique sampling dates between 2014 and 2022, with occurrences spanning from July 6 to September 19. Our results also reveal trends in the increasing abundance of ADA MAGs during late-season blooms. Collectively, this study provides a foundation for understanding a potential new front of threats to Lake Erie water quality.",Deep Blue (University of Michigan),saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W4396939834,,10.7302/22803,,genetic characterization of saxitoxin producing cyanobacteria associated with western lake erie harmful algal blooms,doi:10.7302/22803
OpenAlex,,10.7490/f1000research.1118386.1,2020.0,Introduction to ELIXIR infrastructure in Italy,,Archivio Istituzionale della Ricerca (Universita Degli Studi Di Milano),Alexandrium sxtG,dinoflagellate_stx,https://openalex.org/W3202782241,,10.7490/f1000research.1118386.1,,introduction to elixir infrastructure in italy,doi:10.7490/f1000research.1118386.1
CrossRef,,10.7554/elife.107221.1.sa0,2025.0,Reviewer #2 (Public review): Starvation of the bacteria Vibrio atlanticus promotes lightning group-attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.1.sa0,,reviewer 2 public review starvation of the bacteria vibrio atlanticus promotes lightning group attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.1.sa0
CrossRef,,10.7554/elife.107221.1.sa1,2025.0,Reviewer #1 (Public review): Starvation of the bacteria Vibrio atlanticus promotes lightning group-attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.1.sa1,,reviewer 1 public review starvation of the bacteria vibrio atlanticus promotes lightning group attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.1.sa1
CrossRef,,10.7554/elife.107221.1.sa2,2025.0,eLife Assessment: Starvation of the bacteria Vibrio atlanticus promotes lightning group-attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.1.sa2,,elife assessment starvation of the bacteria vibrio atlanticus promotes lightning group attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.1.sa2
CrossRef,,10.7554/elife.107221.2.sa1,2026.0,Reviewer #2 (Public review): Starvation of the bacterium Vibrio atlanticus induces simultaneous attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.2.sa1,,reviewer 2 public review starvation of the bacterium vibrio atlanticus induces simultaneous attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.2.sa1
CrossRef,,10.7554/elife.107221.2.sa2,2026.0,Reviewer #1 (Public review): Starvation of the bacterium Vibrio atlanticus induces simultaneous attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.2.sa2,,reviewer 1 public review starvation of the bacterium vibrio atlanticus induces simultaneous attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.2.sa2
CrossRef,,10.7554/elife.107221.2.sa3,2026.0,eLife Assessment: Starvation of the bacterium Vibrio atlanticus induces simultaneous attacks on the dinoflagellate Alexandrium pacificum,,,Alexandrium sxtG,dinoflagellate_stx,,,10.7554/elife.107221.2.sa3,,elife assessment starvation of the bacterium vibrio atlanticus induces simultaneous attacks on the dinoflagellate alexandrium pacificum,doi:10.7554/elife.107221.2.sa3
OpenAlex,,10.7589/2013-11-296,2014.0,"Fatal Paralytic Shellfish Poisoning in Kittlitz's Murrelet (<i>Brachyramphus brevirostris</i>) Nestlings, Alaska, USA","Paralytic shellfish poisoning (PSP) is an acute toxic illness in humans resulting from ingestion of shellfish contaminated with a suite of neurotoxins (saxitoxins) produced by marine dinoflagellates, most commonly in the genus Alexandrium. Poisoning also has been sporadically suspected and, less often, documented in marine wildlife, often in association with an outbreak in humans. Kittlitz's Murrelet (Brachyramphus brevirostris) is a small, rare seabird of the Northern Pacific with a declining population. From 2008 to 2012, as part of a breeding ecology study, multiple Kittlitz's Murrelet nests on Kodiak Island, Alaska, were monitored by remote cameras. During the 2011 and 2012 breeding seasons, nestlings from several sites died during mild weather conditions. Remote camera observations revealed that the nestlings died shortly after consuming sand lance (Ammodytes hexapterus), a fish species known to biomagnify saxitoxin. High levels of saxitoxin were subsequently documented in crop content in 87% of nestling carcasses. Marine bird deaths from PSP may be underreported.",Journal of Wildlife Diseases,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W2161912827,,10.7589/2013-11-296,,fatal paralytic shellfish poisoning in kittlitz s murrelet brachyramphus brevirostris nestlings alaska usa,doi:10.7589/2013-11-296
PubMed,25098307.0,10.7589/2013-11-296,2014.0,"Fatal paralytic shellfish poisoning in Kittlitz's Murrelet (Brachyramphus brevirostris) nestlings, Alaska, USA.","Paralytic shellfish poisoning (PSP) is an acute toxic illness in humans resulting from ingestion of shellfish contaminated with a suite of neurotoxins (saxitoxins) produced by marine dinoflagellates, most commonly in the genus Alexandrium. Poisoning also has been sporadically suspected and, less often, documented in marine wildlife, often in association with an outbreak in humans. Kittlitz's Murrelet (Brachyramphus brevirostris) is a small, rare seabird of the Northern Pacific with a declining population. From 2008 to 2012, as part of a breeding ecology study, multiple Kittlitz's Murrelet nests on Kodiak Island, Alaska, were monitored by remote cameras. During the 2011 and 2012 breeding seasons, nestlings from several sites died during mild weather conditions. Remote camera observations revealed that the nestlings died shortly after consuming sand lance (Ammodytes hexapterus), a fish species known to biomagnify saxitoxin. High levels of saxitoxin were subsequently documented in crop content in 87% of nestling carcasses. Marine bird deaths from PSP may be underreported.",Journal of wildlife diseases,Alexandrium saxitoxin,dinoflagellate_stx,,,10.7589/2013-11-296,25098307.0,fatal paralytic shellfish poisoning in kittlitz s murrelet brachyramphus brevirostris nestlings alaska usa,doi:10.7589/2013-11-296
OpenAlex,,10.7589/2013-11-296,2014.0,"Fatal Paralytic Shellfish Poisoning in Kittlitz's Murrelet (<i>Brachyramphus brevirostris</i>) Nestlings, Alaska, USA","Paralytic shellfish poisoning (PSP) is an acute toxic illness in humans resulting from ingestion of shellfish contaminated with a suite of neurotoxins (saxitoxins) produced by marine dinoflagellates, most commonly in the genus Alexandrium. Poisoning also has been sporadically suspected and, less often, documented in marine wildlife, often in association with an outbreak in humans. Kittlitz's Murrelet (Brachyramphus brevirostris) is a small, rare seabird of the Northern Pacific with a declining population. From 2008 to 2012, as part of a breeding ecology study, multiple Kittlitz's Murrelet nests on Kodiak Island, Alaska, were monitored by remote cameras. During the 2011 and 2012 breeding seasons, nestlings from several sites died during mild weather conditions. Remote camera observations revealed that the nestlings died shortly after consuming sand lance (Ammodytes hexapterus), a fish species known to biomagnify saxitoxin. High levels of saxitoxin were subsequently documented in crop content in 87% of nestling carcasses. Marine bird deaths from PSP may be underreported.",Journal of Wildlife Diseases,Alexandrium saxitoxin,dinoflagellate_stx,https://openalex.org/W2161912827,,10.7589/2013-11-296,,fatal paralytic shellfish poisoning in kittlitz s murrelet brachyramphus brevirostris nestlings alaska usa,doi:10.7589/2013-11-296
PubMed,31341744.0,10.7717/peerj.7305,2019.0,Monitoring cyanobacterial toxins in a large reservoir: relationships with water quality parameters.,"Cyanobacteria are widely distributed in fresh, brackish, and ocean water environments, as well as in soil and on moist surfaces. Changes in the population of cyanobacteria can be an important indicator of alterations in water quality. Metabolites produced by blooms of cyanobacteria can be harmful, so cell counts are frequently monitored to assess the potential risk from cyanobacterial toxins. A frequent uncertainty in these types of assessments is the lack of strong relationships between cell count numbers and algal toxin concentrations. In an effort to use ion concentrations and other water quality parameters to determine the existence of any relationships with cyanobacterial toxin concentrations, we monitored four cyanobacterial toxins and inorganic ions in monthly water samples from a large reservoir over a 2-year period. Toxin concentrations during the study period never exceeded safety limits. In addition, toxin concentrations at levels above the limit of quantitation were infrequent during the 2-year sampling period; non-detects were common. Microcystin-LA was the least frequently detected analyte (86 of 89 samples were ND), followed by the other microcystins (microcystin-RR, microcystin-LR). Cylindrospermopsin and saxitoxin were the most frequently detected analytes. Microcystin and anatoxin concentrations were inversely correlated with Cl<sup>-</sup>, SO <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>-</mo> <mn>2</mn></mrow> </msubsup> </math> , Na<sup>+</sup>, and NH <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>+</mo></mrow> </msubsup> </math> , and directly correlated with turbidity and total P. Cylindrospermopsin and saxitoxin concentrations in water samples were inversely correlated with Mg<sup>+2</sup> and directly correlated with water temperature. Results of our study are expected to increase the understanding of potential relationships between human activities and water quality.",PeerJ,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.7717/peerj.7305,31341744.0,monitoring cyanobacterial toxins in a large reservoir relationships with water quality parameters,doi:10.7717/peerj.7305
