source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.1002/9781119068761.ch14,2016.0,Saxitoxin and Analogues,"Saxitoxin and its analogues are potent neurotoxic alkaloids, produced by freshwater prokaryotic cyanobacteria and marine eukaryotic dinoflagellates and are the cause for paralytic shellfish poisoning syndromes in humans. This chapter summarizes key information on structure, toxicity, occurrence, cyanobacterial producers, genetics and biosynthesis, and methods of detection of saxitoxins.",,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W2586226594,,10.1002/9781119068761.ch14,,saxitoxin and analogues,doi:10.1002/9781119068761.ch14,,15,dinoflagellate_stx,cross_taxa,3,0,1,2,0,paralytic shellfish poisoning; saxitoxin; saxitoxins,,dinoflagellates,cyanobacteria; cyanobacterial,
PubMed,23457475.0,10.1371/journal.pone.0055664,2013.0,In silico analysis of putative paralytic shellfish poisoning toxins export proteins in cyanobacteria.,"Paralytic shellfish poisoning toxins (PSTs) are a family of more than 30 natural alkaloids synthesized by dinoflagellates and cyanobacteria whose toxicity in animals is mediated by voltage-gated Na(+) channel blocking. The export of PST analogues may be through SxtF and SxtM, two putative MATE (multidrug and toxic compound extrusion) family transporters encoded in PSTs biosynthetic gene cluster (sxt). sxtM is present in every sxt cluster analyzed; however, sxtF is only present in the Cylindrospermopsis-Raphidiopsis clade. These transporters are energetically coupled with an electrochemical gradient of proton (H(+)) or sodium (Na(+)) ions across membranes. Because the functional role of PSTs remains unknown and methods for genetic manipulation in PST-producing organisms have not yet been developed, protein structure analyses will allow us to understand their function. By analyzing the sxt cluster of eight PST-producing cyanobacteria, we found no correlation between the presence of sxtF or sxtM and a specific PSTs profile. Phylogenetic analyses of SxtF/M showed a high conservation of SxtF in the Cylindrospermopsis-Raphidiopsis clade, suggesting conserved substrate affinity. Two domains involved in Na(+) and drug recognition from NorM proteins (MATE family) of Vibrio parahaemolyticus and V. cholerae are present in SxtF/M. The Na(+) recognition domain was conserved in both SxtF/M, indicating that Na(+) can maintain the role as a cation anti-transporter. Consensus motifs for toxin binding differed between SxtF and SxtM implying differential substrate binding. Through protein modeling and docking analysis, we found that there is no marked affinity between the recognition domain and a specific PST analogue. This agrees with our previous results of PST export in R. brookii D9, where we observed that the response to Na(+) incubation was similar to different analogues. These results reassert the hypothesis regarding the involvement of Na(+) in toxin export, as well as the motifs L(398)XGLQD(403) (SxtM) and L(390)VGLRD(395) (SxtF) in toxin recognition.",PloS one,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1371/journal.pone.0055664,23457475.0,in silico analysis of putative paralytic shellfish poisoning toxins export proteins in cyanobacteria,doi:10.1371/journal.pone.0055664,,15,dinoflagellate_stx,cross_taxa,3,0,1,2,0,paralytic shellfish poisoning; pst; psts,,dinoflagellates,cyanobacteria; cylindrospermopsis,
PubMed,40274765.0,10.1038/s41467-025-58903-2,2025.0,Structural basis for saxitoxin congener binding and neutralization by anuran saxiphilins.,"Dinoflagellates and cyanobacteria produce saxitoxin (STX) and ~50 congeners that disrupt bioelectrical signals by blocking voltage-gated sodium channels (Na<sub>V</sub>s). Consuming seafood carrying these toxins causes paralytic shellfish poisoning (PSP). Although Na<sub>V</sub>s and anuran STX binding proteins (saxiphilins, Sxphs) use convergent STX binding modes, the structural basis for STX congener recognition is unknown. Here, we show that American bullfrog (Rana catesbeiana) RcSxph and High Himalaya frog (Nanorana parkeri) NpSxph sequester STX congeners using a 'lock and key' mode shared with STX. Importantly, functional studies demonstrate that Sxph 'toxin sponges' reverse Na<sub>V</sub> block by multiple STX congeners and detect these toxins in a radioligand binding assay (RBA) used for environmental testing. Together, our study establishes how Sxphs sequester select neurotoxins and uncover STX congener-specific interactions distinct from Na<sub>V</sub>s. These findings expand understanding of toxin sponge action and provide a foundation for strategies to monitor and mitigate the harmful effects of STX congeners.",Nature communications,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1038/s41467-025-58903-2,40274765.0,structural basis for saxitoxin congener binding and neutralization by anuran saxiphilins,doi:10.1038/s41467-025-58903-2,,14,dinoflagellate_stx,cross_taxa,3,0,1,1,1,paralytic shellfish poisoning; saxitoxin; stx,,dinoflagellates,cyanobacteria,environmental
PubMed,31527551.0,10.3390/toxins11090539,2019.0,"Identification of a Novel Saxitoxin Analogue, 12β-Deoxygonyautoxin 3, in the Cyanobacterium, <i>Anabaena circinalis</i> (TA04).","Saxitoxin (STX) and its analogues, the potent voltage-gated sodium channel blockers, are biosynthesized by freshwater cyanobacteria and marine dinoflagellates. We previously identified several biosynthetic intermediates in the extract of the cyanobacterium, <i>Anabaena circinalis</i> (TA04), that are primarily produced during the early and middle stages in the biosynthetic pathway to produce STX. These findings allowed us to propose a putative biosynthetic pathway responsible for STX production based on the structures of these intermediates. In the present study, we identified 12β-deoxygonyautoxin 3 (12β-deoxyGTX3), a novel STX analogue produced by <i>A. circinalis</i> (TA04), by comparing the retention time and MS/MS fragmentation pattern with those of synthetic standards using LC-MS. The presence of this compound in <i>A. circinalis</i> (TA04) is consistent with stereoselective enzymatic oxidations at C11 and C12, and 11-<i>O</i>-sulfation, during the late stage of STX biosynthesis, as proposed in previous studies.",Toxins,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3390/toxins11090539,31527551.0,identification of a novel saxitoxin analogue 12 deoxygonyautoxin 3 in the cyanobacterium anabaena circinalis ta04,doi:10.3390/toxins11090539,,14,dinoflagellate_stx,cross_taxa,2,0,1,3,0,saxitoxin; stx,,dinoflagellates,anabaena; cyanobacteria; cyanobacterium,
PubMed,27796937.0,10.1007/s12640-016-9678-5,2017.0,Cytotoxic Effects of Environmental Toxins on Human Glial Cells.,"Toxins produced by cyanobacteria and dinoflagellates have increasingly become a public health concern due to their degenerative effects on mammalian tissue and cells. In particular, emerging evidence has called attention to the neurodegenerative effects of the cyanobacterial toxin β-N-methylamino-L-alanine (BMAA). Other toxins such as the neurotoxins saxitoxin and ciguatoxin, as well as the hepatotoxic microcystin, have been previously shown to have a range of effects upon the nervous system. However, the capacity of these toxins to cause neurodegeneration in human cells has not, to our knowledge, been previously investigated. This study aimed to examine the cytotoxic effects of BMAA, microcystin-LR (MC-LR), saxitoxin (STX) and ciguatoxin (CTX-1B) on primary adult human astrocytes. We also demonstrated that α-lipoate attenuated MC-LR toxicity in primary astrocytes and characterised changes in gene expression which could potentially be caused by these toxins in primary astrocytes. Herein, we are the first to show that all of these toxins are capable of causing physiological changes consistent with neurodegeneration in glial cells, via oxidative stress and excitotoxicity, leading to a reduction in cell proliferation culminating in cell death. In addition, MC-LR toxicity was reduced significantly in astrocytes-treated α-lipoic acid. While there were no significant changes in gene expression, many of the probes that were altered were associated with neurodegenerative disease pathogenesis. Overall, this is important in advancing our current understanding of the mechanism of toxicity of MC-LR on human brain function in vitro, particularly in the context of neurodegeneration.",Neurotoxicity research,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1007/s12640-016-9678-5,27796937.0,cytotoxic effects of environmental toxins on human glial cells,doi:10.1007/s12640-016-9678-5,,14,dinoflagellate_stx,cross_taxa,2,0,1,2,2,saxitoxin; stx,,dinoflagellates,cyanobacteria; cyanobacterial,environmental; stress
OpenAlex,,10.3390/toxins9100322,2017.0,Temperature Influences the Production and Transport of Saxitoxin and the Expression of sxt Genes in the Cyanobacterium Aphanizomenon gracile,) in cyanobacteria in general.,Toxins,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W2762530322,,10.3390/toxins9100322,,temperature influences the production and transport of saxitoxin and the expression of sxt genes in the cyanobacterium aphanizomenon gracile,doi:10.3390/toxins9100322,,14,high_confidence_stx_biosynthesis,cyanobacteria,1,1,0,3,1,saxitoxin,sxt genes,,aphanizomenon; cyanobacteria; cyanobacterium,temperature
PubMed,18850059.0,10.1007/s00239-008-9169-2,2008.0,Identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers.,"The paralytic shellfish poisoning (PSP) toxins, saxitoxin, and its derivatives, are produced by a complex and unique biosynthetic pathway. It involves reactions that are rare in other metabolic pathways, however, distantly related organisms, such as dinoflagellates and cyanobacteria, produce these toxins by an identical pathway. Speculative explanations for the unusual phylogenetic distribution of this metabolic pathway have been proposed, including a polyphyletic origin, the involvement of symbiotic bacteria, and horizontal gene transfer. This study describes for the first time the identity of one gene, sxt1, that is involved in the biosynthesis of saxitoxin in cyanobacteria. It encoded an O-carbamoyltransferase (OCTASE) that was proposed to carbamoylate the hydroxymethyl side chain of saxitoxin precursor. Orthologues of sxt1 were exclusively present in PSP-toxic strains of cyanobacteria and had a high sequence similarity to each other. L. wollei had a naturally mutated sxt1 gene that encoded an inactive enzyme, and was incapable of producing carbamoylated PSP-toxin analogues, supporting the proposed function of Sxt1. Phylogenetic analysis revealed that OCATSE genes were present exclusively in prokaryotic organisms and were characterized by a high rate of horizontal gene transfer. OCTASE has most likely evolved from an ancestral O-sialoglycoprotein endopeptidase from proteobacteria, whereas the most likely phylogenetic origin of sxt1 was an ancestral alpha-proteobacterium. The phylogeny of sxt1 suggested that the entire set of genes required for saxitoxin biosynthesis may spread by horizontal gene transfer.",Journal of molecular evolution,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1007/s00239-008-9169-2,18850059.0,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,doi:10.1007/s00239-008-9169-2,,14,high_confidence_stx_biosynthesis,cross_taxa,2,1,1,1,0,paralytic shellfish poisoning; saxitoxin,saxitoxin biosynthesis,dinoflagellates,cyanobacteria,
PubMed,18728730.0,10.3390/md20080015,2008.0,Non-traditional vectors for paralytic shellfish poisoning.,"Paralytic shellfish poisoning (PSP), due to saxitoxin and related compounds, typically results from the consumption of filter-feeding molluscan shellfish that concentrate toxins from marine dinoflagellates. In addition to these microalgal sources, saxitoxin and related compounds, referred to in this review as STXs, are also produced in freshwater cyanobacteria and have been associated with calcareous red macroalgae. STXs are transferred and bioaccumulate throughout aquatic food webs, and can be vectored to terrestrial biota, including humans. Fisheries closures and human intoxications due to STXs have been documented in several non-traditional (i.e. non-filter-feeding) vectors. These include, but are not limited to, marine gastropods, both carnivorous and grazing, crustacea, and fish that acquire STXs through toxin transfer. Often due to spatial, temporal, or a species disconnection from the primary source of STXs (bloom forming dinoflagellates), monitoring and management of such non-traditional PSP vectors has been challenging. A brief literature review is provided for filter feeding (traditional) and non-filter feeding (non-traditional) vectors of STXs with specific reference to human effects. We include several case studies pertaining to management actions to prevent PSP, as well as food poisoning incidents from STX(s) accumulation in non-traditional PSP vectors.",Marine drugs,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.3390/md20080015,18728730.0,non traditional vectors for paralytic shellfish poisoning,doi:10.3390/md20080015,,14,dinoflagellate_stx,cross_taxa,3,0,1,1,1,paralytic shellfish poisoning; saxitoxin; stx,,dinoflagellates,cyanobacteria,bloom
OpenAlex,,10.3390/md6020308,2008.0,Non-Traditional Vectors for Paralytic Shellfish Poisoning,"Paralytic shellfish poisoning (PSP), due to saxitoxin and related compounds, typically results from the consumption of filter-feeding molluscan shellfish that concentrate toxins from marine dinoflagellates. In addition to these microalgal sources, saxitoxin and related compounds, referred to in this review as STXs, are also produced in freshwater cyanobacteria and have been associated with calcareous red macroalgae. STXs are transferred and bioaccumulate throughout aquatic food webs, and can be vectored to terrestrial biota, including humans. Fisheries closures and human intoxications due to STXs have been documented in several non-traditional (i.e. non-filter-feeding) vectors. These include, but are not limited to, marine gastropods, both carnivorous and grazing, crustacea, and fish that acquire STXs through toxin transfer. Often due to spatial, temporal, or a species disconnection from the primary source of STXs (bloom forming dinoflagellates), monitoring and management of such non-traditional PSP vectors has been challenging. A brief literature review is provided for filter feeding (traditional) and nonfilter feeding (non-traditional) vectors of STXs with specific reference to human effects. We include several case studies pertaining to management actions to prevent PSP, as well as food poisoning incidents from STX(s) accumulation in non-traditional PSP vectors.",Marine Drugs,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W4256377323,,10.3390/md6020308,,non traditional vectors for paralytic shellfish poisoning,doi:10.3390/md6020308,,14,dinoflagellate_stx,cross_taxa,3,0,1,1,1,paralytic shellfish poisoning; saxitoxin; stx,,dinoflagellates,cyanobacteria,bloom
OpenAlex,,,1995.0,"The impact of harmful algal blooms on finfish. Mortality, pathology and toxicology","Many algal blooms (""red tides"" or ""brown tides"") may be noxious for finfish, either causing anoxia through decay process, clogging the gills or producing specific toxins. Since the 1970's, records of the incidence of injury and mortality to wild and cultured fish due to toxic phytoplankton have increased. It was even demonstrated that toxic algal blooms are spreading in intensity, geographic distribution and number of algal species involved. Thus, algal blooms are becoming one of the major economic threat to fisheries and fish culture industry. This review deals with the literature available (more than 250 references) on the occurrence of fish kills associated with worldwide algal blooms. Their negative effects on fish that result in economic losses are also discussed. Since recent decades, special attention was paid to ichtyotoxicity of algal blooms : organic lesions reported on wild or cultured fish as well as histopathological and physiopathological perturbations induced in laboratory conditions following controlled contamination with toxic cells of toxic extracts. Gill and liver tissues are mainly involved and many cellular disorders (oedema, ulceration, necrosis...) have been reported. Thus, liver injuries, that reveal some hepatotoxic potentialities, were described in few cases. Whether the precise mechanisms of the toxicity of some neuro toxins were analyzed at the molecular level, they were not yet determined for many other toxins. Ecological impact of algal toxicity was investigated, especially when toxins (psp, dsp, STX, crx, MTX, OA, gonyautoxin...) were transferred through the food chain, from algae (mainly Dinoflagellates as Gyrodinium, Gymnodinium, Protogonyaulax, Pyrodinium, Noctiluca, Glenodinium, Gambierdiscus and also Cyanobacteria, Raphidophyceas, Prymnesiophyceae, SilicoflageJlates and Diatoms...) through vectorial intoxication (herbivorous zooplankton as copepods and pteropods) to fish, sea birds, marine mammals and human consumers. Incidence of mass mortalities, especially fish larvce on dynamics of fish stocks must be emphasized. In conclusion, many facts of the general problem of algal toxicity on fish remain to be explored. An interdisciplinary approach is still needed.\n",Institutional Archive of Ifremer (French Research Institute for Exploitation of the Sea),Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W204118967,,,,the impact of harmful algal blooms on finfish mortality pathology and toxicology,title:the impact of harmful algal blooms on finfish mortality pathology and toxicology,,14,dinoflagellate_stx,cross_taxa,2,0,3,1,0,gonyautoxin; stx,,dinoflagellates; gymnodinium; pyrodinium,cyanobacteria,
OpenAlex,,10.1002/nt.2620020405,1994.0,Isolation and purification procedures for the preparation of paralytic shellfish poisoning toxin standards,"Paralytic shellfish poisoning (PSP) is caused by mixtures of saxitoxin analogs of which more than eighteen are known. Reliable and sensitive analytical methods and assays for these toxins are essential to protect the consumer and the shellfish industry, but research has been restricted by a shortage of the pure compounds. Only saxitoxin has so far been generally available as a PSP toxin standard, yet sulfated analogs usually occur in higher concentrations than saxitoxin in toxic marine algae and shellfish. Methods are described for the purification of some of the common PSP toxins, in quantities sufficient for the preparation of PSP standards from the dinoflagellate Alexandrium excavatum, the giant sea scallop (Placopecten megallanicus) hepatopancreas, and the cyanobacterium Aphanizomenon flos-aquae. Purity was monitored by high performance liquid chromatography with fluorescence detection (HPLC-FD), ionspray mass spectrometry (ISP-MS), capillary electrophoresis (CE), and proton NMR spectroscopy.",Natural Toxins,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W1977079559,,10.1002/nt.2620020405,,isolation and purification procedures for the preparation of paralytic shellfish poisoning toxin standards,doi:10.1002/nt.2620020405,,14,dinoflagellate_stx,cross_taxa,2,0,2,2,0,paralytic shellfish poisoning; saxitoxin,,alexandrium; dinoflagellate,aphanizomenon; cyanobacterium,
PubMed,7952941.0,,1994.0,Isolation and purification procedures for the preparation of paralytic shellfish poisoning toxin standards.,"Paralytic shellfish poisoning (PSP) is caused by mixtures of saxitoxin analogs of which more than eighteen are known. Reliable and sensitive analytical methods and assays for these toxins are essential to protect the consumer and the shellfish industry, but research has been restricted by a shortage of the pure compounds. Only saxitoxin has so far been generally available as a PSP toxin standard, yet sulfated analogs usually occur in higher concentrations than saxitoxin in toxic marine algae and shellfish. Methods are described for the purification of some of the common PSP toxins, in quantities sufficient for the preparation of PSP standards from the dinoflagellate Alexandrium excavatum, the giant sea scallop (Placopecten megallanicus) hepatopancreas, and the cyanobacterium Aphanizomenon flos-aquae. Purity was monitored by high performance liquid chromatography with fluorescence detection (HPLC-FD), ionspray mass spectrometry (ISP-MS), capillary electrophoresis (CE), and proton NMR spectroscopy.",Natural toxins,saxitoxin dinoflagellate,dinoflagellate_stx,,,,7952941.0,isolation and purification procedures for the preparation of paralytic shellfish poisoning toxin standards,pmid:7952941.0,,14,dinoflagellate_stx,cross_taxa,2,0,2,2,0,paralytic shellfish poisoning; saxitoxin,,alexandrium; dinoflagellate,aphanizomenon; cyanobacterium,
PubMed,39571800.0,10.1016/j.neuro.2024.11.003,2024.0,Developmental exposure of zebrafish to saxitoxin causes altered expression of genes associated with axonal growth.,"Saxitoxin (STX) is a potent neurotoxin naturally produced by dinoflagellates and cyanobacteria. STX inhibits voltage-gated sodium channels (VGSCs), affecting the propagation of action potentials. Consumption of seafood contaminated with STX is responsible for paralytic shellfish poisoning (PSP). Humans are among the species most sensitive to PSP; neurological symptoms of exposure range from tingling of the extremities to severe paralysis. The objective of this study was to determine the effects of STX exposure on developmental processes during early embryogenesis. This study was designed to test the hypothesis that early developmental exposure to STX would disrupt key processes, particularly those related to neural development. Zebrafish embryos were exposed to STX (24 or 48 pg) or vehicle (0.3 mM HCl) at 6 h post fertilization (hpf) via microinjection. There was no overt toxicity but starting at 36 hpf there was a temporary lack of pigmentation in STX-injected embryos, which resolved by 72 hpf. Using high performance liquid chromatography, we found that STX was retained in embryos up to 72 hpf in a dose-dependent manner. Temporal transcriptional profiling of embryos exposed to 48 pg STX per embryo revealed no differentially expressed genes (DEGs) at 24 hpf, but at 36 and 48 hpf, there were 3547 and 3356 DEGs, respectively. KEGG pathway analysis revealed significant enrichment of genes related to focal adhesion, adherens junction and regulation of actin cytoskeleton, suggesting that cell-cell and cell-extracellular matrix interactions were affected by STX. Genes affected are critical for axonal growth and the development of functional neural networks. We confirmed these findings by visualizing axonal defects in transgenic zebrafish with fluorescently labeled sensory neurons. In addition, our gene expression results suggest that STX exposure affects both canonical and noncanonical functions of VGSCs. Given the fundamental role of VGSCs in both physiology and development, these findings offer valuable insights into effects of exposure to neurotoxins.",Neurotoxicology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.neuro.2024.11.003,39571800.0,developmental exposure of zebrafish to saxitoxin causes altered expression of genes associated with axonal growth,doi:10.1016/j.neuro.2024.11.003,,13,dinoflagellate_stx,cross_taxa,3,0,1,1,0,paralytic shellfish poisoning; saxitoxin; stx,,dinoflagellates,cyanobacteria,
PubMed,38175940.0,10.1093/jat/bkad092,2024.0,A fast and reliable LC-MS-MS method for the quantification of saxitoxin in blood plasma samples.,"Saxitoxins (STXs) are potent neurotoxins produced by marine dinoflagellates or freshwater cyanobacteria known to cause acute and eventually fatal human intoxications, which are classified as paralytic shellfish poisonings (PSPs). Rapid analysis of STXs in blood plasma can be used for a timely diagnosis and confirmation of PSPs. We developed a fast and simple method of STX extraction based on plasma sample acidification and precipitation by acetonitrile, followed by quantification using liquid chromatography-tandem mass spectrometry (LC-MS-MS). Our approach provides the results ≤30 min, with a limit of detection of 2.8 ng/mL and a lower limit of quantification of 5.0 ng/mL. Within-run and between-run precision experiments showed good reproducibility with ≤15% values. Standard curves for calibration were linear with correlation coefficients ≥0.98 across the assay calibration range (5-200 ng/mL). In an interlaboratory analytical exercise, the method was found to be 100% accurate in determining the presence or absence of STX in human plasma specimens, with recovery values of 86-99%. This simple method for STX determination in animal or human plasma can quickly and reliably diagnose STX exposures and confirm suspected PSP cases to facilitate patient treatment or expedite necessary public health or security actions.",Journal of analytical toxicology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1093/jat/bkad092,38175940.0,a fast and reliable lc ms ms method for the quantification of saxitoxin in blood plasma samples,doi:10.1093/jat/bkad092,,13,dinoflagellate_stx,cross_taxa,3,0,1,1,0,saxitoxin; saxitoxins; stx,,dinoflagellates,cyanobacteria,
PubMed,33189391.0,10.1016/j.chemosphere.2020.128591,2021.0,Quick detection method for paralytic shellfish toxins (PSTs) monitoring in freshwater - A review.,"The objective of this critical review was to provide a comprehensive summary of paralytic shellfish toxins (PSTs) producing species and knowledge gaps in detecting PSTs in drinking water resources, with a focus on recent development of PSTs monitoring methods and tools for drinking water monitoring. PSTs, which are also called Saxitoxins (STXs), are a group of neurotoxins not only produced by marine dinoflagellates but also freshwater cyanobacteria. The presence of PSTs in freshwater has been reported from all continents except Antarctica. PSTs in poisoned sea food such as shellfish, molluscs and crustaceans may attack the nerve system after consumption. The high incidences of PSTs occurring in drinking water sources showed another route of potential human exposure. A development of simple and fast screening tools for drinking water surveillance of PSTs is needed. Neurotoxins produced by freshwater cyanobacteria are understudied relative to microcystin and little study is done around PSTs in drinking water monitoring. Some fast screening methods exist. The critical issues for using them in water surveillance, particularly matrix effect and cross-reactivity are summarized, and future research directions are high-lighted. We conclude that monitoring routines at drinking water resources should start from species level, followed by a profound screening of toxin profile. For practical monitoring routine, fast screening methods should be combined with highly sensitive and accurate analytical methods such as liquid chromatography/liquid chromatography-mass spectrometry (LC/LC-MS). A thorough understanding of toxin profile in source water is necessary for screening tool selection.",Chemosphere,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.chemosphere.2020.128591,33189391.0,quick detection method for paralytic shellfish toxins psts monitoring in freshwater a review,doi:10.1016/j.chemosphere.2020.128591,,13,dinoflagellate_stx,cross_taxa,3,0,1,1,0,paralytic shellfish toxins; psts; saxitoxins,,dinoflagellates,cyanobacteria,
CrossRef,,10.3390/ijms222413332,2021.0,Biochemical Mapping of Pyrodinium bahamense Unveils Molecular Underpinnings behind Organismal Processes,"<jats:p>Proteins, lipids, and carbohydrates from the harmful algal bloom (HAB)-causing organism Pyrodinium bahamense were characterized to obtain insights into the biochemical processes in this environmentally relevant dinoflagellate. Shotgun proteomics using label-free quantitation followed by proteome mapping using the P. bahamense transcriptome and translated protein databases of Marinovum algicola, Alexandrium sp., Cylindrospermopsis raciborskii, and Symbiodinium kawagutii for annotation enabled the characterization of the proteins in P. bahamense. The highest number of annotated hits were obtained from M. algicola and highlighted the contribution of microorganisms associated with P. bahamense. Proteins involved in dimethylsulfoniopropionate (DMSP) degradation such as propionyl CoA synthethase and acryloyl-CoA reductase were identified, suggesting the DMSP cleavage pathway as the preferred route in this dinoflagellate. Most of the annotated proteins were involved in amino acid biosynthesis and carbohydrate degradation and metabolism, indicating the active roles of these molecules in the vegetative stage of P. bahamense. This characterization provides baseline information on the cellular machinery and the molecular basis of the ecophysiology of P. bahamense.</jats:p>",International Journal of Molecular Sciences,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.3390/ijms222413332,,biochemical mapping of pyrodinium bahamense unveils molecular underpinnings behind organismal processes,doi:10.3390/ijms222413332,,13,low_relevance_or_noise,cross_taxa,0,0,4,1,3,,,alexandrium; dinoflagellate; pyrodinium; pyrodinium bahamense,cylindrospermopsis,bloom; hab; harmful algal bloom
OpenAlex,,10.1002/asia.202400834,2024.0,Synthesis of Saxitoxin Biosynthetic Intermediates: Reveal the Mechanism for Formation of its Tricyclic Skeleton in Biosynthesis,"The synthesis and biosynthesis of the complex saxitoxin (STX) structure have garnered significant interest. Previously, we hypothesized that the tricyclic skeleton of STX originates from the monocyclic precursor 11-hydroxy-IntC'2 during biosynthesis, although direct evidence has been lacking. In this study, we identified conditions to synthesize a proposed tricyclic biosynthetic intermediate, 12,12-dideoxy-decarbamoyloxySTX (dd-doSTX), along with its 6-epimer (6-epi-dd-doSTX) and a bicyclic compound, in a single step from di-Boc protected 11-hydroxy-IntC'2. The reaction mechanism involves successive aza-Michael addition of a guanidino amine to the conjugated olefin. Notably, both dd-doSTX and 6-epi-dd-doSTX were detected in a toxin-producing cyanobacterium, suggesting that the biosynthetic enzymes may generate these compounds via similar mechanisms.",Chemistry - An Asian Journal,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W4402711389,,10.1002/asia.202400834,,synthesis of saxitoxin biosynthetic intermediates reveal the mechanism for formation of its tricyclic skeleton in biosynthesis,doi:10.1002/asia.202400834,,12,high_confidence_stx_biosynthesis,cyanobacteria,2,1,0,1,0,saxitoxin; stx,saxitoxin biosynthetic,,cyanobacterium,
PubMed,33069750.0,10.1016/j.toxicon.2020.10.015,2020.0,Effects of saxitoxins exposure on oligodendrocyte development in mouse neonates.,"Saxitoxins (STXs) are neurotoxins produced by cyanobacteria and dinoflagellates, and they are primarily known to block voltage-gated sodium channels in neurons. The present study aimed to obtain further information regarding the effects of these toxins on neurodevelopment by investigating the responses of murine subventricular zone (SVZ) neural progenitors to STXs. An in vitro neonatal mouse SVZ explant model was exposed to different concentrations of toxic cyanobacterial extracts to evaluate the migration and differentiation of SVZ-derived progenitor cells. To test the ability of STX to cross the placental barrier, pregnant mice received a single intraperitoneal injection of STXs (7.5 μg/kg body weight) on gestational day fifteen. Immunocytochemistry was performed to detect proliferating and differentiating progenitors, including oligodendrocyte progenitor cells (OPCs). It was found that specific proliferation of OPCs was significantly increased, but there was no corresponding increase in the number of differentiated oligodendrocytes, which may indicate a negative effect on the maturation process of these cells. Additionally, the data showed that STXs crossed the placental barrier. Thus, STXs can be considered a potential risk to fetal neurodevelopment.",Toxicon : official journal of the International Society on Toxinology,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.toxicon.2020.10.015,33069750.0,effects of saxitoxins exposure on oligodendrocyte development in mouse neonates,doi:10.1016/j.toxicon.2020.10.015,,12,dinoflagellate_stx,cross_taxa,2,0,1,2,0,saxitoxins; stx,,dinoflagellates,cyanobacteria; cyanobacterial,
