collection,title,abstract,journal,year,paper_id,domain,group,doi,pmid,doi_clean,title_clean,match_type
mechanisms,Docking Simulation of the Binding Interactions of Saxitoxin Analogs Produced by the Marine Dinoflagellate Gymnodinium catenatum to the Voltage-Gated Sodium Channel Nav1.4,"Saxitoxin (STX) and its analogs are paralytic alkaloid neurotoxins that block the voltage-gated sodium channel pore (Nav), impeding passage of Na? ions into the intracellular space, and thereby preventing the action potential in the peripheral nervous system and skeletal muscle. The marine dinoflagellate Gymnodinium catenatum produces an array of such toxins, including the recently discovered benzoyl analogs, for which the mammalian toxicities are essentially unknown. We subjected STX and its analogs to a theoretical docking simulation based upon two alternative tri-dimensional models of the Nav1.4 to find a relationship between the binding properties and the known mammalian toxicity of selected STX analogs. We inferred hypothetical toxicities for the benzoyl analogs from the modeled values. We demonstrate that these toxins exhibit different binding modes with similar free binding energies and that these alternative binding modes are equally probable. We propose that the principal binding that governs ligand recognition is mediated by electrostatic interactions. Our simulation constitutes the first in silico modeling study on benzoyl-type paralytic toxins and provides an approach towards a better understanding of the mode of action of STX and its analogs.",Toxins,2016,P137,dinoflagellate,test,,,,docking simulation of the binding interactions of saxitoxin analogs produced by the marine dinoflagellate gymnodinium catenatum to the voltage gated sodium channel nav1 4,title
mechanisms,Biosynthetic route towards saxitoxin and shunt pathway,"Saxitoxin, the most potent voltage-gated sodium channel blocker, is one of the paralytic shellfish toxins (PSTs) produced by cyanobacteria and dinoflagellates. Recently, putative biosynthetic genes of PSTs were reported in these microorganisms. We previously synthesized genetically predicted biosynthetic intermediates, Int-A' and Int-C'2, and also Cyclic-C' which was not predicted based on gene, and identified them all in the toxin-producing cyanobacterium Anabaena circinalis (TA04) and the dinoflagellate Alexandrium tamarense (Axat-2). This study examined the incorporation of (15)N-labeled intermediates into PSTs (C1 and C2) in A. circinalis (TA04). Conversions from Int-A' to Int-C'2, from Int-C'2 to Cyclic-C', and from Int-A' and Int-C'2 to C1 and C2 were indicated using high resolution-LC/MS. However, Cyclic-C' was not converted to C1 and C2 and was detected primarily in the extracellular medium. These results suggest that Int-A' and Int-C'2 are genuine precursors of PSTs, but Int-C'2 converts partially to Cyclic-C' which is a shunt product excreted to outside the cells. This paper provides the first direct demonstration of the biosynthetic route towards saxitoxin and a shunt pathway.",Scientific Reports,2016,P138,dinoflagellate,test,,,,biosynthetic route towards saxitoxin and shunt pathway,title
review,Paralytic shellfish toxin biosynthesis in cyanobacteria and dinoflagellates: A molecular overview,"Paralytic shellfish toxins (PSTs) are a group of water soluble neurotoxic alkaloids produced by two different kingdoms of life, prokaryotic cyanobacteria and eukaryotic dinoflagellates. Owing to the wide distribution of these organisms, these toxic secondary metabolites account for paralytic shellfish poisonings around the world. On the other hand, their specific binding to voltage-gated sodium channels makes these toxins potentially useful in pharmacological and toxicological applications. Much effort has been devoted to the biosynthetic mechanism of PSTs, and gene clusters encoding 26 proteins involved in PST biosynthesis have been unveiled in several cyanobacterial species. Functional analysis of toxin genes indicates that PST biosynthesis in cyanobacteria is a complex process including biosynthesis, regulation, modification and export. However, less is known about the toxin biosynthesis in dinoflagellates owing to our poor understanding of the massive genome and unique chromosomal characteristics [1]. So far, few genes involved in PST biosynthesis have been identified from dinoflagellates. Moreover, the proteins involved in PST production are far from being totally explored. Thus, the origin and evolution of PST biosynthesis in these two kingdoms are still controversial. In this review, we summarize the recent progress on the characterization of genes and proteins involved in PST biosynthesis in cyanobacteria and dinoflagellates, and discuss the standing evolutionary hypotheses concerning the origin of toxin biosynthesis as well as future perspectives in PST biosynthesis. SCIENTIFIC QUESTION: Paralytic shellfish toxins (PSTs) are a group of potent neurotoxins which specifically block voltage-gated sodium channels in excitable cells and result in paralytic shellfish poisonings (PSPs) around the world. Two different kingdoms of life, cyanobacteria and dinoflagellates are able to produce PSTs. However, in contrast with cyanobacteria, our understanding of PST biosynthesis in dinoflagellates is extremely limited owing to their unique features. The origin and evolution of PST biosynthesis in these two kingdoms are still controversial. TECHNICAL SIGNIFICANCE: High-throughput omics technologies, such as genomics, transcriptomics and proteomics provide powerful tools for the study of PST biosynthesis in cyanobacteria and dinoflagellates, and have shown their powerful potential with regard to revealing genes and proteins involved in PST biosynthesis in two kingdoms. SCIENTIFIC SIGNIFICANCE: This review summarizes the recent progress in PST biosynthesis in cyanobacteria and dinoflagellates with focusing on the novel insights from omics technologies, and discusses the evolutionary relationship of toxin biosynthesis genes between these two kingdoms.",Journal of Proteomics,2016,P175,dinoflagellate,test,,,,paralytic shellfish toxin biosynthesis in cyanobacteria and dinoflagellates a molecular overview,title
gene_expression,Gene Expression in the Biosynthesis of Paralytic Shellfish Poisoning (PSP) Toxins in Dinoflagellates: A Mini Review,nan nan,Transactions on Science and Technology,2016,P218,dinoflagellate,test,,,,gene expression in the biosynthesis of paralytic shellfish poisoning psp toxins in dinoflagellates a mini review,title
hab,Seasonality and toxin production of Pyrodinium bahamense in a Red Sea lagoon,"Harmful algal blooms of the dinoflagellate Pyrodinium bahamense have caused human and economic losses in the last decades. This study, for the first time, documents a bloom of P. bahamense in the Red Sea. The alga was recurrently present in a semi-enclosed lagoon throughout nearly 2 years of observations. The highest cell densities (104-105cellsL-1) were recorded from September to beginning of December at temperatures and salinities of ?26-32°C and ?41, respectively. The peak of the bloom was recorded mid-November, before a sharp decrease in cell numbers at the end of December. Minimum concentrations in summer were at ?103cellsL-1. A saxitoxin ELISA immunoassay of cultures and water samples confirmed the toxicity of the strain found in the Red Sea. Moreover, a gene expression analysis of the saxitoxin gene domain SxtA4 showed that transcript production peaked at the culmination of the bloom, suggesting a relation between transcript production, sudden cells increment-decline, and environmental factors.",Harmful Algae,2016,P220,dinoflagellate,test,,,,seasonality and toxin production of pyrodinium bahamense in a red sea lagoon,title
effect,Paralytic toxin profile of the marine dinoflagellate Gymnodinium catenatum Graham from the Mexican Pacific as revealed by LC-MS/MS,"The paralytic shellfish toxin (PST) profiles of Gymnodinium catenatum Graham have been reported for several strains from the Pacific coast of Mexico cultured under different laboratory conditions, as well as from natural populations. Up to 15 saxitoxin analogues occurred and the quantity of each toxin depended on the growth phase and culture conditions. Previous analysis of toxin profiles of G. catenatum isolated from Mexico have been based on post-column oxidation liquid chromatography with fluorescence detection (LC-FLD), a method prone to artefacts and non-specificity, leading to misinterpretation of toxin composition. We describe, for the first time, the complete toxin profile for several G. catenatum strains from diverse locations of the Pacific coast of Mexico. The new results confirmed previous reports on the dominance of the less potent sulfocarbamoyl toxins (C1/2); significant differences, however, in the composition (e.g., absence of saxitoxin, gonyautoxin 2/3 and neosaxitoxin) were revealed in our confirmatory analysis. The LC-MS/MS analyses also indicated at least seven putative benzoyl toxin analogues and provided support for their existence. This new toxin profile shows a high similarity (> 80%) to the profiles reported from several regions around the world, suggesting low genetic variability among global populations.","Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment",2015,P055,dinoflagellate,train,,,,paralytic toxin profile of the marine dinoflagellate gymnodinium catenatum graham from the mexican pacific as revealed by lc ms ms,title
effect,"Toxin profile of Gymnodinium catenatum (Dinophyceae) from the Portuguese coast, as determined by liquid chromatography tandem mass spectrometry","The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years. PSP syndrome is caused by consumption of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Portuguese coast throughout the late 1980s and early 1990s, but was absent between 1995 and 2005. Since this time, G. catenatum blooms have been recurrent, causing contamination of fishery resources along the Atlantic coast of Portugal. The aim of this study was to evaluate the toxin profile of G. catenatum isolated from the Portuguese coast before and after the 10-year hiatus to determine changes and potential impacts for the region. Hydrophilic interaction liquid chromatography tandem mass spectrometry (HILIC-MS/MS) was utilized to determine the presence of any known and emerging PSTs in sample extracts. Several PST derivatives were identified, including the N-sulfocarbamoyl analogues (C1-4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known hydroxy benzoate derivatives, G. catenatum toxin 1 (GC1), GC2 and GC3, were confirmed in cultured and wild strains of G. catenatum. Moreover, two presumed N-hydroxylated analogues of GC2 and GC3, designated GC5 and GC6, are reported. This work contributes to our understanding of the toxigenicity of G. catenatum in the coastal waters of Portugal and provides valuable information on emerging PST classes that may be relevant for routine monitoring programs tasked with the prevention and control of marine toxins in fish and shellfish.",Marine Drugs,2015,P057,dinoflagellate,train,,,,toxin profile of gymnodinium catenatum dinophyceae from the portuguese coast as determined by liquid chromatography tandem mass spectrometry,title
effect,"Differences in the toxin profiles of Alexandrium ostenfeldii (Dinophyceae) strains isolated from different geographic origins: Evidence of paralytic toxin, spirolide, and gymnodimine","Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spirolides (SPXs) and gymnodimines (GYMs). In this study we characterized and compared three A. ostenfeldii strains isolated from the Baltic, Mediterranean, and southern Chile Seas with respect to their toxin profiles, morphology, and phylogeny. Toxin analyses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three strains. The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1)). However, the Baltic strain was the only strain that expressed detectable amounts of analogues of GYM-A and GYM-B/-C (48.27 ± 26.12 pg GYM-A equivalents cell(-1)). The only toxin expressed by the Mediterranean strain was 13-desmethyl SPX-C (13dMeC; 2.85 ± 4.76 pg cell(-1)). Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades. The toxin profiles determined in this study provide further evidence of the taxonomic complexity of this species.",Toxicon: Official Journal of the International Society on Toxinology,2015,P058,dinoflagellate,train,,,,differences in the toxin profiles of alexandrium ostenfeldii dinophyceae strains isolated from different geographic origins evidence of paralytic toxin spirolide and gymnodimine,title
environmental,A Kinetic and Factorial Approach to Study the Effects of Temperature and Salinity on Growth and Toxin Production by the Dinoflagellate Alexandrium ostenfeldii from the Baltic Sea,"Alexandrium ostenfeldii is present in a wide variety of environments in coastal areas worldwide and is the only dinoflagellate known species that produces paralytic shellfish poisoning (PSP) toxins and two types of cyclic imines, spirolides (SPXs) and gymnodimines (GYMs). The increasing frequency of A. ostenfeldii blooms in the Baltic Sea has been attributed to the warming water in this region. To learn more about the optimal environmental conditions favoring the proliferation of A. ostenfeldii and its complex toxicity, the effects of temperature and salinity on the kinetics of both the growth and the net toxin production of this species were examined using a factorial design and a response-surface analysis (RSA). The results showed that the growth of Baltic A. ostenfeldii occurs over a wide range of temperatures and salinities (12.5-25.5°C and 5-21, respectively), with optimal growth conditions achieved at a temperature of 25.5°C and a salinity of 11.2. Together with the finding that a salinity > 21 was the only growth-limiting factor detected for this strain, this study provides important insights into the autecology and population distribution of this species in the Baltic Sea. The presence of PSP toxins, including gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), and GYMs (GYM-A and GYM-B/-C analogues) was detected under all temperature and salinity conditions tested and in the majority of the cases was concomitant with both the exponential growth and stationary phases of the dinoflagellate's growth cycle. Toxin concentrations were maximal at temperatures and salinities of 20.9°C and 17 for the GYM-A analogue and > 19°C and 15 for PSP toxins, respectively. The ecological implications of the optimal conditions for growth and toxin production of A. ostenfeldii in the Baltic Sea are discussed.",PloS One,2015,P080,dinoflagellate,train,,,,a kinetic and factorial approach to study the effects of temperature and salinity on growth and toxin production by the dinoflagellate alexandrium ostenfeldii from the baltic sea,title
environmental,Environmental effects of modified clay flocculation on Alexandrium tamarense and paralytic shellfish poisoning toxins (PSTs),"Among various mitigation strategies for harmful algal blooms (HABs), the flocculation of algal cells by using modified clay (MC) has been widely applied in the field, particularly in Japan, Korea and China. However, to examine the long-term effects and the environmental safety of this method, we investigated alterations in macronutrients and paralytic shellfish poisoning toxins (PSTs) induced by the application of MC treatment to a toxic bloom, Alexandrium tamarense. The control, algal cells grew in nature condition (A1), was compared to the only MC flocculation (A2) and the MC-sediment co-matrix systems of A. tamarense (A3). The low-dosage of 0.25 g L(-1) MC could efficiently remove >90% of the A. tamarense cells within 3.5h. The mechanisms underlying the effects elicited by MC flocculation on nutrient cycling, PSTs and Chl-a degradation were also discussed. This study demonstrated that MC treatment was able to significantly remove the macronutrients (43-60% TP removal and 17-30% TN removal) and scavenge most of the PSTs from seawater, thereby speeding up the nutrient settling and the transformation and degradation of PSTs (83% decreasing in A2). Simultaneously, the study firstly demonstrated the potential detoxification of PSTs by using MC treatment, from the high toxicity of gonyautoxin 1 and 4 (GTX1 and GTX4) to the lower toxicity decarbamoyl gonyautoxins (dcGTX3) and gonyautoxin 2 (GTX2), particularly within the water-sediment environment during the two month incubation.",Chemosphere,2015,P100,dinoflagellate,train,,,,environmental effects of modified clay flocculation on alexandrium tamarense and paralytic shellfish poisoning toxins psts,title
evolution,"Gene duplication, loss and selection in the evolution of saxitoxin biosynthesis in alveolates","A group of marine dinoflagellates (Alveolata, Eukaryota), consisting of ?10 species of the genus Alexandrium, Gymnodinium catenatum and Pyrodinium bahamense, produce the toxin saxitoxin and its analogues (STX), which can accumulate in shellfish, leading to ecosystem and human health impacts. The genes, sxt, putatively involved in STX biosynthesis, have recently been identified, however, the evolution of these genes within dinoflagellates is not clear. There are two reasons for this: uncertainty over the phylogeny of dinoflagellates; and that the sxt genes of many species of Alexandrium and other dinoflagellate genera are not known. Here, we determined the phylogeny of STX-producing and other dinoflagellates based on a concatenated eight-gene alignment. We determined the presence, diversity and phylogeny of sxtA, domains A1 and A4 and sxtG in 52 strains of Alexandrium, and a further 43 species of dinoflagellates and thirteen other alveolates. We confirmed the presence and high sequence conservation of sxtA, domain A4, in 40 strains (35 Alexandrium, 1 Pyrodinium, 4 Gymnodinium) of 8 species of STX-producing dinoflagellates, and absence from non-producing species. We found three paralogs of sxtA, domain A1, and a widespread distribution of sxtA1 in non-STX producing dinoflagellates, indicating duplication events in the evolution of this gene. One paralog, clade 2, of sxtA1 may be particularly related to STX biosynthesis. Similarly, sxtG appears to be generally restricted to STX-producing species, while three amidinotransferase gene paralogs were found in dinoflagellates. We investigated the role of positive (diversifying) selection following duplication in sxtA1 and sxtG, and found negative selection in clades of sxtG and sxtA1, clade 2, suggesting they were functionally constrained. Significant episodic diversifying selection was found in some strains in clade 3 of sxtA1, a clade that may not be involved in STX biosynthesis, indicating pressure for diversification of function.",Molecular Phylogenetics and Evolution,2015,P119,dinoflagellate,train,,,,gene duplication loss and selection in the evolution of saxitoxin biosynthesis in alveolates,title
policy_monitoring,High Specificity of a Quantitative PCR Assay Targeting a Saxitoxin Gene for Monitoring Toxic Algae Associated with Paralytic Shellfish Toxins in the Yellow Sea,"The identification of core genes involved in the biosynthesis of saxitoxin (STX) offers a great opportunity to detect toxic algae associated with paralytic shellfish toxins (PST). In the Yellow Sea (YS) in China, both toxic and nontoxic Alexandrium species are present, which makes it a difficult issue to specifically monitor PST-producing toxic algae. In this study, a quantitative PCR (qPCR) assay targeting sxtA4, a domain in the sxt gene cluster that encodes a unique enzyme involved in STX biosynthesis, was applied to analyze samples collected from the YS in spring of 2012. The abundance of two toxic species within the Alexandrium tamarense species complex, i.e., A. fundyense and A. pacificum, was also determined with TaqMan-based qPCR assays, and PSTs in net-concentrated phytoplankton samples were analyzed with high-performance liquid chromatography coupled with a fluorescence detector. It was found that the distribution of the sxtA4 gene in the YS was consistent with the toxic algae and PSTs, and the quantitation results of sxtA4 correlated well with the abundance of the two toxic species (r=0.857). These results suggested that the two toxic species were major PST producers during the sampling season and that sxtA-based qPCR is a promising method to detect toxic algae associated with PSTs in the YS. The correlation between PST levels and sxtA-based qPCR results, however, was less significant (r=0.552), implying that sxtA-based qPCR is not accurate enough to reflect the toxicity of PST-producing toxic algae. The combination of an sxtA-based qPCR assay and chemical means might be a promising method for monitoring toxic algal blooms.",Applied and Environmental Microbiology,2015,P151,dinoflagellate,train,,,,high specificity of a quantitative pcr assay targeting a saxitoxin gene for monitoring toxic algae associated with paralytic shellfish toxins in the yellow sea,title
policy_monitoring,The sxt Gene and Paralytic Shellfish Poisoning Toxins as Markers for the Monitoring of Toxic Alexandrium Species Blooms,"Paralytic shellfish poisoning (PSP) is a serious human illness caused by the ingestion of seafood contaminated with saxitoxin and its derivatives (STXs). These toxins are produced by some species of marine dinoflagellates within the genus Alexandrium. In the Mediterranean Sea, toxic Alexandrium spp. blooms, especially of A. minutum, are frequent and intense with negative impact to coastal ecosystem, aquaculture practices and other economic activities. We conducted a large scale study on the sxt gene and toxin distribution and content in toxic dinoflagellate A. minutum of the Mediterranean Sea using both quantitative PCR (qPCR) and HILIC-HRMS techniques. We developed a new qPCR assay for the estimation of the sxtA1 gene copy number in seawater samples during a bloom event in Syracuse Bay (Mediterranean Sea) with an analytical sensitivity of 2.0 × 10° sxtA1 gene copy number per reaction. The linear correlation between sxtA1 gene copy number and microalgal abundance and between the sxtA1 gene and STX content allowed us to rapidly determine the STX-producing cell concentrations of two Alexandrium species in environmental samples. In these samples, the amount of sxtA1 gene was in the range of 1.38 × 10(5) - 2.55 × 10(8) copies/L and the STX concentrations ranged from 41-201 nmol/L. This study described a potential PSP scenario in the Mediterranean Sea.",Environmental Science & Technology,2015,P159,dinoflagellate,train,,,,the sxt gene and paralytic shellfish poisoning toxins as markers for the monitoring of toxic alexandrium species blooms,title
toxin_profile,Paralytic toxin profile of the marine dinoflagellate Gymnodinium catenatum Graham from the Mexican Pacific as revealed by LC-MS/MS,"The paralytic shellfish toxin (PST) profiles of Gymnodinium catenatum Graham have been reported for several strains from the Pacific coast of Mexico cultured under different laboratory conditions, as well as from natural populations. Up to 15 saxitoxin analogues occurred and the quantity of each toxin depended on the growth phase and culture conditions. Previous analysis of toxin profiles of G. catenatum isolated from Mexico have been based on post-column oxidation liquid chromatography with fluorescence detection (LC-FLD), a method prone to artefacts and non-specificity, leading to misinterpretation of toxin composition. We describe, for the first time, the complete toxin profile for several G. catenatum strains from diverse locations of the Pacific coast of Mexico. The new results confirmed previous reports on the dominance of the less potent sulfocarbamoyl toxins (C1/2); significant differences, however, in the composition (e.g., absence of saxitoxin, gonyautoxin 2/3 and neosaxitoxin) were revealed in our confirmatory analysis. The LC-MS/MS analyses also indicated at least seven putative benzoyl toxin analogues and provided support for their existence. This new toxin profile shows a high similarity (> 80%) to the profiles reported from several regions around the world, suggesting low genetic variability among global populations.","Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment",2015,P202,dinoflagellate,train,,,,paralytic toxin profile of the marine dinoflagellate gymnodinium catenatum graham from the mexican pacific as revealed by lc ms ms,title
toxin_profile,"Toxin profile of Gymnodinium catenatum (Dinophyceae) from the Portuguese coast, as determined by liquid chromatography tandem mass spectrometry","The marine dinoflagellate Gymnodinium catenatum has been associated with paralytic shellfish poisoning (PSP) outbreaks in Portuguese waters for many years. PSP syndrome is caused by consumption of seafood contaminated with paralytic shellfish toxins (PSTs), a suite of potent neurotoxins. Gymnodinium catenatum was frequently reported along the Portuguese coast throughout the late 1980s and early 1990s, but was absent between 1995 and 2005. Since this time, G. catenatum blooms have been recurrent, causing contamination of fishery resources along the Atlantic coast of Portugal. The aim of this study was to evaluate the toxin profile of G. catenatum isolated from the Portuguese coast before and after the 10-year hiatus to determine changes and potential impacts for the region. Hydrophilic interaction liquid chromatography tandem mass spectrometry (HILIC-MS/MS) was utilized to determine the presence of any known and emerging PSTs in sample extracts. Several PST derivatives were identified, including the N-sulfocarbamoyl analogues (C1-4), gonyautoxin 5 (GTX5), gonyautoxin 6 (GTX6), and decarbamoyl derivatives, decarbamoyl saxitoxin (dcSTX), decarbamoyl neosaxitoxin (dcNeo) and decarbamoyl gonyautoxin 3 (dcGTX3). In addition, three known hydroxy benzoate derivatives, G. catenatum toxin 1 (GC1), GC2 and GC3, were confirmed in cultured and wild strains of G. catenatum. Moreover, two presumed N-hydroxylated analogues of GC2 and GC3, designated GC5 and GC6, are reported. This work contributes to our understanding of the toxigenicity of G. catenatum in the coastal waters of Portugal and provides valuable information on emerging PST classes that may be relevant for routine monitoring programs tasked with the prevention and control of marine toxins in fish and shellfish.",Marine Drugs,2015,P204,dinoflagellate,train,,,,toxin profile of gymnodinium catenatum dinophyceae from the portuguese coast as determined by liquid chromatography tandem mass spectrometry,title
toxin_profile,"Differences in the toxin profiles of Alexandrium ostenfeldii (Dinophyceae) strains isolated from different geographic origins: Evidence of paralytic toxin, spirolide, and gymnodimine","Among toxin-producing dinoflagellates of the genus Alexandrium, Alexandrium ostenfeldii is the only species able to produce paralytic shellfish poisoning (PSP) toxins, spirolides (SPXs) and gymnodimines (GYMs). In this study we characterized and compared three A. ostenfeldii strains isolated from the Baltic, Mediterranean, and southern Chile Seas with respect to their toxin profiles, morphology, and phylogeny. Toxin analyses by HPLC-FD and LC-HRMS revealed differences in the toxin profiles of the three strains. The PSP toxin profiles of the southern Chile and Baltic strains were largely the same and included gonyautoxin (GTX)-3, GTX-2, and saxitoxin (STX), although the total PSP toxin content of the Chilean strain (105.83 ± 72.15 pg cell(-1)) was much higher than that of the Baltic strain (4.04 ± 1.93 pg cell(-1)). However, the Baltic strain was the only strain that expressed detectable amounts of analogues of GYM-A and GYM-B/-C (48.27 ± 26.12 pg GYM-A equivalents cell(-1)). The only toxin expressed by the Mediterranean strain was 13-desmethyl SPX-C (13dMeC; 2.85 ± 4.76 pg cell(-1)). Phylogenetic analysis based on the LSU rRNA showed that the studied strains belonged to distinct molecular clades. The toxin profiles determined in this study provide further evidence of the taxonomic complexity of this species.",Toxicon: Official Journal of the International Society on Toxinology,2015,P205,dinoflagellate,train,,,,differences in the toxin profiles of alexandrium ostenfeldii dinophyceae strains isolated from different geographic origins evidence of paralytic toxin spirolide and gymnodimine,title
gene_expression,Paralytic shellfish toxin content is related to genomic sxtA4 copy number in Alexandrium minutum strains,"Dinoflagellates are microscopic aquatic eukaryotes with huge genomes and an unusual cell regulation. For example, most genes are present in numerous copies and all copies seem to be obligatorily transcribed. The consequence of the gene copy number (CPN) for final protein synthesis is, however, not clear. One such gene is sxtA, the starting gene of paralytic shellfish toxin (PST) synthesis. PSTs are small neurotoxic compounds that can accumulate in the food chain and cause serious poisoning incidences when ingested. They are produced by dinoflagellates of the genera Alexandrium, Gymnodium, and Pyrodinium. Here we investigated if the genomic CPN of sxtA4 is related to PST content in Alexandrium minutum cells. SxtA4 is the 4th domain of the sxtA gene and its presence is essential for PST synthesis in dinoflagellates. We used PST and genome size measurements as well as quantitative PCR to analyze sxtA4 CPN and toxin content in 15 A. minutum strains. Our results show a strong positive correlation between the sxtA4 CPN and the total amount of PST produced in actively growing A. minutum cells. This correlation was independent of the toxin profile produced, as long as the strain contained the genomic domains sxtA1 and sxtA4.",Frontiers in Microbiology,2015,P217,dinoflagellate,train,,,,paralytic shellfish toxin content is related to genomic sxta4 copy number in alexandrium minutum strains,title
transcriptome,"Alexandrium diversaporum sp. nov., a new non-saxitoxin producing species: Phylogeny, morphology and sxtA genes","Species of the PST producing planktonic marine dinoflagellate genus Alexandrium have been intensively scrutinised, and it is therefore surprising that new taxa can still be found. Here we report a new species, Alexandrium diversaporum nov. sp., isolated from spherical cysts found at two sites in Tasmania, Australia. This species differs in its morphology from all previously reported Alexandrium species, possessing a unique combination of morphological features: the presence of 2 size classes of thecal pores on the cell surface, a medium cell size, the size and shape of the 6?, 1', 2? and Sp plates, the lack of a ventral pore, a lack of anterior and posterior connecting pores, and a lack of chain formation. We determined the relationship of the two strains to other species of Alexandrium based on an alignment of concatenated SSU-ITS1, 5.8S, ITS2 and partial LSU ribosomal RNA sequences, and found A. diversaporum to be a sister group to Alexandrium leei with high support. A. leei shares several morphological features, including the relative size and shapes of the 6?, 1', 2? and Sp plates and the fact that some strains of A. leei have two size classes of thecal pores. We examined A. diversaporum strains for saxitoxin production and found them to be non-toxic. The species lacked sequences for the domain A4 of sxtA, as has been previously found for non-saxitoxin producing species of Alexandrium.",Harmful Algae,2014,P012,dinoflagellate,train,,,,alexandrium diversaporum sp nov a new non saxitoxin producing species phylogeny morphology and sxta genes,title
effect,Molecular phylogeny and PSP toxin profile of the Alexandrium tamarense species complex along the coast of China,"To explore the genetic diversity and paralytic shellfish poisoning (PSP) toxin profile of the Alexandrium tamarense species complex along the coast of China, 67 strains of A. tamarense from the China Sea were collected and genetic diversity were analyzed based on the rDNA sequences. In addition, PSP toxin compositions and contents were detected by HPLC. According to the 5.8S rDNA and ITS, and LSU rDNA D1-D2 sequence, A. tamarense in the China Sea comprises at least Group IV and Group I ribotypes. In these Chinese strains, the toxins with the highest concentration in the profile were C1/2, gonyautoxins 1/4 (GTX1/4) and neosaxitoxin (NEO). However, the toxin profiles were atypical and C1/2 toxins were not detected in some strains. No strict correlation was observed between the PSP toxins profile and the geographical distribution.",Marine Pollution Bulletin,2014,P044,dinoflagellate,train,,,,molecular phylogeny and psp toxin profile of the alexandrium tamarense species complex along the coast of china,title
effect,Impact of elevated pCO? on paralytic shellfish poisoning toxin content and composition in Alexandrium tamarense,"Ocean acidification is considered a major threat to marine ecosystems and may particularly affect primary producers. Here we investigated the impact of elevated pCO? on paralytic shellfish poisoning toxin (PST) content and composition in two strains of Alexandrium tamarense, Alex5 and Alex2. Experiments were carried out as dilute batch to keep carbonate chemistry unaltered over time. We observed only minor changes with respect to growth and elemental composition in response to elevated pCO?. For both strains, the cellular PST content, and in particular the associated cellular toxicity, was lower in the high CO? treatments. In addition, Alex5 showed a shift in its PST composition from a non-sulfated analogue towards less toxic sulfated analogues with increasing pCO?. Transcriptomic analyses suggest that the ability of A. tamarense to maintain cellular homeostasis is predominantly regulated on the post-translational level rather than on the transcriptomic level. Furthermore, genes associated to secondary metabolite and amino acid metabolism in Alex5 were down-regulated in the high CO? treatment, which may explain the lower PST content. Elevated pCO? also induced up-regulation of a putative sulfotransferase sxtN homologue and a substantial down-regulation of several sulfatases. Such changes in sulfur metabolism may explain the shift in PST composition towards more sulfated analogues. All in all, our results indicate that elevated pCO? will have minor consequences for growth and elemental composition, but may potentially reduce the cellular toxicity of A. tamarense.",Toxicon: Official Journal of the International Society on Toxinology,2014,P047,dinoflagellate,train,,,,impact of elevated pco on paralytic shellfish poisoning toxin content and composition in alexandrium tamarense,title
