collection,title,abstract,journal,year,paper_id,domain,group,doi,pmid,doi_clean,title_clean,match_type
detection,Using the radioligand-receptor binding assay for paralytic shellfish toxins: A case study on shellfish from Morocco,"Paralytic shellfish poisoning (PSP) events occur regularly along the Mediterranean and Atlantic coast of Morocco, and have been responsible for several severe cases of human intoxication. Along the southern Atlantic coast of Morocco, aquaculture and intensive artisanal fishing practices have recently been particularly heavily impacted, and toxic species have been observed in increasing intensity and frequency. In the 1990's a regulatory monitoring program was established for the coastal waters off Morocco by the National Institute of Fisheries Research (INRH), to reduce the risk of intoxication with biotoxins. The regulatory monitoring is conducted weekly and includes toxic phytoplankton enumeration and identification, as well as saxitoxin (STX) analysis in seafood using the mouse bioassay (MBA). Animal testing remains the most widely used screening method for PSP toxin detection, yet its use is being reconsidered for animal-related ethical issues, as well as for practical considerations. To be able to better evaluate alternatives to animal testing, the performance of a nuclear-based radioligand-receptor binding assay (RBA) for paralytic shellfish toxins was assessed and compared with the MBA using four commercially important shellfish matrices, including cockles Cerastoderma edule, razor shells Solen marginatus, oysters Crassostrea gigas, and mussels Perna perna. Over 50 samples were collected and analysed as part of the regulatory monitoring framework including a suite of monthly samples from 2017 and all samples identified as toxic by MBA since 2011. Testing of reference material and evaluation of assay-critical parameters (e.g. slope of calibration curve, internal quality control QC and IC50) confirmed the robustness of the RBA methodology. With this RBA method, STX-like activity detected in shellfish samples ranged from 33 to 8500??g STX equivalents per kg. RBA data were significantly correlated (P?<?0.0001, Pearson r?=?0.96) with the MBA-derived dataset. Importantly, the RBA method allowed for the detection and quantification of PSP toxins at levels not detectable by using the mouse bioassay. The limits of quantification of the RBA was calculated and found to be 10-fold lower than that of the MBA, respectively 35.24?±?5.99 and 325??g STX equivalents per kg of tissue. In addition, the RBA was easier to use and produced reliable results more rapidly than the MBA and without use of live animals. Considering the increasing risks associated with harmful algal blooms, globally and in Morocco, together with the increased development of aquaculture production and seafood consumption and the difficulties of live animal testing, these findings indicate that the RBA method is a reliable and effective alternative to the MBA method.",Journal of Environmental Radioactivity,2018,P027,dinoflagellate,test,,,,using the radioligand receptor binding assay for paralytic shellfish toxins a case study on shellfish from morocco,not_found
environmental,Impact of nitrogen chemical form on the isotope signature and toxicity of a marine dinoflagellate,"Despite a global interest in the relationship between harmful algal blooms (HABs) and eutrophication, the impact of natural versus anthropogenic nutrient sources on species composition or toxicity of HABs remains unclear. Stable isotopes are used to identify and track nitrogen (N) sources to water bodies, and thus can be used to ascertain the N source(s) used by the phytoplankton in those systems. To focus this tool for a particular species, the fundamental patterns of N isotope fractionation by that organism must first be understood. While literature is available describing N isotope fractionation by diatoms and coccolithophores, data are lacking regarding dinoflagellates. Here we investigated the effects of N chemical form on isotope fractionation (?) and toxin content using isolates of the autotrophic dinoflagellate, Alexandrium catenella, in single-N and mixed-N experiments. Growth of A. catenella exclusively on nitrate (NO3 -), ammonium (NH4 +), or urea, resulted in ? of 2.7±1.4, 29±9.3, or 0.3±0.1, respectively, with the lowest cellular toxicity reported during urea utilization. Cells initially utilized NH4 + and urea when exposed to mixed-N medium, and only utilized NO3 - after NH4 + decreased below 2-4 ?M. This pattern of N preference was similar across all N treatments, suggesting that there is no effect of preconditioning on N chemical preference by A. catenella. In NO3 - and urea-rich environments, the ?15N of Alexandrium catenella would resemble the source(s) of N utilized, supporting this tool's utility as a tracer of N source(s) facilitating bloom formation, however, caution is advisable in NH4 + rich environments where the large ? value could lead to misinterpretation of the signal.",Marine Ecology Progress Series,2018,P091,dinoflagellate,test,,,,impact of nitrogen chemical form on the isotope signature and toxicity of a marine dinoflagellate,not_found
mechanisms,Whole Transcriptomic Analysis Provides Insights into Molecular Mechanisms for Toxin Biosynthesis in a Toxic Dinoflagellate Alexandrium catenella (ACHK-T),"Paralytic shellfish toxins (PSTs), a group of neurotoxic alkaloids, are the most potent biotoxins for aquatic ecosystems and human health. Marine dino...",Toxins,2017,P141,dinoflagellate,test,,,,whole transcriptomic analysis provides insights into molecular mechanisms for toxin biosynthesis in a toxic dinoflagellate alexandrium catenella achk t,not_found
hab,"Which species, Alexandrium catenella (Group I) or A. pacificum (Group IV), is really responsible for past paralytic shellfish poisoning outbreaks in Jinhae-Masan Bay, Korea?","Paralytic shellfish poisoning (PSP) caused the deaths of four people in coastal area of Korea, mainly Jinhae-Masan Bay and adjacent areas, in April 1986 and in 1996. The PSP outbreaks were caused by the consumption of mussels, Mytilus edulis. The organism that caused PSP was identified, from morphological data only, as Alexandrium tamarense which is recently renamed as A. catenella, however recent studies have shown that the morphological diagnostic characteristics used to identify Alexandrium species have uncertainties and molecular tools and other criteria should be considered as well. The organism that caused past PSP outbreaks and incidents in Korea therefore need to be carefully reconsidered. The aim of this study was to re-evaluate the species really responsible for past outbreaks of PSP in Jinhae-Masan Bay, Korea. The temporal production and fluxes of the resting cysts of Alexandrium species were investigated for one year (from March 2011 to February 2012) using a sediment trap, and the morphology and phylogeny of vegetative cells germinated from the resting cysts were analysed. The production of Alexandrium species peaked in August and November, when temporal discrepancies were found in the water temperature (22.4 and 22.7°C in August, 19.1 and 19.6°C in November) and salinity (29.5 and 26.1 psu in August, 30.5 and 31.8 psu in November). The morphological data revealed that Alexandrium species germinated from resting cysts collected in August have a ventral pore on the 1' plate, whereas the 1' plate in Alexandrium species germinated from resting cysts collected in November lacks a ventral pore. Molecular phylogenetic data for the vegetative cells from the germination experiments allowed the August and November peaks to be assigned to Alexandrium catenella (Group I) and A. pacificum (Group IV), respectively. This indicates that the production of resting cysts of A. catenella can be enhanced by relatively high water temperature. This result is not consistent with those of previous studies that A. catenella responsible for PSP outbreaks was found at relatively low water temperature. In addition, large subunit ribosomal sequences data revealed that A. pacificum isolates from Korea were closely related to those from Australia, Japan and New Zealand where the PSP toxicity of shellfish and blooms occurred in the 1990s, indicating that the introduction of toxic dinoflagellates were related to ballast water from bulk-cargo shipping. Based on these results, we concluded that past PSP outbreaks in Jinhae-Masan Bay of Korea could have been caused by A. pacificum rather than by A. catenella.",Harmful Algae,2017,P236,dinoflagellate,test,,,,which species alexandrium catenella group i or a pacificum group iv is really responsible for past paralytic shellfish poisoning outbreaks in jinhae masan bay korea,not_found
detection,Liquid Chromatography with a Fluorimetric Detection Method for Analysis of Paralytic Shellfish Toxins and Tetrodotoxin Based on a Porous Graphitic Carbon Column,"Paralytic shellfish toxins (PST) traditionally have been analyzed by liquid chromatography with either pre- or post-column derivatization and always with a silica-based stationary phase. This technique resulted in different methods that need more than one run to analyze the toxins. Furthermore, tetrodotoxin (TTX) was recently found in bivalves of northward locations in Europe due to climate change, so it is important to analyze it along with PST because their signs of toxicity are similar in the bioassay. The methods described here detail a new approach to eliminate different runs, by using a new porous graphitic carbon stationary phase. Firstly we describe the separation of 13 PST that belong to different groups, taking into account the side-chains of substituents, in one single run of less than 30 min with good reproducibility. The method was assayed in four shellfish matrices: mussel (Mytillus galloprovincialis), clam (Pecten maximus), scallop (Ruditapes decussatus) and oyster (Ostrea edulis). The results for all of the parameters studied are provided, and the detection limits for the majority of toxins were improved with regard to previous liquid chromatography methods: the lowest values were those for decarbamoyl-gonyautoxin 2 (dcGTX2) and gonyautoxin 2 (GTX2) in mussel (0.0001 mg saxitoxin (STX)·diHCl kg(-1) for each toxin), decarbamoyl-saxitoxin (dcSTX) in clam (0.0003 mg STX·diHCl kg(-1)), N-sulfocarbamoyl-gonyautoxins 2 and 3 (C1 and C2) in scallop (0.0001 mg STX·diHCl kg(-1) for each toxin) and dcSTX (0.0003 mg STX·diHCl kg(-1) ) in oyster; gonyautoxin 2 (GTX2) showed the highest limit of detection in oyster (0.0366 mg STX·diHCl kg(-1)). Secondly, we propose a modification of the method for the simultaneous analysis of PST and TTX, with some minor changes in the solvent gradient, although the detection limit for TTX does not allow its use nowadays for regulatory purposes.",Toxins,2016,P029,dinoflagellate,test,,,,liquid chromatography with a fluorimetric detection method for analysis of paralytic shellfish toxins and tetrodotoxin based on a porous graphitic carbon column,not_found
effect,Analysis of paralytic shellfish toxins and their metabolites in shellfish from the North Yellow Sea of China,"Samples of toxic scallop (Patinopecten yessoensis) and clam (Saxidomus purpuratus) collected on the northern coast of China from 2008 to 2009 were analysed. High-performance liquid chromatography with post-column oxidation and fluorescence detection was used to determine the profile of the main paralytic shellfish poisoning (PSP) toxins in these samples and their total toxicity. Hydrophilic interaction liquid ion chromatography with mass spectrometric detection confirmed the toxin profile and detected several metabolites in the shellfish. Results show that C1/2 toxins were the most dominant toxins in the scallop and clam samples. However, GTX1/4 and GTX2/3 were also present. M1 was the predominant metabolite in all the samples, but M3 and M5 were also identified, along with three previously unreported presumed metabolites, M6, M8 and M10. The results indicate that the biotransformation of toxins was species specific. It was concluded that the reductive enzyme in clams is more active than in scallops and that an enzyme in scallops is more apt to catalyse hydrolysis of both the sulfonate moiety at the N-sulfocabamoyl of C toxins and the 11-hydroxysulfate of C and GTX toxins to produce metabolites. This is the first report of new metabolites of PSP toxins in scallops and clams collected in China.","Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment",2012,P050,dinoflagellate,train,,,,analysis of paralytic shellfish toxins and their metabolites in shellfish from the north yellow sea of china,not_found
environmental,Effects of different nitrate and phosphate concentrations on the growth and toxin production of an Alexandrium tamarense strain collected from Drake Passage,"Nitrate (N) and phosphate (P) are believed to be two of the most important nutrients for the growth and toxin production for Alexandrium species. The study of the growth and toxicity characteristics of the Alexandrium spp. under the change of N and P can help us to understand the dynamics of algal bloom and toxification events in natural environments. A strain of Alexandrium tamarense (designated as Kci) was successfully isolated from the Drake Passage in 2001 and the clonal culture has been kept in our laboratory (Ho et al., 2003, 2012). In order to extend our understanding on the growth physiology and toxicity of this A. tamarense strain, growth and cellular toxin content were examined in unialgal batch cultures under different concentrations of N and P. The effects of variable N, P concentrations on growth, cellular toxicity (fg STXeq. cell(-1)), and toxin composition (% molar) were determined in both exponential and stationary growth phases. The toxin profile, determined by high-performance liquid chromatography with fluorescence detection (HPLC-FD), was found to be remained relatively stable and was consistently dominated by the N-sulfocarbamoyl C-toxins (>90%) under different conditions and growth phases. There were also trace amounts of other carbamate gonyautoxins consistently expressed. The cellular toxicity varied under different N and P concentrations, as well as different growth stages. A positive correlation was observed between cellular toxicity and N concentrations, but the toxicity was enhanced when P was depleted. Both cell densities and growth rate of the cells were severely suppressed under N- or P-depletion. However, the biovolume of the cells tended to be larger at N- or P-depleted cultures. Results from the present study provide valuable insight for the ecophysiology of Alexandrium species in the coastal ecosystem of Drake Passage.",Marine Environmental Research,2012,P110,dinoflagellate,train,,,,effects of different nitrate and phosphate concentrations on the growth and toxin production of an alexandrium tamarense strain collected from drake passage,not_found
policy_monitoring,Monitoring phytoplankton and marine biotoxins in production waters of the Netherlands: results after one decade,"Shellfish products may be contaminated with marine biotoxins which, after consumption, may lead to human illness. The Netherlands has a regular monitoring programme for marine biotoxins and the possible toxic phytoplankton in shellfish production waters. The aim of the current study was to evaluate the presence of potential toxic phytoplankton species and marine biotoxins in Dutch production waters over the last decade, and to analyse the relationship between toxin levels and abundance of possible causative phytoplankton species. The results of the monitoring programme of the period 1999-2009 were used. The presence of Alexandrium spp. were negligible, but Pseudo-nitzschia spp. and phytoplankton causing diarrhetic shellfish poisoning (DSP toxin-producing phytoplankton) were present in nearly all three main production areas and years. The main DSP toxin-producing species was Dinophysis acuminata followed by D. rotundata and Prorocentrum lima. Toxins causing paralytic shellfish poisoning (PSP) and amnesic shellfish poisoning (ASP) were present in only a few individual shellfish samples, all at low levels. At the end of 2002, an episode of DSP toxicity was recorded, based on the rat bioassay results. Of the samples that were chemically analysed for DSP toxins in 2007 and 2008, about half of the samples in 2007 contained these toxins, although levels were low and no positive results were obtained using the rat bioassay. There was a slight positive correlation between concentrations of DSP toxin-producing phytoplankton and levels of DSP toxins in 2007. Increased DSP toxin levels were found up to 5 weeks after the peak in DSP toxin-producing phytoplankton. This positive, but weak, relationship needs to be confirmed in future research using more samples and chemical methods to quantify the presence of DSP toxins. If this relationship is further substantiated and quantified, it could be used within the current monitoring programme in the Netherlands to predict the risk areas regarding DSP toxicity in shellfish.","Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment",2012,P148,dinoflagellate,train,,,,monitoring phytoplankton and marine biotoxins in production waters of the netherlands results after one decade,not_found
toxin_profile,Analysis of paralytic shellfish toxins and their metabolites in shellfish from the North Yellow Sea of China,"Samples of toxic scallop (Patinopecten yessoensis) and clam (Saxidomus purpuratus) collected on the northern coast of China from 2008 to 2009 were analysed. High-performance liquid chromatography with post-column oxidation and fluorescence detection was used to determine the profile of the main paralytic shellfish poisoning (PSP) toxins in these samples and their total toxicity. Hydrophilic interaction liquid ion chromatography with mass spectrometric detection confirmed the toxin profile and detected several metabolites in the shellfish. Results show that C1/2 toxins were the most dominant toxins in the scallop and clam samples. However, GTX1/4 and GTX2/3 were also present. M1 was the predominant metabolite in all the samples, but M3 and M5 were also identified, along with three previously unreported presumed metabolites, M6, M8 and M10. The results indicate that the biotransformation of toxins was species specific. It was concluded that the reductive enzyme in clams is more active than in scallops and that an enzyme in scallops is more apt to catalyse hydrolysis of both the sulfonate moiety at the N-sulfocabamoyl of C toxins and the 11-hydroxysulfate of C and GTX toxins to produce metabolites. This is the first report of new metabolites of PSP toxins in scallops and clams collected in China.","Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment",2012,P197,dinoflagellate,train,,,,analysis of paralytic shellfish toxins and their metabolites in shellfish from the north yellow sea of china,not_found
evolution,"Extraordinary conservation, gene loss, and positive selection in the evolution of an ancient neurotoxin","The recent determination of the genetic basis for the biosynthesis of the neurotoxin, saxitoxin, produced by cyanobacteria, has revealed a highly complex sequence of reactions, involving over 30 biosynthetic steps encoded by up to 26 genes clustered at one genomic locus, sxt. Insights into evolutionary-ecological processes have been found through the study of such secondary metabolites because they consist of a measurable phenotype with clear ecological consequences, synthesized by known genes in a small number of species. However, the processes involved in and timing of the divergence of prokaryotic secondary metabolites have been difficult to determine due to their antiquity and the possible frequency of horizontal gene transfer and homologous recombination. Through analyses of gene synteny, phylogenies of individual genes, and analyses of recombination and selection, we identified the evolutionary processes of this cluster in five species of cyanobacteria. Here, we provide evidence that the sxt cluster appears to have been largely vertically inherited and was therefore likely present early in the divergence of the Nostocales, at least 2,100 Ma, the earliest reliably dated appearance of a secondary metabolite. The sxt cluster has been extraordinarily conserved through stabilizing selection. Genes have been lost and rearranged, have undergone intra- and interspecific recombination, and have been subject to duplication followed by positive selection along the duplicated lineage, with likely consequences for the toxin analogues produced. Several hypotheses exist as to the ecophysiological role of saxitoxin: as a method of chemical defense, cellular nitrogen storage, DNA metabolism, or chemical signaling. The antiquity of this gene cluster indicates that potassium channels, not sodium channels, may have been the original targets of this compound. The extraordinary conservation of the machinery for saxitoxin synthesis, under radically changing environmental conditions, shows that it has continued to play an important adaptive role in some cyanobacteria.",Molecular Biology and Evolution,2011,P126,dinoflagellate,train,,,,extraordinary conservation gene loss and positive selection in the evolution of an ancient neurotoxin,not_found
hab,"Dynamics of Alexandrium fundyense blooms and shellfish toxicity in the Nauset Marsh System of Cape Cod (Massachusetts, USA)","Paralytic Shellfish Poisoning (PSP) toxins are annually recurrent along the Massachusetts coastline (USA), which includes many small embayments and salt ponds. Among these is the Nauset Marsh System (NMS), which has a long history of PSP toxicity. Little is known, however, about the bloom dynamics of the causative organism Alexandrium fundyense within that economically and socially important system. The overall goal of this work was to characterize the distribution and dynamics of A. fundyense blooms within the NMS and adjacent coastal waters by documenting the distribution and abundance of resting cysts and vegetative cells. Cysts were found predominantly in three drowned kettle holes or salt ponds at the distal ends of the NMS - Salt Pond, Mill Pond, and Town Cove. The central region of the NMS had a much lower concentration of cysts. Two types of A. fundyense blooms were observed. One originated entirely within the estuary, seeded by cysts in the three seedbeds. These blooms developed independently of each other and of the A. fundyense population observed in adjacent coastal waters outside the NMS. The temporal development of the blooms was different in the three salt ponds, with initiation differing by as much as 30 days. These differences do not appear to reflect the initial cyst abundances in these locations, and may simply result from higher cell retention and higher nutrient concentrations in Mill Pond, the first site to bloom. Germination of cysts accounted for a small percentage of the peak cell densities in the ponds, so population size was influenced more by the factors affecting growth than by cyst abundance. Subsurface cell aggregation (surface avoidance) limited advection of the vegetative A. fundyense cells out of the salt ponds through the shallow inlet channels. Thus, the upper reaches of the NMS are at the greatest risk for PSP since the highest cyst abundances and cell concentrations were found there. After these localized blooms in the salt ponds peaked and declined, a second, late season bloom occurred within the central portions of the NMS. The timing of this second bloom relative to those within the salt ponds and the coastal circulation patterns at that time strongly suggest that those cells originated from a regional A. fundyense bloom in the Gulf of Maine, delivered to the central marsh from coastal waters outside the NMS through Nauset Inlet. These results will guide policy decisions about water quality as well as shellfish monitoring and utilization within the NMS and highlight the potential for ""surgical"" closures of shellfish during PSP events, leaving some areas open for harvesting while others are closed.",Harmful Algae,2011,P235,dinoflagellate,train,,,,dynamics of alexandrium fundyense blooms and shellfish toxicity in the nauset marsh system of cape cod massachusetts usa,not_found
detection,Comparison of analytical tools and biological assays for detection of paralytic shellfish poisoning toxins,"The paralytic shellfish poisoning toxins (PSTs) were, as their name suggests, discovered as a result of human poisoning after consumption of contaminated shellfish. More recently, however, the same toxins have been found to be produced by freshwater cyanobacteria. These organisms have worldwide distribution and are common in our sources of drinking water, thus presenting another route of potential human exposure. However, the regulatory limits for PSTs in drinking water are considerably lower than in shellfish. This has increased the need to find alternatives to the mouse bioassay, which, apart from being ethically questionable, does not have a limit of detection capable of detecting the PSTs in water at the regulated concentrations. Additionally, the number of naturally occurring PSTs has grown substantially since saxitoxin was first characterised, markedly increasing the analytical challenge of this group of compounds. This paper summarises the development of chromatographic, toxicity, and molecular sensor binding methodologies for detection of the PSTs in shellfish, cyanobacteria, and water contaminated by these toxins. It then summarises the advantages and disadvantages of their use for particular applications. Finally it recommends some future requirements that will contribute to their improvement for these applications.",Analytical and Bioanalytical Chemistry,2010,P025,dinoflagellate,train,,,,comparison of analytical tools and biological assays for detection of paralytic shellfish poisoning toxins,not_found
review,Marine toxins: an overview,"Oceans provide enormous and diverse space for marine life. Invertebrates are conspicuous inhabitants in certain zones such as the intertidal; many are soft-bodied, relatively immobile and lack obvious physical defenses. These animals frequently have evolved chemical defenses against predators and overgrowth by fouling organisms. Marine animals may accumulate and use a variety of toxins from prey organisms and from symbiotic microorganisms for their own purposes. Thus, toxic animals are particularly abundant in the oceans. The toxins vary from small molecules to high molecular weight proteins and display unique chemical and biological features of scientific interest. Many of these substances can serve as useful research tools or molecular models for the design of new drugs and pesticides. This chapter provides an initial survey of these toxins and their salient properties.",Progress in Molecular and Subcellular Biology,2009,P181,dinoflagellate,train,,,,marine toxins an overview,not_found
review,Biotechnological significance of toxic marine dinoflagellates,"Dinoflagellates are microalgae that are associated with the production of many marine toxins. These toxins poison fish, other wildlife and humans. Dinoflagellate-associated human poisonings include paralytic shellfish poisoning, diarrhetic shellfish poisoning, neurotoxic shellfish poisoning, and ciguatera fish poisoning. Dinoflagellate toxins and bioactives are of increasing interest because of their commercial impact, influence on safety of seafood, and potential medical and other applications. This review discusses biotechnological methods of identifying toxic dinoflagellates and detecting their toxins. Potential applications of the toxins are discussed. A lack of sufficient quantities of toxins for investigational purposes remains a significant limitation. Producing quantities of dinoflagellate bioactives requires an ability to mass culture them. Considerations relating to bioreactor culture of generally fragile and slow-growing dinoflagellates are discussed. Production and processing of dinoflagellates to extract bioactives, require attention to biosafety considerations as outlined in this review.",Biotechnology Advances,2007,P182,dinoflagellate,train,,,,biotechnological significance of toxic marine dinoflagellates,not_found
effect,Toxin profile of Alexandrium ostenfeldii (Dinophyceae) from the Northern Adriatic Sea revealed by liquid chromatography-mass spectrometry,"This paper reports on the first occurrence of fairly high numbers of Alexandrium ostenfeldii along the Emilia Romagna coasts (Italy). Detailed liquid chromatography-mass spectrometry (LC-MS) analyses of the toxin profile were performed on a strain of the organism collected in November 2003, isolated during the event and grown in culture. Selected ion monitoring (SIM) and multiple reaction monitoring (MRM) experiments were carried out for detection of spirolides and paralytic shellfish poisoning (PSP) toxins. They revealed that the Adriatic A. ostenfeldii produces mainly spirolide 13-desmethyl C at levels of 3.7 pg/cell but not PSP toxins. Interestingly, low levels of some spirolide isomers that have not been reported so far in other strains of the dinoflagellate were also detected. This represents the first report of spirolide-type toxins in the Adriatic Sea.",Toxicon: Official Journal of the International Society on Toxinology,2006,P059,dinoflagellate,train,,,,toxin profile of alexandrium ostenfeldii dinophyceae from the northern adriatic sea revealed by liquid chromatography mass spectrometry,not_found
environmental,Nitrate and phosphate supplementation to increase toxin production by the marine dinoflagellate Alexandrium tamarense,"Alexandrium tamarense toxins have great value in biotechnology research as well as important in connection with shellfish poisoning. The influence of nitrate or nitrate and phosphate supplementation on cell biomass and toxin content were investigated in batch cultures. When cultures at low nitrate (88.2 microM NaNO(3)) were supplemented with 793.8 microM NaNO(3) at day 10 the cell density and cellular toxin contents were increased by 6-29% and 20-76%, respectively, compared with controls, and maximal values were 43,600 cells/ml (day 38) and 0.91 pg/cell (day 31). Supplementation with nitrate at day 14 or with nitrate and phosphate at day 10/14 to the cultures did not increase the cell density compared with the non-supplemented middle nitrate or high phosphate (108 microM NaH(2)PO(4)) cultures, respectively, but increased the cellular toxin contents by an average of 52%. The results showed that supplementation with nitrate or with nitrate and phosphate at different growth phases of the cultures increased toxin yield by an average of 46%. Supplementation with nitrate at selected times to maintain continuous low level of nitrate might contribute to the effective increase of toxin yield of A. tamarense.",Marine Pollution Bulletin,2006,P108,dinoflagellate,train,,,,nitrate and phosphate supplementation to increase toxin production by the marine dinoflagellate alexandrium tamarense,not_found
environmental,Nitrogen:Phosphorus supply ratio may control the protein and total toxin of dinoflagellate Alexandrium tamarense,"The protein and total toxin of dinoflagellate Alexandrium tamarense at the exponential growth phase were studied at four N:P supply ratios=8, 16, 24 and 48 by maintaining the N concentration at 880 microM with variable P concentrations without nutrient limitation. Because A. tamarense grew well at all N:P supply ratios, they might synthesize RNA which contains high phosphorus and consequently low N:P atomic ratio of cells might be retained during exponential growth phase. Cellular protein:C ratio and toxin:C ratio depended on N:P supply ratio, suggesting that intracellular biochemical composition of A. tamarense might vary due to N:P supply conditions. These biochemical changes could not be detected by only investigations of cellular N:C atomic ratio which was independent on N:P supply ratio. Total cellular toxin contents of A. tamarense increased with increasing N:P supply ratio, indicated that total cellular toxin contents of A. tamarense might be stimulated by relative P-deficiency. In situ P concentration of the Seto Inland Sea of Japan has been reduced since 1980s the environmental regulation issued by Japanese Government, and therefore N:P supply ratio of input water from adjacent rivers has became higher than the Redfield ratio. The present study may suggest that the reduction of P supply into ambient sea water might cause A. tamarense to accumulate more toxin within the cell, in result, noxious A. tamarense would be more influential to marine organisms in coastal ecosystem.",Toxicon: Official Journal of the International Society on Toxinology,2006,P109,dinoflagellate,train,,,,nitrogen phosphorus supply ratio may control the protein and total toxin of dinoflagellate alexandrium tamarense,not_found
toxin_profile,Toxin profile of Alexandrium ostenfeldii (Dinophyceae) from the Northern Adriatic Sea revealed by liquid chromatography-mass spectrometry,"This paper reports on the first occurrence of fairly high numbers of Alexandrium ostenfeldii along the Emilia Romagna coasts (Italy). Detailed liquid chromatography-mass spectrometry (LC-MS) analyses of the toxin profile were performed on a strain of the organism collected in November 2003, isolated during the event and grown in culture. Selected ion monitoring (SIM) and multiple reaction monitoring (MRM) experiments were carried out for detection of spirolides and paralytic shellfish poisoning (PSP) toxins. They revealed that the Adriatic A. ostenfeldii produces mainly spirolide 13-desmethyl C at levels of 3.7 pg/cell but not PSP toxins. Interestingly, low levels of some spirolide isomers that have not been reported so far in other strains of the dinoflagellate were also detected. This represents the first report of spirolide-type toxins in the Adriatic Sea.",Toxicon: Official Journal of the International Society on Toxinology,2006,P206,dinoflagellate,train,,,,toxin profile of alexandrium ostenfeldii dinophyceae from the northern adriatic sea revealed by liquid chromatography mass spectrometry,not_found
policy_monitoring,[Analysis of paralytic shellfish poison of bivalves in seafood market in Guangzhou],"OBJECTIVE: The investigations of the paralytic shellfish poisoning (PSP) from Huangsha seafood market of Guangzhou was performed to assess the risk of PSP in bivalves. METHODS: The concentration and profiles of PSP toxins in bivalves were determined by mouse bioassay of AOAC and high-performance liquid chromatography (HPLC). The risk assessment of PSP in bivalves was conducted with FAO and Chinese Administration Organization of Fish Culture and Seaport. RESULTS: The content of PSP detected was lower than the safe standard (4 MU/g meat) in all of the 84 samples, one of which had the highest toxicity with 1.84 MU/g muscle. These results suggested that the bivalves in seafood market was safe to feed. It was 9 samples' gland in 2 species that be detected to have PSP in the bivalves being researched, the muscles had few PSP. The concentration of PSP in one sample's gland exceeded the threshold of FAO (4 MU/g) with 14.52 MU/g meat, and the profiles of PSP in the gland were B1, GTX2/3, GTX1/4 and C according to HPLC. CONCLUSION: These results suggested that both of the concentration and detection rate of PSP of bivalves in seafood market in Guangzhou were low as a whole, but the content and discovery rate of PSP were far higher in glands than in the muscles, and the PSP content in one gland exceeded the threshold of Standard. The levels of PSP contamination in shellfish was characteristic of season. The toxins level in shellfish were the maximum in spring, but the frequency of toxins detected in shellfish was higher in summer and autumn, so the detection and risk assessment of PSP in bivalves from seafood market was essential in the future.",Wei Sheng Yan Jiu = Journal of Hygiene Research,2005,P153,dinoflagellate,train,,,,analysis of paralytic shellfish poison of bivalves in seafood market in guangzhou,not_found
environmental,Variability in toxicity of the dinoflagellate Alexandrium tamarense in response to different nitrogen sources and concentrations,"Nitrogen (N) supply in pulses was simulated by exposing Alexandrium tamarense which was acclimatized at low N concentration (6 microM-N) to sudden increase in concentrations of nitrate, ammonium and urea, and the variability in toxicity due to nutrient status of A. tamarense was examined. The toxin composition did not vary dramatically among the three N sources, however, ammonium induced the highest concentration of intracellular toxin, followed by urea and then nitrate. Therefore, populations utilizing high ammonium concentration could be more toxic than those growing on nitrate or urea. The toxin content was dependent on the cellular N status of nitrate grown cells only, suggesting that the competition for N in toxin production with other metabolic pathways such as growth may be different among N sources. The relationship between toxin and nutrient status is a complex interaction and it involves the redistribution of cellular N within the cells. Understanding the toxin dynamics of natural populations in relation to nutrient is essential for the mitigation of harmful dinoflagellates in a given coastal ecosystem.",Toxicon: Official Journal of the International Society on Toxinology,2004,P092,dinoflagellate,train,,,,variability in toxicity of the dinoflagellate alexandrium tamarense in response to different nitrogen sources and concentrations,not_found
policy_monitoring,Use of sodium transfer tissue biosensor (STTB) for monitoring of marine toxic organism,"A highly sensitive sodium (Na+) transfer tissue biosensor (STTB) was designed using a frog bladder membrane to measure paralytic shellfish poisons (PSP). The STTB consists, of a Na+ electrode covered by the membrane, which was then integrated into a flow-through system for continuous measurements. In the absence of Na+ channel blocker, active transfer of Na+ occurred from inside to outside across the frog membrane. When the STTB was used to measure the Na+ -dependent dissociation of PSP, it was able to detect PSB at a level contained in a single cell. However, 5 fg or higher (100 cells or more) is needed for accurate and reproducible measurements. The toxicity obtained by the STTB was significantly correlated (r = 0.9449) to that determined by the HPLC. Therefore, the simple method of the STTB can be used not only to detect a low level PSP in toxic plankton populations, but also to monitor poisons in shellfish.",Journal of Environmental Biology,2004,P162,dinoflagellate,train,,,,use of sodium transfer tissue biosensor sttb for monitoring of marine toxic organism,not_found
