source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
PubMed,16512256.0,,2006.0,Marine and freshwater toxins.,"In a very busy and exciting year, 2005 included First Action approval of a much needed official method for paralytic shellfish toxins and multiple international toxin symposia highlighted by groundbreaking research. These are the first-year milestones and activities of the Marine and Freshwater Toxins Task Force and Analytical Community. Inaugurated in 2004 and described in detail in last year's General Referee Report (1) this international toxins group has grown to 150 members from many regions and countries. Perhaps most important they are now making important and global contributions to food safety and to providing alternatives to animal-based assays. Official Method 2005.06 was first approved in late 2004 by the Task Force and subsequently Official First Action in 2005 (2) by the Methods Committee on Natural Toxins and Food Allergens and the Official Methods Board. This nonproprietary method (3) is a precolumn oxidation, liquid chromatographic method that makes good use of fluorescence detection to provide high sensitivity detection of the saxitoxins. It has also proven to be rugged enough for regulatory use and the highest level of validation. As pointed out in the report of method principle investigator and Study Director James Lawrence, approval of 2005.06 now provides the first official alternative to the mouse bioassay after many decades of shellfish monitoring. This past year in April 2005 the group also held their first international conference, ""Marine and Freshwater Toxins Analysis: Ist Joint Symposium and AOAC Task Force Meeting,"" in Baiona, Spain. The 4-day conference consisted of research and stakeholder presentations and symposium-integrated subgroup sessions on ciguatoxins, saxitoxin assays and liquid chromatography (LC) methods for saxitoxins and domoic acids, okadaiates and azaspiracids, and yessotoxins. Many of these subgroups were recently formed in 2005 and are working towards their goals of producing officially validated analytical methods. (Abstracts from the Baiona 2005 meeting cited in this report can be found in the online version of the conference abstract book in the Files and Folders section of the Marine and Freshwater Toxins online community at www.aoac.org.) An active topic for discussion in Baiona and subsequent Task Force activities was the expert consultation for Codex which met in Oslo, Norway in 2004 (previously described and cited in last year's GR report, ref 1). The consultation group's executive summary report (http://www.fao.org/es/ESN/food/risk_biotoxin en.stm) describes suggested changes in action levels as well as methods, method validation, and other issues. September 2005 saw the AOAC Task Force efforts further supported by another symposium, ""Marine and Freshwater Toxins: Quality Methods for Food Safety and International Trade,"" at the AOAC INTERNATIONAL Annual Conference in Orlando, Florida. The multidisciplinary talks at this full day symposium ranged from ciguatoxins to cyanobacterial toxins, and spanned toxicology, biochemistry, molecular biology and analytical chemistry. Again, the symposium preceded Task Force meetings. Toxin subgroups, including a new group on cyanobacterial toxins, met for engaging and productive subgroup discussions. All of these activities were preceded by a Wiley Award symposium for Task Force member Mike Quilliam of NRC Canada. These talks, presented at a half-day symposium on the first day of the Annual Meeting, focused on Quilliam's work with LC tandem mass spectrometry (LC/MS/MS) and certified reference standards and materials, and included related presentations by some of his many research collaborators. To maintain flow and continuity between symposia and between Task Force meetings, the group now uses new electronic discussion forums. Individual subgroup areas, under the Marine and Freshwater Toxins Task Force, comprise this online community. First introduced by AOAC INTERNATIONAL in early 2005, these new resources are being used to distribute information and to supplement the in-person subgroup meetings and electronic mail in the group's validation efforts.",Journal of AOAC International,cyanobacterial saxitoxin,cyanobacteria_stx,,,,16512256.0,marine and freshwater toxins,pmid:16512256.0,,11,cyanobacteria_stx,cyanobacteria,3,0,0,1,0,paralytic shellfish toxins; saxitoxin; saxitoxins,,,cyanobacterial,
PubMed,16781774.0,,2006.0,Ecological and toxicological effects of inorganic nitrogen pollution in aquatic ecosystems: A global assessment.,"We provide a global assessment, with detailed multi-scale data, of the ecological and toxicological effects generated by inorganic nitrogen pollution in aquatic ecosystems. Our synthesis of the published scientific literature shows three major environmental problems: (1) it can increase the concentration of hydrogen ions in freshwater ecosystems without much acid-neutralizing capacity, resulting in acidification of those systems; (2) it can stimulate or enhance the development, maintenance and proliferation of primary producers, resulting in eutrophication of aquatic ecosystems; (3) it can reach toxic levels that impair the ability of aquatic animals to survive, grow and reproduce. Inorganic nitrogen pollution of ground and surface waters can also induce adverse effects on human health and economy. Because reductions in SO2 emissions have reduced the atmospheric deposition of H2SO4 across large portions of North America and Europe, while emissions of NOx have gone unchecked, HNO3 is now playing an increasing role in the acidification of freshwater ecosystems. This acidification process has caused several adverse effects on primary and secondary producers, with significant biotic impoverishments, particularly concerning invertebrates and fishes, in many atmospherically acidified lakes and streams. The cultural eutrophication of freshwater, estuarine, and coastal marine ecosystems can cause ecological and toxicological effects that are either directly or indirectly related to the proliferation of primary producers. Extensive kills of both invertebrates and fishes are probably the most dramatic manifestation of hypoxia (or anoxia) in eutrophic and hypereutrophic aquatic ecosystems with low water turnover rates. The decline in dissolved oxygen concentrations can also promote the formation of reduced compounds, such as hydrogen sulphide, resulting in higher adverse (toxic) effects on aquatic animals. Additionally, the occurrence of toxic algae can significantly contribute to the extensive kills of aquatic animals. Cyanobacteria, dinoflagellates and diatoms appear to be major responsible that may be stimulated by inorganic nitrogen pollution. Among the different inorganic nitrogenous compounds (NH4+, NH3, NO2-, HNO2NO3-) that aquatic animals can take up directly from the ambient water, unionized ammonia is the most toxic, while ammonium and nitrate ions are the least toxic. In general, seawater animals seem to be more tolerant to the toxicity of inorganic nitrogenous compounds than freshwater animals, probably because of the ameliorating effect of water salinity (sodium, chloride, calcium and other ions) on the tolerance of aquatic animals. Ingested nitrites and nitrates from polluted drinking waters can induce methemoglobinemia in humans, particularly in young infants, by blocking the oxygen-carrying capacity of hemoglobin. Ingested nitrites and nitrates also have a potential role in developing cancers of the digestive tract through their contribution to the formation of nitrosamines. In addition, some scientific evidences suggest that ingested nitrites and nitrates might result in mutagenicity, teratogenicity and birth defects, contribute to the risks of non-Hodgkin's lymphoma and bladder and ovarian cancers, play a role in the etiology of insulin-dependent diabetes mellitus and in the development of thyroid hypertrophy, or cause spontaneous abortions and respiratory tract infections. Indirect health hazards can occur as a consequence of algal toxins, causing nausea, vomiting, diarrhoea, pneumonia, gastroenteritis, hepatoenteritis, muscular cramps, and several poisoning syndromes (paralytic shellfish poisoning, neurotoxic shellfish poisoning, amnesic shellfish poisoning). Other indirect health hazards can also come from the potential relationship between inorganic nitrogen pollution and human infectious diseases (malaria, cholera). Human sickness and death, extensive kills of aquatic animals, and other negative effects, can have elevated costs on human economy, with the recreation and tourism industry suffering the most important economic impacts, at least locally. It is concluded that levels of total nitrogen lower than 0.5-1.0 mg TN/L could prevent aquatic ecosystems (excluding those ecosystems with naturally high N levels) from developing acidification and eutrophication, at least by inorganic nitrogen pollution. Those relatively low TN levels could also protect aquatic animals against the toxicity of inorganic nitrogenous compounds since, in the absence of eutrophication, surface waters usually present relatively high concentrations of dissolved oxygen, most inorganic reactive nitrogen being in the form of nitrate. Additionally, human health and economy would be safer from the adverse effects of inorganic nitrogen pollution.",Environment international,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,,16781774.0,ecological and toxicological effects of inorganic nitrogen pollution in aquatic ecosystems a global assessment,pmid:16781774.0,,11,dinoflagellate_stx,cross_taxa,1,0,1,1,4,paralytic shellfish poisoning,,dinoflagellates,cyanobacteria,environmental; nitrate; nitrogen; salinity
PubMed,15556220.0,,2004.0,"Removal of saxitoxins from drinking water by granular activated carbon, ozone and hydrogen peroxide--implications for compliance with the Australian drinking water guidelines.","In a laboratory-scale trial, we studied the removal of saxitoxins from water by ozone, granular activated carbon (GAC) and H(2)O(2), and considered the implications of residual toxicity for compliance with the Australian drinking water standards. Cell-free extracts of Anabaena circinalis were added to raw, untreated drinking water obtained from a water supply reservoir to provide a toxicity of 30 microg (STX equivalents)l(-1). Ozone alone, or in combination with H(2)O(2), failed to destroy the highly toxic STX and GTX-2/3, and only partially destroyed dc-STX, and the low-toxicity C-toxins and GTX-5. In all cases, the toxicity of the water was reduced by less than 10%. GAC removed all of the STX, dc-STX and GTXs, but only partially removed the C-toxins. However, the residual toxicity was reduced to the suggested Australian drinking water guideline concentration of 3 microg (STX equivalents)l(-1) without O(3) pre-treatment. Modelling the spontaneous chemical degradation of residual C-toxins following treatment shows that residual toxicity could increase to 10 microgl(-1) after 11 d due to formation of dc-GTXs and would then gradually decay. In all, residual toxicity would exceed the Australian drinking water guideline concentration for a total of 50 d.",Water research,cyanobacteria saxitoxin,cyanobacteria_stx,,,,15556220.0,removal of saxitoxins from drinking water by granular activated carbon ozone and hydrogen peroxide implications for compliance with the australian drinking water guidelines,pmid:15556220.0,,11,cyanobacteria_stx,cyanobacteria,3,0,0,1,0,gtx; saxitoxins; stx,,,anabaena,
OpenAlex,,10.1002/tox.10096,2003.0,The freshwater cyanobacterium <i>Lyngbya aerugineo‐coerulea</i> produces compounds toxic to mice and to mammalian and fish cells,"Despite a growing awareness of the presence of cyanobacterial toxins, knowledge about the ability of specific species to produce toxic compounds is still rather limited. It was the overall goal of the current work to investigate if probes derived from the freshwater species Lyngbya aerugineo-coerulea (Kutz.) Gomont, a cyanobacterium frequently found in southern Europe and not previously investigated for the presence of bioactive compounds, were capable of eliciting in vivo and in vitro toxicity. The cyanobacterial extract revealed signs of neuro- as well as hepatotoxicity in mice, although these signs could not be explained by the well-known respective cyanobacterial neuro- and hepatotoxins saxitoxin and microcystin. Cytotoxicity was elicited by the cyanobacterial extract in all mammalian cell lines tested. As well, the rainbow trout liver cell line, RTL-W1, was found to be susceptible to the cytotoxic effects of the extract, although the cytotoxicity was dependent on temperature. In contrast, the cyanobacterial growth medium elicited cytotoxicity independent of temperature, leading to morphological changes indicative of alterations to the cytoskeleton. Overall, the results suggest that Lyngbya aerugineo-coerulea is an important cyanobacterium to be considered for its potential to cause health risks on environmental exposure of it to mammals and fish. Applying a combination of mammalian and piscine cell line bioassays is a unique approach that, combined with chemical analysis, could be used in the future to identify the structure and cellular mechanisms of the as-yet-unknown toxic Lyngbya aerugineo-coerulea metabolites in particular and to screen cyanobacterial extracts for their toxicity in general.",Environmental Toxicology,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2158291200,,10.1002/tox.10096,,the freshwater cyanobacterium lyngbya aerugineo coerulea produces compounds toxic to mice and to mammalian and fish cells,doi:10.1002/tox.10096,,11,cyanobacteria_stx,cyanobacteria,1,0,0,3,2,saxitoxin,,,cyanobacterial; cyanobacterium; lyngbya,environmental; temperature
OpenAlex,,10.4490/algae.2003.18.3.233,2003.0,The Analysis of Cyanobacterial Neurotoxins by High-Performance Liquid Chromatography-Mass Spectrometry,"Cyanobacteria were dominant from June to September in the Nakdong River and the Hoedong Reservoir. Microcystis aeruginosa was dominant from June to September; Anabaena flos-aquae from June to August and Aphanizomenon flos-aquae from July to August. Cyanobacterial neurotoxins, Anatoxin-a and saxitoxin were analyzed by electrospray ionization-mass spectrometry with strains of Aphanizomenon flos-aquae NIES-81 and Anabaena flosaquae NIER-10002. Anatoxin-a was not detected from the cultured Anabaena flos-aquae nor from the wild samples. Low levels of saxitoxin were detected in the cultured Aphanizomenon flos-aquae; however, those of field samples were below the detection limit.",ALGAE,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W169351717,,10.4490/algae.2003.18.3.233,,the analysis of cyanobacterial neurotoxins by high performance liquid chromatography mass spectrometry,doi:10.4490/algae.2003.18.3.233,,11,cyanobacteria_stx,cyanobacteria,1,0,0,4,0,saxitoxin,,,anabaena; aphanizomenon; cyanobacteria; cyanobacterial,
PubMed,12539139.0,,2003.0,The freshwater cyanobacterium Lyngbya aerugineo-coerulea produces compounds toxic to mice and to mammalian and fish cells.,"Despite a growing awareness of the presence of cyanobacterial toxins, knowledge about the ability of specific species to produce toxic compounds is still rather limited. It was the overall goal of the current work to investigate if probes derived from the freshwater species Lyngbya aerugineo-coerulea (Kutz.) Gomont, a cyanobacterium frequently found in southern Europe and not previously investigated for the presence of bioactive compounds, were capable of eliciting in vivo and in vitro toxicity. The cyanobacterial extract revealed signs of neuro- as well as hepatotoxicity in mice, although these signs could not be explained by the well-known respective cyanobacterial neuro- and hepatotoxins saxitoxin and microcystin. Cytotoxicity was elicited by the cyanobacterial extract in all mammalian cell lines tested. As well, the rainbow trout liver cell line, RTL-W1, was found to be susceptible to the cytotoxic effects of the extract, although the cytotoxicity was dependent on temperature. In contrast, the cyanobacterial growth medium elicited cytotoxicity independent of temperature, leading to morphological changes indicative of alterations to the cytoskeleton. Overall, the results suggest that Lyngbya aerugineo-coerulea is an important cyanobacterium to be considered for its potential to cause health risks on environmental exposure of it to mammals and fish. Applying a combination of mammalian and piscine cell line bioassays is a unique approach that, combined with chemical analysis, could be used in the future to identify the structure and cellular mechanisms of the as-yet-unknown toxic Lyngbya aerugineo-coerulea metabolites in particular and to screen cyanobacterial extracts for their toxicity in general.",Environmental toxicology,cyanobacteria saxitoxin,cyanobacteria_stx,,,,12539139.0,the freshwater cyanobacterium lyngbya aerugineo coerulea produces compounds toxic to mice and to mammalian and fish cells,pmid:12539139.0,,11,cyanobacteria_stx,cyanobacteria,1,0,0,3,2,saxitoxin,,,cyanobacterial; cyanobacterium; lyngbya,environmental; temperature
OpenAlex,,10.1248/jhs.45.150,1999.0,Recent Advances of Toxic Cyanobacteria Researches,"Toxic blooms of cyanobacteria occur in eutrophicated lakes, pond and river over the world. Cyanobacteria have produced acute toxins such as hepatotoxic peptides, microcystins and nodularins, and neurotoxic alkaloids, anatoxin-a, anatoxin-a(s) and saxitoxins. Microcystis, Oscillatoria, Anabaena, Aphanizomenon and Nodularia produce these toxins and have been responsible for the death of wild and domestic animals drinking water contaminated with blooms. A new hepatotoxin, cylindrospermopsin was also isolated from Cylindrospermopsis and Umezakia. The principal species under investigation is Microcystis aeruginosa, which has been frequently cited in animal poisoning incidents and produces strongly hepatotoxic cyclic heptapeptides named microcystins. Very recently, a toxic accident of 50 person's death occurred in Brazil in 1996 due to microcystin in the water for hemodialysis. The toxins consist of seven amino acids and approximately 60 components have been isolated so far. The toxins also inhibit protein phosphatases 1 and 2A in a manner similar to okadaic acid and have a tumor-promoting activity on the rat liver. Now microcystins are threatening human health and life, and many problems associated with microcystins remains to be solved. Since the total structures of microcystins were determined in 1984 by Botes group, many results obtained from various fields have been extensively accumulated. They are mainly classified into the following categories : 1) ecological aspects including taxonomy and toxic waterbloom formation, 2) production, occurrence and fate of microcystins, 3) chemistry and detection, 4) toxicology and health effects, 5) regulation of toxic cyanobacteria and 6) water treatment for removal of microcystins. Thie review overviews mainly the recent advance of microcystin researches in addition to the Caruaru incident.",JOURNAL OF HEALTH SCIENCE,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2312237616,,10.1248/jhs.45.150,,recent advances of toxic cyanobacteria researches,doi:10.1248/jhs.45.150,,11,cyanobacteria_stx,cyanobacteria,1,0,0,4,0,saxitoxins,,,anabaena; aphanizomenon; cyanobacteria; cylindrospermopsis,
CrossRef,,10.1575/1912/4786,1998.0,Cell cycle dynamics and the physiology of saxitoxin biosynthesis in Alexandrium fundyense (Dinophyceae),,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1575/1912/4786,,cell cycle dynamics and the physiology of saxitoxin biosynthesis in alexandrium fundyense dinophyceae,doi:10.1575/1912/4786,,11,high_confidence_stx_biosynthesis,dinoflagellate,1,1,2,0,0,saxitoxin,saxitoxin biosynthesis,alexandrium; alexandrium fundyense,,
OpenAlex,,10.3739/rikusui.54.225,1993.0,Toxic Water Bloom of Blue-green Algae: Biological and Chemical Charactereristics.,"アオコを作る藍藻の中には毒素を作る種類があるが,その中のMicrocystin属の毒素を中心に,毒素を生産する種類,毒素の化学,生理作用などについて以下の順でまとめた。(1)日本の湖沼で水の華を作る主要な藍藻種には,Anabaena flos-aquae An.circinalis, An.spiroides, Aphanizomenon flos-aquae, Microcystis aeruginosa, M.viridis, M.wesenbergii, Oscil-latona rachiborskiiなどがあるが,最も普遍的に長期間その出現がみられるのはMicyocystis属によるものである。(2)有毒アオコとして動物に被害を与えたと報告されているものは,主にMicrocystis属に含まれる肝臓毒素と,Anabaena,Aphanizomenonに含まれる神経毒素である。(3)Microcystis属に含まれる毒素microcystinは,特殊なアミノ酸を含む7種のアミノ酸からなる環状ペプチドであるが,そのうちの2種のL一アミノ酸の違いとデヒドロアラニンとアスパラギン酸のメチル基の有無により今では40以上の成分が知られるようになった。そのうち日本産Microcystis属に含まれる主要成分は,microcystinRR,YR,LRであり,これらの3種の毒素はM.aeruginosaのLグループとM.viridisの全ての株とM.aeruginosaのSグループの一部の株に含まれる。また,microcystinはAnabaena,Oscillatoriaの一部の種類にも含まれている。(4)microcystinはマウスなどの哺乳動物の肝臓に特異的に作用し,肝臓のうっ血,肝細胞の懐死を引き起こすほか,動物プランクトン,魚類に対しても致死作用を示す。この毒素のマウスに対する毒性LD50は腹腔内投与で70-100μg・kg-1であり,1-2時間で死亡する。また,microcystinは発ガンのプロモーターとしての作用を持ち,この作用も肝臓に特異的であることが明らかとなっている。(5).Anabaenaの毒素anatoxin aはAn.flosaquae,An.circinalis,Aph.flos-aquaeなどに含まれ,コカインに類似した構造を持つ分子量165のアミンである。この毒素の致死作用は4-5分でみられ,マウスに対しては,筋肉の麻痺などを,鳥などに対し反弓緊張作用をおこす。生理学的にはアセチルコリンのレセプターに結合し,後シナプスの脱分極を阻害する。(6)anatoxina(s)は、An.flos-aquaeから分離され,分子量252のメチル化された燐酸を含む環状ヒドロキシグアニジンである。この毒素はanatoxinaと似た作用のほか,マウス等に対し涙や唾液の分泌を促進させる作用を持ち,興奮伝達物質であるアセチルコリンを分解するコリンエステラーゼの作用を阻害する。(7)Aph.flos-aquaeには海産渦鞭毛藻Alex-andrium属が生産し,麻痺性貝毒の原因物質であるsaxitoxin,neosaxitoxinが含まれている。これらの毒素は神経や骨格筋において細胞の興奮の伝達でみられるNaイオンやKイオンの調節の過程で,Naチャンネルのレセプターに結合し,その作用を阻害する。",Japanese Journal of Limnology (Rikusuigaku Zasshi),Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2314192680,,10.3739/rikusui.54.225,,toxic water bloom of blue green algae biological and chemical charactereristics,doi:10.3739/rikusui.54.225,,11,cyanobacteria_stx,cyanobacteria,2,0,0,2,1,neosaxitoxin; saxitoxin,,,anabaena; aphanizomenon,bloom
PubMed,1908861.0,,1991.0,Analysis of paralytic shellfish poisons by capillary electrophoresis.,"A capillary electrophoresis (CE) method with UV detection is described for the separation and determination of underivatized toxins associated with paralytic shellfish poisoning (PSP). Confirmation of the electrophoretic peaks was facilitated by mass spectrometric (MS) detection using an ionspray CE-MS interface and by high-performance liquid chromatography with fluorescence detection. The determination of PSP toxins, such as saxitoxin and neosaxitoxin, in toxic dinoflagellates and scallops is demonstrated and comparisons are made with existing techniques.",Journal of chromatography,cyanobacteria saxitoxin,cyanobacteria_stx,,,,1908861.0,analysis of paralytic shellfish poisons by capillary electrophoresis,pmid:1908861.0,,11,dinoflagellate_stx,dinoflagellate,3,0,1,0,0,neosaxitoxin; paralytic shellfish poisoning; saxitoxin,,dinoflagellates,,
PubMed,41655539.0,10.1016/j.aquatox.2026.107741,2026.0,Zooplankton are adversely affected by chronic exposure to Raphidiopsis raciborskii (Cyanobacteria) and acetamiprid: A study of single and combined toxicity.,"Agriculture has expanded worldwide in recent years, with large amounts of inorganic fertilizers used, which can reach aquatic ecosystems and potentially worsen eutrophication and harmful cyanobacterial algal blooms (CyanoHABs). Additionally, the excessive use of neonicotinoid pesticides poses a significant environmental problem, impacting non-target organisms and the health of ecosystems. This study examined the chronic single and combined effects of the neonicotinoid acetamiprid and a saxitoxin-producing cyanobacterial strain (Raphidiopsis raciborskii LETC-CY-05) on survivorship and reproduction of two species of cladocerans (Daphnia similis and Daphnia laevis). In single exposures, D. similis was more affected by the cyanobacterium than by acetamiprid. In contrast, although D. laevis exhibited greater overall tolerance to both toxic agents than D. similis, this species was more sensitive to acetamiprid than to cyanobacterium. The overall toxicity was influenced by a 10-fold variation in toxin content per biomass across the different cyanobacterial cultures used in the experiments, even in treatments with lower biomass concentrations. Combined zooplankton exposure to the pesticide and toxic cyanobacterium yielded different interaction effects, ranging from antagonism to synergism on the proportion of toxicants. For D. similis, the most harmful effects were observed when the cyanobacteria:acetamiprid proportion was 1:1, while for D. laevis, this occurred at 1:1 and 2:1 proportions. These results demonstrate that the interaction between acetamiprid and cyanobacteria can lead to enhanced toxicity in zooplankton, underscoring the importance of assessing multiple stressors and their interactive effects in aquatic ecosystems, as single-exposure assessments may fail to capture the full scope of ecological risks.","Aquatic toxicology (Amsterdam, Netherlands)",cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.aquatox.2026.107741,41655539.0,zooplankton are adversely affected by chronic exposure to raphidiopsis raciborskii cyanobacteria and acetamiprid a study of single and combined toxicity,doi:10.1016/j.aquatox.2026.107741,,10,cyanobacteria_stx,cyanobacteria,1,0,0,3,1,saxitoxin,,,cyanobacteria; cyanobacterial; cyanobacterium,environmental
PubMed,41532809.0,10.1039/d5an01285f,2026.0,Conductive polymer-based electrochemical aptasensor for sensitive detection of cylindrospermopsin in water resources.,"Increasing environmental pollution and climate change intensify the occurrence of harmful cyanobacterial blooms. These blooms release cyanotoxins, such as cylindrospermopsin (<b>CYN</b>), a hepatotoxic compound that threatens freshwater ecosystems, ecological stability, and human health. Addressing this challenge requires effective monitoring strategies aligned with the United Nations Sustainable Development Goal 6 (Clean Water and Sanitation). In this study, pencil graphite electrode (<b>PGE</b>) and conductive polymer based electrochemical aptasensor systems were developed for the selective and sensitive detection of CYN in both laboratory (deionized water) and environmental (lake water) samples. The proposed sensors provide low-cost, rapid, and reliable analytical platforms for environmental monitoring and sustainable water management. Poly(3,4-ethylenedioxythiophene) (<b>PEDOT</b>), and polypyrrole (<b>PPy</b>) were electropolymerized onto PGEs to enhance conductivity and provide effective CYN-specific aptamer (<b>cynApt</b>) immobilization. The surface morphologies and elemental compositions of bare PGE, PGE/PEDOT, and PGE/PPy were characterized by scanning electron microscopy/energy-dispersive X-ray spectroscopy (<b>SEM/EDX</b>), while their electrochemical properties were systematically evaluated using cyclic voltammetry (<b>CV</b>) and electrochemical impedance spectroscopy (<b>EIS</b>). Functional groups formed after polymer deposition and subsequent aptamer immobilization were analyzed using Fourier transform infrared (<b>FT-IR</b>) spectroscopy. The first system, <b>PGE/PEDOT/cynApt</b>, achieved detection limits of 0.23 ± 0.005 ng mL<sup>-1</sup> (0.55 ± 0.013 nM) and 0.27 ± 0.008 ng mL<sup>-1</sup> (0.65 ± 0.018 nM) for CYN in deionized and lake water, respectively, using CV. The second system, <b>PGE/PPy/cynApt</b>, exhibited superior performance, reaching detection limits of 0.18 ± 0.005 ng mL<sup>-1</sup> (0.43 ± 0.012 nM) in deionized water and 0.24 ± 0.009 ng mL<sup>-1</sup> (0.58 ± 0.022 nM) in lake water, respectively, using EIS. Conductive polymer modifications, with PEDOT and PPy, significantly enhanced the analytical response. Both platforms exhibited high selectivity toward CYN over other environmentally relevant cyanobacterial toxins, including okadaic acid (OA), saxitoxin (STX), and anatoxin-a (ATX-a), which are known to co-occur with CYN in freshwater blooms. In addition, the developed aptasensors retained their functional performance over a 7-day storage period, indicating suitable stability for practical use. This practical approach for the early detection of CYN in aquatic environments contributes to the prevention of water-related health risks and supports sustainable agricultural practices.",The Analyst,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1039/d5an01285f,41532809.0,conductive polymer based electrochemical aptasensor for sensitive detection of cylindrospermopsin in water resources,doi:10.1039/d5an01285f,,10,cyanobacteria_stx,cyanobacteria,2,0,0,1,2,saxitoxin; stx,,,cyanobacterial,climate; environmental
PubMed,40401712.0,10.1080/15287394.2025.2509761,2025.0,Integrative assessment of the genotoxic effects of the neurotoxin saxitoxin produced by the freshwater cyanobacterium <i>Raphidiopsis raciborskii</i>.,"Saxitoxin (STX), a potent neurotoxin produced by cyanobacteria, has not been comprehensively investigated with respect to genotoxic potential, especially in freshwater environments. This study aimed to characterize the genotoxic potential of STX obtained from <i>Raphidiopsis</i>. <i>raciborskii</i> cultures using <i>in vitro</i> and <i>in silico</i> approaches. Mutagenic potential was determined through the Ames test with <i>Salmonella typhimurium</i> strains TA98, TA100, and TA102. DNA damage and chromosomal instability were assessed in human glioblastoma U87-MG cells using the comet and cytokinesis-block micronucleus cytome (CBMN-Cyt) assay, respectively. In addition, systems biology tools were applied to explore STX interactions with genes involved in DNA damage response pathways. Data demonstrated no marked mutagenic activity in the Ames test across tested concentrations (0.625-10 µg/L). However, significant DNA damage and increased micronucleus (MN) formation were observed at 2.5, 5, or 10 µg/L in U87-MG cells, without accompanying cytotoxicity. <i>In silico</i> analysis identified interactions between STX and key proteins, including P53, CDK5, and GSK3B, indicating pathways related to DNA damage, cell cycle regulation, and neurogenesis. These findings suggest that STX from freshwater cyanobacteria might induce genotoxic effects at environmentally relevant concentrations. The integration of <i>in vitro</i> and computational data supports the need for regulatory monitoring of STX in drinking water and emphasizes the relevance of neural cell-based models in assessing cyanotoxin-related adverse risks.",Journal of toxicology and environmental health. Part A,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1080/15287394.2025.2509761,40401712.0,integrative assessment of the genotoxic effects of the neurotoxin saxitoxin produced by the freshwater cyanobacterium raphidiopsis raciborskii,doi:10.1080/15287394.2025.2509761,,10,cyanobacteria_stx,cyanobacteria,2,0,0,2,0,saxitoxin; stx,,,cyanobacteria; cyanobacterium,
PubMed,40137908.0,10.3390/toxins17030135,2025.0,Investigation into Paralytic Shellfish Toxins and Microcystins in Seabirds from Portugal.,"Microalgae form the basis of marine food webs, essential in sustaining top predators including seabirds. However, certain species of microalgae synthesize biotoxins, which can accumulate in shellfish and fish and may cause harm to marine animals feeding on them. Toxins produced by dinoflagellates have been previously observed to be poisonous to seabirds. Also, in freshwater and brackish habitats, cyanobacteria have caused bird mortality events. In this work, we analyze the prevalence of six families of biotoxins (paralytic shellfish toxins (PSTs), microcystins (MCs), anatoxins, amnesic shellfish toxins (ASTs), cylindrospermopsin, and tetrodotoxins (TTXs)) in 340 samples from 193 wild birds admitted to a wildlife rehabilitation centre in south Portugal. Furthermore, we consider the clinical picture and signs of 17 birds that presented quantifiable levels of biotoxins in their tissues. The relationship between toxin burdens and the symptomatology observed, as well as possible biotoxin sources, are discussed. Based on previously published research data, we conclude that, in these birds, the biotoxins are unlikely to be the only cause of death but might contribute to some extent to a reduction in birds' fitness.",Toxins,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.3390/toxins17030135,40137908.0,investigation into paralytic shellfish toxins and microcystins in seabirds from portugal,doi:10.3390/toxins17030135,,10,dinoflagellate_stx,cross_taxa,2,0,1,1,0,paralytic shellfish toxins; psts,,dinoflagellates,cyanobacteria,
