source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.3390/jmse8060406,2020.0,Assessment of the Chemical Diversity and Potential Toxicity of Benthic Cyanobacterial Blooms in the Lagoon of Moorea Island (French Polynesia),"In the last decades, an apparent increase in the frequency of benthic cyanobacterial blooms has occurred in coral reefs and tropical lagoons, possibly in part because of global change and anthropogenic activities. In the frame of the survey of marine benthic cyanobacteria proliferating in the lagoon of Moorea Island (French Polynesia), 15 blooms were collected, mainly involving three species—Anabaena sp.1, Lyngbya majuscula and Hydrocoleum majus-B. Their chemical fingerprints, obtained through high performance liquid chromatography combined with UV detection and mass spectrometry (HPLC-UV-MS) analyses, revealed a high extent of species-specificity. The chemical profile of Anabaena sp.1 was characterized by three major cyclic lipopeptides of the laxaphycin family, whereas the one of L. majuscula was characterized by a complex mixture including tiahuramides, trungapeptins and serinol-derived malyngamides. Toxicity screening analyses conducted on these cyanobacterial samples using Artemia salina and mouse neuroblastoma cell-based (CBA-N2a) cytotoxic assays failed to show any toxicity to a degree that would merit risk assessment with regard to public health. However, the apparently increasing presence of blooms of Lyngbya, Hydrocoleum, Anabaena or other benthic cyanobacteria on coral reefs in French Polynesia encourages the implementation of ad hoc monitoring programs for the surveillance of their proliferation and potential assessment of associated hazards.",Journal of Marine Science and Engineering,cyanobacteria sxtG,cyanobacteria_stx,https://openalex.org/W3034117743,,10.3390/jmse8060406,,assessment of the chemical diversity and potential toxicity of benthic cyanobacterial blooms in the lagoon of moorea island french polynesia,doi:10.3390/jmse8060406,,8,low_relevance_or_noise,cyanobacteria,0,0,0,4,0,,,,anabaena; cyanobacteria; cyanobacterial; lyngbya,
OpenAlex,,10.5281/zenodo.5109749,2020.0,UNESCO Harmful Algae News NO.65,"Genomic resources for the domoic acid-producing diatom <em>Pseudo-nitzschia</em> <em>multistriata</em>,<em>Maria Immacolata Ferrante &amp; Marina Montresor</em>...<em>………………………………………………………………………………</em>...1 When tides collide: Harmful cyanobacterial and microalgal blooms in Florida and implications for risk assessment, <em>James S Metcalf, Nara Souza, Sandra Anne Banack &amp; Paul Alan Cox.</em><em>.............................</em>4 Record levels of Dinophysistoxin-2 in clams from Douarnenez Bay, France, after an unusual bloom of <em>Dinophysis</em> <em>acuta</em><em>,</em><em>Amélie Derrien, Aouregan Terre-Terrillon, Audrey Duval, Anne Doner &amp; Nicolas Chomérat....................</em>6 New insights on the diversity of the dinoflagellate genus <em>Ostreopsis </em>in lagoons of French Polynesia, South Pacific Ocean, <em>Nicolas Chomérat, Gwenael Bilien, Damien Réveillon, Fabienne Hervé, Jérôme Viallon, H. Taiana Darius &amp; Mireille Chinain ……………………………………………………………………</em>8 Toxin profiles of <em>Gambierdiscus lapillus </em>from the Cook Islands, <em>Lesley Rhodes, Kirsty Smith, J. Sam Murray, Tomohiro Nishimura, Lucy Thompson &amp; Muharrem Balci………………………………………………….…</em>10 Unusual bloom of the red alga <em>Ceramium </em>sp. (Ceramiales, Rhodophyta) in Cartagena, Colombia, SW Caribbean Sea, <em>Brigitte Gavio………………………………………………………………………</em>12 Distribution of the fish-killing dinoflagellate <em>Karlodinium </em>(Dinophyceae) in the Johor Strait, Malaysia, <em>Kieng Soon Hii, Chui Pin Leaw, Zhen Fei Lim, Po Teen Lim, Monaliza Mohd-Din, Suh Nih Tan, Zhaohe Luo &amp; Haifeng Gu…………</em>14 Bloom of a red tide species <em>Akashiwo sanguinea </em>in Semerak Lagoon, Kelantan, Malaysia,<em> Suh Nih Tan, Mohd Fadzil Mohd Akhir, Zainudin Bachok, Wendy Wee, Chui Pin Leaw &amp; Po Teen Lim.</em><em>.....................</em>15 CLEFSA project identifies Harmful Algal Blooms as a threat to food safety resulting from climate change, <em>Angelo Maggiore, Ana Afonso, Federica Barrucci &amp; Giacomo De Sanctis……………………</em>17 Blooming Buddies: MSc Research Projects Extend our Knowledge on Bloom-Forming Freshwater Cyanobacteria,<em> Jenna Mumford, Rossella Nicolai &amp; Ken Ryan, Jonathan Puddick. ……………</em>19 25 years of service enhancing the capacity to monitor and manage HABs, <em>Henrik Enevoldsen……………</em>21 Canadian review: Marine harmful algal blooms and phycotoxins of concern to Canada, <em>Stephen S Bates &amp; Jennifer L Martin</em><em>………………………………………………………………………………………………………………………………</em>23",DIGITAL.CSIC (Spanish National Research Council (CSIC)),Alexandrium transcriptome saxitoxin,dinoflagellate_stx,https://openalex.org/W4287659069,,10.5281/zenodo.5109749,,unesco harmful algae news no 65,doi:10.5281/zenodo.5109749,,8,low_relevance_or_noise,cross_taxa,0,0,1,2,2,,,dinoflagellate,cyanobacteria; cyanobacterial,bloom; climate
PubMed,30469008.0,10.1016/j.chemosphere.2018.11.097,2019.0,"Assessment of the cytotoxicity, antioxidant activity and chemical composition of extracts from the cyanobacterium Fischerella major Gomont.","Cyanoprokaryotes (Cyanobacteria/Cyanophyta) are ancient photosynthetic prokaryotic organisms with cosmopolitan distribution. They are producers of a number of biologically active substances with antitumor and antifungal activity, vitamins, antibiotics, algaecides, insecticides, repellents, hormones, immunosuppressants and toxins. So far, the cyanobacterium Fischerella major Gomont has not been studied regarding its impact on the environment and human health. In this study, the cytotoxic, antioxidant and antitumor activities of four extracts prepared from Fischerella major were evaluated in vitro. In addition, the total phenolic content and the potential for production of cyanotoxins were also analyzed. The conducted GC/MS analysis identified 45 compounds with different chemical nature and biological activity. Presence of microcystins and saxitoxins was detected in all Fischerella major extracts. In vitro testing on cell cultures showed a significant concentration- and time-dependent cytotoxic effect on all cell lines (HeLa, SK-Hep-1 and FL) treated at three exposure times (24, 48 and 72 h) with four extracts. A selective antitumor effect was not observed. This is the first study demonstrating biological activity of extracts from Fischerella major, which makes it an interesting subject for further research, including environmental risk assessments (as producer of cyanotoxins) or as a potential source of pharmaceuticals.",Chemosphere,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.chemosphere.2018.11.097,30469008.0,assessment of the cytotoxicity antioxidant activity and chemical composition of extracts from the cyanobacterium fischerella major gomont,doi:10.1016/j.chemosphere.2018.11.097,,8,cyanobacteria_stx,cyanobacteria,1,0,0,2,1,saxitoxins,,,cyanobacteria; cyanobacterium,environmental
PubMed,31806161.0,10.1016/j.hal.2019.101700,2019.0,Emerging Lyngbya wollei toxins: A new high resolution mass spectrometry method to elucidate a potential environmental threat.,"Mass spectrometric methods for the quantitative and qualitative analyses of algal biotoxins are often complicated by co-eluting compounds that present analytically as interferences. This issue is particularly critical for organic polyamines, where co-eluting materials can suppress the formation of cations during electrospray ionization. Here we present an extraction procedure designed specifically to overcome matrix-derived ion suppression of algal toxins in samples of Lyngbya wollei, a filamentous benthic algae known to produce several saxitoxin analogues. Lyngbya wollei samples were collected from a large, persistent harmful algal bloom in Lake Wateree, SC. Six known Lyngbya wollei-specific toxins (LWT1-6) were successfully resolved and quantified against saxitoxin using hydrophilic interaction liquid chromatography coupled with triple quadrupole and quadrupole time-of-flight mass spectrometry. The parent ions [M<sup>2+</sup> - H<sup>+</sup>]<sup>+</sup> were observed for LWTs 1-6 and the [M]<sup>2+</sup> ion was observed for LWT5. High resolution mass spectra and unique fragmentation ions were obtained for LWTs 1-6. A dilution factor of 50 resulted in a linear calibration of saxitoxin in the algae matrix. Ion suppression was resolved by sample dilution, which led to linear, positive correlations between peak area and mass of the extracted sample (R<sup>2</sup> > 0.96). Optimized sample extraction method and instrument parameters are presented.",Harmful algae,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.hal.2019.101700,31806161.0,emerging lyngbya wollei toxins a new high resolution mass spectrometry method to elucidate a potential environmental threat,doi:10.1016/j.hal.2019.101700,,8,cyanobacteria_stx,cyanobacteria,1,0,0,1,3,saxitoxin,,,lyngbya,bloom; environmental; harmful algal bloom
PubMed,31310856.0,10.1016/j.watres.2019.114853,2019.0,"Degradation of widespread cyanotoxins with high impact in drinking water (microcystins, cylindrospermopsin, anatoxin-a and saxitoxin) by CWPO.","The occurrence of harmful cyanobacterial blooms has unabated increased over the last few decades, posing a significant risk for public health. In this work, we investigate the feasibility of catalytic wet peroxide oxidation (CWPO) promoted by modified natural magnetite (Fe<sub>3</sub>O<sub>4</sub>-R400/H<sub>2</sub>O<sub>2</sub>), as an inexpensive, simple-operation and environmentally-friendly process for the removal of the cyanotoxins that show the major impact on drinking water: microcystins (MC-LR and MC-RR), cylindrospermopsin (CYN), anatoxin-a (ATX) and saxitoxin (STX). The performance of the system was evaluated under ambient conditions and circumneutral pH (pH<sub>0</sub> = 5) using relevant cyanotoxin concentrations (100-500 μg L<sup>-1</sup>). The nature of the cyanotoxins determined their reactivity towards CWPO, which decreased in the following order: MC-RR > CYN > MC-LR ≫ ATX > STX. In this sense, microcystins and CYN were completely removed in short reaction times (1-1.5 h) with a low catalyst concentration (0.2 g L<sup>-1</sup>) and the stoichiometric amount of H<sub>2</sub>O<sub>2</sub> (2-2.6 mg L<sup>-1</sup>), while only 60-80% conversion was achieved with ATX and STX in 5 h. In these cases, an intensification of the operating conditions (1 g L<sup>-1</sup> catalyst and up to 30 mg H<sub>2</sub>O<sub>2</sub> L<sup>-1</sup>) was required to remove both toxins in 1 h. The impact of the main components of freshwaters i.e. natural organic matter (NOM) and several inorganic ions (HCO<sub>3</sub><sup>-</sup>, HPO<sub>4</sub><sup>2-</sup>, SO<sub>4</sub><sup>2-</sup>) on the performance of the process was also investigated. Although the former led to a partial inhibition of the reaction due to HO· scavenging and catalyst coating, the latter did not show any remarkably effect, and the versatility of the process was finally confirmed in a real surface water. To further demonstrate the effectiveness of the catalytic system, the toxicity of both the initial cyanotoxins and the resulting CWPO effluents was measured with the brine shrimp Artemia salina. Remarkably, all CWPO effluents were non-toxic at the end of the treatment.",Water research,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.watres.2019.114853,31310856.0,degradation of widespread cyanotoxins with high impact in drinking water microcystins cylindrospermopsin anatoxin a and saxitoxin by cwpo,doi:10.1016/j.watres.2019.114853,,8,cyanobacteria_stx,cyanobacteria,2,0,0,1,0,saxitoxin; stx,,,cyanobacterial,
OpenAlex,,10.1038/s41396-019-0374-3,2019.0,Impacts of microbial assemblage and environmental conditions on the distribution of anatoxin-a producing cyanobacteria within a river network,"Blooms of planktonic cyanobacteria have long been of concern in lakes, but more recently, harmful impacts of riverine benthic cyanobacterial mats been recognized. As yet, we know little about how various benthic cyanobacteria are distributed in river networks, or how environmental conditions or other associated microbes in their consortia affect their biosynthetic capacities. We performed metagenomic sequencing for 22 Oscillatoriales-dominated (Cyanobacteria) microbial mats collected across the Eel River network in Northern California and investigated factors associated with anatoxin-a producing cyanobacteria. All microbial communities were dominated by one or two cyanobacterial species, so the key mat metabolisms involve oxygenic photosynthesis and carbon oxidation. Only a few metabolisms fueled the growth of the mat communities, with little evidence for anaerobic metabolic pathways. We genomically defined four cyanobacterial species, all which shared <96% average nucleotide identity with reference Oscillatoriales genomes and are potentially novel species in the genus Microcoleus. One of the Microcoleus species contained the anatoxin-a biosynthesis genes, and we describe the first anatoxin-a gene cluster from the Microcoleus clade within Oscillatoriales. Occurrence of these four Microcoleus species in the watershed was correlated with total dissolved nitrogen and phosphorus concentrations, and the species that contains the anatoxin-a gene cluster was found in sites with higher nitrogen concentrations. Microbial assemblages in mat samples with the anatoxin-a gene cluster consistently had a lower abundance of Burkholderiales (Betaproteobacteria) species than did mats without the anatoxin-producing genes. The associations of water nutrient concentrations and certain co-occurring microbes with anatoxin-a producing Microcoleus motivate further exploration for their roles as potential controls on the distributions of toxigenic benthic cyanobacteria in river networks.",The ISME Journal,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2917842425,,10.1038/s41396-019-0374-3,,impacts of microbial assemblage and environmental conditions on the distribution of anatoxin a producing cyanobacteria within a river network,doi:10.1038/s41396-019-0374-3,,8,low_relevance_or_noise,cyanobacteria,0,0,0,2,4,,,,cyanobacteria; cyanobacterial,environmental; nitrogen; nutrient; phosphorus
OpenAlex,,10.26686/wgtn.17138783.v1,2019.0,Toxic benthic cyanobacteria (Microcoleus autumnalis): Genetic structure and ecological effects,"&lt;p&gt;Toxic, benthic cyanobacterial proliferations occur in rivers globally and are increasing in both frequency and severity. More than 100 dog deaths have been reported in New Zealand since 2005, and dogs have died due to cyanotoxins from benthic cyanobacteria in California and France in recent years. In New Zealand, toxic, benthic proliferations are typically dominated by the genus Microcoleus, which produces the potent neurotoxins called anatoxins. Investigations of the drivers of Microcoleus proliferations have been carried out, revealing important relationships between growth, nutrients and flow. Despite increased attention over the past 15 years, significant knowledge gaps remain regarding regulation of anatoxin concentrations in mats and the ecological impacts of toxic Microcoleus-dominated proliferations in aquatic ecosystems. In this study, I aimed to address these crucial knowledge gaps. Concentrations of anatoxins in Microcoleus-dominated mats are highly variable, ranging from 0 μg g⁻¹ to over 2000 μg g⁻¹ dry weight. Like other cyanobacteria, both toxic and non-toxic strains coexist, and it is possible that the relative abundance of these strains is related to the observed variability in anatoxin concentrations. I developed a quantitative PCR assay specific to the Microcoleus anaC gene and combined this with a 16S rRNA quantitative PCR specific to cyanobacteria. This assay enabled the relative abundance of toxic and non-toxic strains to be quantified for the first time in environmental samples of Microcoleus-dominated mats. The quantitative PCR assay was applied to 122 environmental samples. Toxic cells made up 0% to 30.3% of the samples and significant differences were detectable among rivers, with wide variation evident both within and among rivers. Anatoxin contents in samples were significantly correlated with the proportion of toxic cells, suggesting that variation in anatoxin concentrations are related primarily to the dominance of toxic strains. A field study was conducted in California to identify cyanotoxin producers, investigate the utility of the primers from the quantitative PCR developed in the previous chapter in an international setting and determine the extent of spatial variability in anatoxin concentrations and quotas. Samples were collected from the Eel and Russian rivers in northern California and gene screening, followed by sequencing, was conducted to identify likely cyanotoxin producers. Cyanotoxin concentrations were measured using liquid chromatography tandem-mass spectrometry and the anatoxin quotas were determined using droplet digital PCR. Cyanotoxin producers were identified as Microcoleus producing anatoxins and Nodularia producing nodularin. Anatoxin concentrations were highly variable and differed significantly among sites; however, this variability did not extend to anatoxin quotas, indicating that the abundance of toxic cells also drives anatoxin content in this system. The anatoxin congener dihydroanatoxin-a comprised a significant proportion of the total anatoxins (38%–71%), indicating that this congener should be included in monitoring. Mats dominated by the green alga Cladophora glomerata contained both anatoxins and nodularin; thus, they may pose an exposure risk to cyanotoxins. Microcoleus-dominated mats grow in waters with moderate concentrations of dissolved inorganic nitrogen and low concentrations of dissolved reactive phosphorus. Acquisition of phosphorus from organic sources, in addition to within-mat nutrient cycling, may explain how Microcoleus can obtain high biomass in low nutrient environments. In chapter 4, I compare the alkaline phosphatase activity of four toxic and four non-toxic strains under four phosphorus regimes to identify the potential for Microcoleus to use organic phosphorus as a nutrient source. Toxic strains exhibited greater alkaline phosphatase activity than non-toxic strains; however, considerable variability was evident among strains with the same toxigenicity. Environmental mat samples were collected from sites on an upstream-downstream gradient and across a diel cycle, and alkaline phosphatase activity measured. There was a significant difference in alkaline phosphatase activity between the most upstream and downstream site. No diel changes in alkaline phosphatase activity were apparent. The presence of alkaline phosphatase activity suggests that organic phosphorus sources may be accessible to Microcoleus. To date, management of, and research on, toxic, benthic cyanobacterial proliferations has been focused largely on identifying drivers of growth and toxin production. As a result, there is a significant lack of information on the effects of Microcoleus-dominated proliferations on the wider ecosystem. In chapter 5, an ecotoxicological study was undertaken on Deleatidium spp. larvae using purified anatoxins to address this knowledge gap. Deleatidium spp. larvae were exposed to a range of doses of anatoxin-a, dihydroanatoxin-a, or a mixture of homoanatoxin-a and dihydrohomoanatoxin-a. No significant mortality was observed for any dose or toxin congener. Larvae exposed to high doses (300 μg L⁻¹ to 600 μg L⁻¹) of dihydroanatoxin-a had measurable concentrations of the toxin in their tissues 24-hours post-exposure. The lack of mortality observed, combined with detectable anatoxins in tissues post-exposure, is indicative of a potential pathway for anatoxin transfer or bioaccumulation, and warrants further investigation. Overall, this thesis has addressed a number of critical knowledge gaps in our understanding of Microcoleus. Continued effort is needed to broaden our understanding of the physiological and ecological role of anatoxins to improve risk assessments and ultimately inform better management of Microcoleus proliferations.&lt;/p&gt;",,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W2980102029,,10.26686/wgtn.17138783.v1,,toxic benthic cyanobacteria microcoleus autumnalis genetic structure and ecological effects,doi:10.26686/wgtn.17138783.v1,,8,low_relevance_or_noise,cyanobacteria,0,0,0,2,4,,,,cyanobacteria; cyanobacterial,environmental; nitrogen; nutrient; phosphorus
PubMed,31341744.0,10.7717/peerj.7305,2019.0,Monitoring cyanobacterial toxins in a large reservoir: relationships with water quality parameters.,"Cyanobacteria are widely distributed in fresh, brackish, and ocean water environments, as well as in soil and on moist surfaces. Changes in the population of cyanobacteria can be an important indicator of alterations in water quality. Metabolites produced by blooms of cyanobacteria can be harmful, so cell counts are frequently monitored to assess the potential risk from cyanobacterial toxins. A frequent uncertainty in these types of assessments is the lack of strong relationships between cell count numbers and algal toxin concentrations. In an effort to use ion concentrations and other water quality parameters to determine the existence of any relationships with cyanobacterial toxin concentrations, we monitored four cyanobacterial toxins and inorganic ions in monthly water samples from a large reservoir over a 2-year period. Toxin concentrations during the study period never exceeded safety limits. In addition, toxin concentrations at levels above the limit of quantitation were infrequent during the 2-year sampling period; non-detects were common. Microcystin-LA was the least frequently detected analyte (86 of 89 samples were ND), followed by the other microcystins (microcystin-RR, microcystin-LR). Cylindrospermopsin and saxitoxin were the most frequently detected analytes. Microcystin and anatoxin concentrations were inversely correlated with Cl<sup>-</sup>, SO <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>-</mo> <mn>2</mn></mrow> </msubsup> </math> , Na<sup>+</sup>, and NH <math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow></mrow> <mrow><mn>4</mn></mrow> <mrow><mo>+</mo></mrow> </msubsup> </math> , and directly correlated with turbidity and total P. Cylindrospermopsin and saxitoxin concentrations in water samples were inversely correlated with Mg<sup>+2</sup> and directly correlated with water temperature. Results of our study are expected to increase the understanding of potential relationships between human activities and water quality.",PeerJ,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.7717/peerj.7305,31341744.0,monitoring cyanobacterial toxins in a large reservoir relationships with water quality parameters,doi:10.7717/peerj.7305,,8,cyanobacteria_stx,cyanobacteria,1,0,0,2,1,saxitoxin,,,cyanobacteria; cyanobacterial,temperature
PubMed,30243795.0,10.1016/j.toxicon.2018.09.001,2018.0,Screening of cyanobacterial cultures originating from different environments for cyanotoxicity and cyanotoxins.,"Eighty cultures from the Novi Sad Cyanobacterial Culture Collection (NSCCC) were screened for toxicity with Artemia salina bioassay and for common cyanobacterial toxins, microcystins/nodularin (MCs/NOD) and saxitoxin (STX), with ELISA assays. The results show that 22.5% (11) of the investigated cyanobacterial cultures in exponential phase exhibited toxicity in the A. salina bioassay and 38.7% (31) produced MCs/NOD and/or STX. However, the findings in the two methods applied were contradictory. Therefore, A. salina bioassay was repeated on 28 cultures in stationary growth phase, which were positive in ELISA assays but not in the initial A. salina bioassay. Seven more cultures exhibited cell-bound toxicity, and only one extracellular toxicity. The observed difference in the toxicity indicates that cyanobacterial growth phase could affect the screening results. The findings also varied depending on the environment from which the cultures originated. In the initial screening via bioassay, 11.8% (6 cultures out of 51) from terrestrial and 17.2% (5 out of 29) from aquatic environment showed cell-bound toxicity. Furthermore, based on the ELISA assay, 31.4% (16) of the cultures from terrestrial ecosystems were positive for the presence of the investigated cyanotoxins, and 51.7% (15) from aquatic ecosystems. Based on all results, more frequent toxin production was observed in cultures originating from aquatic environments. Furthermore, the group of terrestrial cultures that originated from biological loess crusts were basically non-toxic. The discrepancies in the results by two different methods indicates that the use of several complementary methods would help to improve the assessment of cyanobacterial toxicity and cyanotoxin analyses.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2018.09.001,30243795.0,screening of cyanobacterial cultures originating from different environments for cyanotoxicity and cyanotoxins,doi:10.1016/j.toxicon.2018.09.001,,8,cyanobacteria_stx,cyanobacteria,2,0,0,1,0,saxitoxin; stx,,,cyanobacterial,
PubMed,30208702.0,10.1021/acs.est.8b02769,2018.0,An Innovative Portable Biosensor System for the Rapid Detection of Freshwater Cyanobacterial Algal Bloom Toxins.,"Harmful algal blooms in freshwater systems are increasingly common and present threats to drinking water systems, recreational waters, and ecosystems. A highly innovative simple to use, portable biosensor system (MBio) for the rapid and simultaneous detection of multiple cyanobacterial toxins in freshwater is demonstrated. The system utilizes a novel planar waveguide optical sensor that delivers quantitative fluorescent competitive immunoassay results in a disposable cartridge. Data are presented for the world's first duplex microcystin (MC)/cylindrospermopsin (CYN) assay cartridge using a combination of fluorophore-conjugated monoclonal antibodies as detector molecules. The on-cartridge detection limits of 20% inhibitory concentration (IC<sub>20</sub>) was 0.4 μg/L for MC and 0.7 μg/L for CYN. MC assay coverage of eight important MC congeners was demonstrated. Validation using 45 natural lake water samples from Colorado and Lake Erie showed quantitative correlation with commercially available laboratory-based enzyme linked immunosorbent assays. A novel cell lysis module was demonstrated using cyanobacteria cultures. Results show equivalent or better performance than the gold-standard but more tedious 3× freeze-thaw method, with >90% cell lysis for laboratory cultures. The MBio system holds promise as a versatile tool for multiplexed field-based cyanotoxin detection, with future analyte expansion including saxitoxin, anatoxin-a, and marine biotoxins.",Environmental science & technology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.8b02769,30208702.0,an innovative portable biosensor system for the rapid detection of freshwater cyanobacterial algal bloom toxins,doi:10.1021/acs.est.8b02769,,8,cyanobacteria_stx,cyanobacteria,1,0,0,2,1,saxitoxin,,,cyanobacteria; cyanobacterial,bloom
PubMed,30552354.0,10.1038/s41598-018-35428-x,2018.0,Occurrence and diversity of cyanotoxins in Greek lakes.,"Toxic cyanobacteria occur in Greek surface water bodies. However, studies on the occurrence of cyanotoxins (CTs) are often limited to mainly microcystins (MCs), with use of screening methods, such as ELISA, that are not conclusive of the chemical structure of the CT variants and can be subject to false positive results. A multi-lake survey in Greece (14 lakes) was conducted in water and biomass, targeted to a wide range of multi-class CTs including MCs, nodularin-R (NOD), cylindrospermopsin (CYN), anatoxin-a (ANA-a) and saxitoxins (STXs), using multi-class/variant LC-MS/MS analytical workflows, achieving sensitive detection, definitive identification and accurate quantitation. A wide variety of CTs (CYN, ANA-a, STX, neoSTX, dmMC-RR, MC-RR, MC-YR, MC-HtyR, dm<sup>3</sup>MC-LR, MC-LR, MC-HilR, MC-WR, MC-LA, MC-LY, MC-LW and MC-LF), were detected, with MCs being the most commonly occurring. In biomass, MC-RR was the most abundant toxin, reaching 754 ng mg<sup>-1</sup> dw, followed by MC-LR (458 ng mg<sup>-1</sup> dw). CYN and ANA-a were detected for the first time in the biomass of Greek lakes at low concentrations and STXs in lakes Trichonis, Vistonis and Petron. The abundance and diversity of CTs were also evaluated in relation to recreational health risks, in a case study with a proven history of MCs (Lake Kastoria).",Scientific reports,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1038/s41598-018-35428-x,30552354.0,occurrence and diversity of cyanotoxins in greek lakes,doi:10.1038/s41598-018-35428-x,,8,cyanobacteria_stx,cyanobacteria,2,0,0,1,0,saxitoxins; stx,,,cyanobacteria,
OpenAlex,,10.3389/fmicb.2018.00272,2018.0,The Cyanobacterium Cylindrospermopsis raciborskii (CYRF-01) Responds to Environmental Stresses with Increased Vesiculation Detected at Single-Cell Resolution,has the competence to secrete OMVs and that under different stress situations the genesis of these vesicles is increased. The amplified ability of cyanobacteria to release OMVs may be associated with adaptive responses to changes in environmental conditions and interspecies cell communication.,Frontiers in Microbiology,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2791149811,,10.3389/fmicb.2018.00272,,the cyanobacterium cylindrospermopsis raciborskii cyrf 01 responds to environmental stresses with increased vesiculation detected at single cell resolution,doi:10.3389/fmicb.2018.00272,,8,low_relevance_or_noise,cyanobacteria,0,0,0,3,2,,,,cyanobacteria; cyanobacterium; cylindrospermopsis,environmental; stress
OpenAlex,,10.3390/toxins10020076,2018.0,Mitigating Toxic Planktonic Cyanobacterial Blooms in Aquatic Ecosystems Facing Increasing Anthropogenic and Climatic Pressures,"Toxic planktonic cyanobacterial blooms are a pressing environmental and human health problem. Blooms are expanding globally and threatening sustainability of our aquatic resources. Anthropogenic nutrient enrichment and hydrological modifications, including water diversions and reservoir construction, are major drivers of bloom expansion. Climatic change, i.e., warming, more extreme rainfall events, and droughts, act synergistically with human drivers to exacerbate the problem. Bloom mitigation steps, which are the focus of this review, must consider these dynamic interactive factors in order to be successful in the short- and long-term. Furthermore, these steps must be applicable along the freshwater to marine continuum connecting streams, lakes, rivers, estuarine, and coastal waters. There is an array of physical, chemical, and biological approaches, including flushing, mixing, dredging, application of algaecides, precipitating phosphorus, and selective grazing, that may arrest and reduce bloom intensities in the short-term. However, to ensure long term, sustainable success, targeting reductions of both nitrogen and phosphorus inputs should accompany these approaches along the continuum. Lastly, these strategies should accommodate climatic variability and change, which will likely modulate and alter nutrient-bloom thresholds.",Toxins,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2789292707,,10.3390/toxins10020076,,mitigating toxic planktonic cyanobacterial blooms in aquatic ecosystems facing increasing anthropogenic and climatic pressures,doi:10.3390/toxins10020076,,8,low_relevance_or_noise,cyanobacteria,0,0,0,1,6,,,,cyanobacterial,bloom; environmental; nitrogen; nutrient; phosphorus; warming
PubMed,29933577.0,10.3390/toxins10070254,2018.0,A Systematic Literature Review for Evidence of Aphanizomenon flos-aquae Toxigenicity in Recreational Waters and Toxicity of Dietary Supplements: 2000⁻2017.,"Previous studies of recreational waters and blue-green algae supplements (BGAS) demonstrated co-occurrence of <i>Aphanizomenon flos-aquae</i> (AFA) and cyanotoxins, presenting exposure risk. The authors conducted a systematic literature review using a GRADE PRISMA-p 27-item checklist to assess the evidence for toxigenicity of AFA in both fresh waters and BGAS. Studies have shown AFA can produce significant levels of cylindrospermopsin and saxitoxin in fresh waters. Toxicity studies evaluating AFA-based BGAS found some products carried the <i>mcyE</i> gene and tested positive for microcystins at levels ≤ 1 μg microcystin (MC)-LR equivalents/g dry weight. Further analysis discovered BGAS samples had cyanotoxins levels exceeding tolerable daily intake values. There is evidence that <i>Aphanizomenon</i> spp. are toxin producers and AFA has toxigenic genes such as <i>mcyE</i> that could lead to the production of MC under the right environmental conditions. Regardless of this ability, AFA commonly co-occur with known MC producers, which may contaminate BGAS. Toxin production by cyanobacteria is a health concern for both recreational water users and BGAS consumers. Recommendations include: limit harvesting of AFA to months when toxicity is lowest, include AFA in cell counts during visible blooms, and properly identify cyanobacteria species using 16S rRNA methods when toxicity levels are higher than advisory levels.",Toxins,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/toxins10070254,29933577.0,a systematic literature review for evidence of aphanizomenon flos aquae toxigenicity in recreational waters and toxicity of dietary supplements 2000 2017,doi:10.3390/toxins10070254,,8,cyanobacteria_stx,cyanobacteria,1,0,0,2,1,saxitoxin,,,aphanizomenon; cyanobacteria,environmental
