Global_AI_Rank,Source,Source_Type,Target,Target_Type,Hypothesis_Class,AI_Score,Final_AI_Rank_Score,ML_Probability,Node2Vec_Integrated_Score,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Embedding_Bridge_Max_Similarity,Embedding_Coverage,Structural_Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Validation_Status,Candidate_Status,Bridge_Nodes,Bridge_Types,Interpretation,Training_Graph,Source_Normalized,Target_Normalized,Pair_Key,Search_Text
179,neosaxitoxin,TOXIN,protoceratium_reticulatum,DINO_TAXON,taxon_toxin_association,0.2603095336636383,0.2603095336636383,0.3483311986128517,0.1282770362398181,0.2459785987672094,0.5107669991298782,0.6456820762646722,1,37.938082275848366,4.0,4,3,0.9427253484504968,0.1052631578947368,216,36,6,Validated,unvalidated_candidate,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,,dino_pre2016,neosaxitoxin,protoceratium reticulatum,neosaxitoxin|||protoceratium reticulatum,neosaxitoxin protoceratium reticulatum toxin dino taxon taxon toxin association alexandrium toxicity paralytic shellfish poisoning alexandrium minutum dino taxon biological process toxin dino taxon validated
180,alexandrium_catenella,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,0.2590733615211881,0.2590733615211881,0.3142285307162965,0.1763406077285255,0.2473036689592268,0.4839649549898942,0.6966156558713884,1,75.32304388240478,8.0,8,6,1.9342492139296608,0.1454545454545454,650,50,13,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; paralytic_shellfish_poisoning; sxta; expression; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON,,dino_pre2016,alexandrium catenella,sxtd,alexandrium catenella|||sxtd,alexandrium catenella sxtd dino taxon sxt gene taxon gene association saxitoxin cyanobacteria paralytic shellfish toxins mass spectrometry paralytic shellfish poisoning sxta expression dinoflagellates toxin cyano taxon toxin detection method toxin sxt gene biological process dino taxon unvalidated
181,alexandrium_tamarense,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,0.2578371204247991,0.2578371204247991,0.1512292291419296,0.4177489573491033,0.3914307789653039,0.5357080698245698,0.7570579389238076,1,210.0210801297443,49.0,21,7,5.230879047922999,0.3559322033898305,1404,54,26,Unvalidated,unvalidated_candidate,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; anabaena; alexandrium; dinoflagellates; cyanobacteria; hplc; cyanobacterial; mass_spectrometry; biosynthesis; bloom; sxta; evolution; toxin_biosynthesis; toxicity; cyanobacterium; phylogeny; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; CYANO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,"alexandrium_tamarense and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, anabaena.",dino_pre2016,alexandrium tamarense,aphanizomenon,alexandrium tamarense|||aphanizomenon,alexandrium tamarense aphanizomenon dino taxon cyano taxon cross taxa association saxitoxin paralytic shellfish toxins dinoflagellate paralytic shellfish poisoning anabaena alexandrium dinoflagellates cyanobacteria hplc cyanobacterial mass spectrometry biosynthesis bloom sxta evolution toxin biosynthesis toxicity cyanobacterium phylogeny phylogenetic toxin toxin dino taxon toxin cyano taxon dino taxon dino taxon cyano taxon detection method cyano taxon detection method biological process env factor sxt gene biological process biological process biological process cyano taxon biological process biological process alexandrium tamarense and aphanizomenon may share stx-related biological context supported by bridge concepts including saxitoxin paralytic shellfish toxins dinoflagellate paralytic shellfish poisoning anabaena. unvalidated
182,evolution,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,0.2552179806580663,0.2552179806580663,0.2081012280414382,0.3258931095830085,0.7427766995124923,0.559435335956486,0.6979876412304247,1,105.23624852605732,14.0,14,5,3.451457596361987,0.3333333333333333,588,42,14,Validated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,evolution,sxti,evolution|||sxti,evolution sxti biological process sxt gene gene process association saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium saxitoxin biosynthesis paralytic shellfish poisoning sxta phylogeny phylogenetic pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon biological process toxin sxt gene biological process biological process dino taxon dino taxon biological process validated
183,gtx,TOXIN,nitrogen_limitation,ENV_FACTOR,environment_toxin_association,0.2538627004712009,0.2538627004712009,0.2358825609268191,0.2808329097877736,0.3276912344200948,0.532007737906494,0.7672329736783478,1,117.03551061736675,18.0,15,5,3.688487016000461,0.3658536585365853,663,39,17,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; nutrient; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; toxicity; alexandrium_tamarense; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nitrogen; phosphorus; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,gtx,nitrogen limitation,gtx|||nitrogen limitation,gtx nitrogen limitation toxin env factor environment toxin association alexandrium dinoflagellate nutrient cyanobacteria paralytic shellfish toxins alexandrium fundyense toxicity alexandrium tamarense bloom toxin biosynthesis paralytic shellfish poisoning nitrogen phosphorus dinoflagellates biosynthesis dino taxon dino taxon env factor cyano taxon toxin dino taxon biological process dino taxon env factor biological process toxin env factor env factor dino taxon biological process unvalidated
184,alexandrium_fundyense,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,0.2512300358601248,0.2512300358601248,0.3143322944822085,0.1565766479269992,0.2190395019801259,0.471772920171861,0.6296873241490872,1,64.60613292774849,7.0,7,5,1.6667028275106075,0.1272727272727272,637,49,13,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; sxta; expression; dinoflagellates,TOXIN; CYANO_TAXON; TOXIN; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON,,dino_pre2016,alexandrium fundyense,sxtd,alexandrium fundyense|||sxtd,alexandrium fundyense sxtd dino taxon sxt gene taxon gene association saxitoxin cyanobacteria paralytic shellfish toxins paralytic shellfish poisoning sxta expression dinoflagellates toxin cyano taxon toxin toxin sxt gene biological process dino taxon unvalidated
185,alexandrium_fundyense,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,0.2509164715781993,0.2509164715781993,0.2498522898818787,0.2525127441226801,0.2235046823095063,0.4770534836698271,0.6649947074607494,1,124.18514258000398,19.0,14,7,3.3425712900019904,0.25,1029,49,21,Unvalidated,unvalidated_candidate,dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; alexandrium; toxicity; toxin_production; gymnodinium; bloom; paralytic_shellfish_poisoning; hplc; sxta; biosynthesis,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; DETECTION_METHOD; SXT_GENE; BIOLOGICAL_PROCESS,,dino_pre2016,alexandrium fundyense,lyngbya,alexandrium fundyense|||lyngbya,alexandrium fundyense lyngbya dino taxon cyano taxon cross taxa association dinoflagellates saxitoxin cyanobacteria paralytic shellfish toxins cyanobacterial alexandrium toxicity toxin production gymnodinium bloom paralytic shellfish poisoning hplc sxta biosynthesis dino taxon toxin cyano taxon toxin cyano taxon dino taxon biological process biological process dino taxon env factor toxin detection method sxt gene biological process unvalidated
186,phosphate,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,0.2507669884900625,0.2507669884900625,0.2054008261076037,0.3188162320637507,0.4004936242765541,0.4702441858883782,0.6415580337423074,1,141.5881472821612,33.0,15,4,3.627406974413927,0.3333333333333333,900,30,30,Unvalidated,unvalidated_candidate,saxitoxin; alexandrium; dinoflagellate; saxitoxin_biosynthesis; biosynthesis; paralytic_shellfish_toxins; dinoflagellates; toxicity; alexandrium_tamarense; bloom; gymnodinium; toxin_biosynthesis; light; paralytic_shellfish_poisoning; gymnodinium_catenatum,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; DINO_TAXON,,dino_pre2016,phosphate,sxt genes,phosphate|||sxt genes,phosphate sxt genes env factor sxt gene environment gene regulation saxitoxin alexandrium dinoflagellate saxitoxin biosynthesis biosynthesis paralytic shellfish toxins dinoflagellates toxicity alexandrium tamarense bloom gymnodinium toxin biosynthesis light paralytic shellfish poisoning gymnodinium catenatum toxin dino taxon dino taxon biological process biological process toxin dino taxon biological process dino taxon env factor dino taxon biological process env factor toxin dino taxon unvalidated
187,sxtg,SXT_GENE,cylindrospermopsis,CYANO_TAXON,cyano_gene_transfer_signal,0.250562590572041,0.250562590572041,0.2050229064123933,0.3188721168115125,0.2707988232583604,0.4403094001853804,0.6632399941069355,1,158.8584196665456,33.0,17,6,4.12069919497492,0.3617021276595745,1008,36,28,Unvalidated,unvalidated_candidate,dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; sxta; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; dinoflagellate; alexandrium; toxicity; gymnodinium; saxitoxin_biosynthesis; bloom; expression; phylogenetic,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; SXT_GENE; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,,dino_pre2016,sxtg,cylindrospermopsis,cylindrospermopsis|||sxtg,sxtg cylindrospermopsis sxt gene cyano taxon cyano gene transfer signal dinoflagellates saxitoxin cyanobacteria paralytic shellfish toxins sxta cyanobacterial paralytic shellfish poisoning biosynthesis pyrodinium dinoflagellate alexandrium toxicity gymnodinium saxitoxin biosynthesis bloom expression phylogenetic dino taxon toxin cyano taxon toxin sxt gene cyano taxon toxin biological process dino taxon dino taxon dino taxon biological process dino taxon biological process env factor biological process biological process unvalidated
188,dinoflagellate,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,0.249291753703075,0.249291753703075,0.1779282807792615,0.3563369630887952,0.4186537865302,0.536475553189403,0.8341122549397513,1,167.66820860803037,30.0,20,7,5.03540300531388,0.2597402597402597,1596,76,21,Unvalidated,unvalidated_candidate,dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; anabaena; aphanizomenon; cyanobacterial; saxitoxin; hplc; pyrodinium; bloom; sxta; alexandrium; paralytic_shellfish_poisoning; cylindrospermopsis; toxicity; mass_spectrometry; cyanobacterium; biosynthesis; toxin_production; gymnodinium,DINO_TAXON; CYANO_TAXON; TOXIN; CYANO_TAXON; CYANO_TAXON; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON,"dinoflagellate and lyngbya may share STX-related biological context, supported by bridge concepts including dinoflagellates, cyanobacteria, paralytic_shellfish_toxins, anabaena, aphanizomenon.",dino_pre2016,dinoflagellate,lyngbya,dinoflagellate|||lyngbya,dinoflagellate lyngbya dino taxon cyano taxon cross taxa association dinoflagellates cyanobacteria paralytic shellfish toxins anabaena aphanizomenon cyanobacterial saxitoxin hplc pyrodinium bloom sxta alexandrium paralytic shellfish poisoning cylindrospermopsis toxicity mass spectrometry cyanobacterium biosynthesis toxin production gymnodinium dino taxon cyano taxon toxin cyano taxon cyano taxon cyano taxon toxin detection method dino taxon env factor sxt gene dino taxon toxin cyano taxon biological process detection method cyano taxon biological process biological process dino taxon dinoflagellate and lyngbya may share stx-related biological context supported by bridge concepts including dinoflagellates cyanobacteria paralytic shellfish toxins anabaena aphanizomenon. unvalidated
189,dinoflagellate,DINO_TAXON,planktothrix,CYANO_TAXON,cross_taxa_association,0.2490199480187366,0.2490199480187366,0.2562875664542329,0.2381185203654921,0.3420155032275876,0.5579346112959835,0.8341122549397513,1,93.22298333787116,13.0,13,4,3.267335824779744,0.1688311688311688,1064,76,14,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; aphanizomenon; paralytic_shellfish_toxins; pyrodinium; alexandrium; cylindrospermopsis; toxicity; gymnodinium; anabaena; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; CYANO_TAXON; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON,,dino_pre2016,dinoflagellate,planktothrix,dinoflagellate|||planktothrix,dinoflagellate planktothrix dino taxon cyano taxon cross taxa association saxitoxin cyanobacterial cyanobacteria aphanizomenon paralytic shellfish toxins pyrodinium alexandrium cylindrospermopsis toxicity gymnodinium anabaena paralytic shellfish poisoning dinoflagellates toxin cyano taxon cyano taxon cyano taxon toxin dino taxon dino taxon cyano taxon biological process dino taxon cyano taxon toxin dino taxon unvalidated
190,gonyautoxin,TOXIN,gene_duplication,BIOLOGICAL_PROCESS,process_toxin_association,0.2463570216971612,0.2463570216971612,0.2452945573276621,0.2479507182514098,0.2738736646144116,0.478431568688128,0.7484074131751101,1,110.54869713497791,17.0,14,5,3.524348567488966,0.25,969,51,19,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; biosynthesis; saxitoxin; pyrodinium; gymnodinium; sxtg; warming; gymnodinium_catenatum; sxta; expression; phylogeny; pyrodinium_bahamense; dinoflagellates,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; DINO_TAXON; SXT_GENE; ENV_FACTOR; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,,dino_pre2016,gonyautoxin,gene duplication,gene duplication|||gonyautoxin,gonyautoxin gene duplication toxin biological process process toxin association alexandrium dinoflagellate biosynthesis saxitoxin pyrodinium gymnodinium sxtg warming gymnodinium catenatum sxta expression phylogeny pyrodinium bahamense dinoflagellates dino taxon dino taxon biological process toxin dino taxon dino taxon sxt gene env factor dino taxon sxt gene biological process biological process dino taxon dino taxon unvalidated
191,cyanobacterium,CYANO_TAXON,alexandrium_tamiyavanichii,DINO_TAXON,cross_taxa_association,0.2438470446462601,0.2438470446462601,0.2049179461136131,0.3022406924452306,0.3584715722168044,0.4729845318463017,0.6224256552388376,1,139.96016122152662,29.0,14,6,3.3521736340191217,0.3255813953488372,782,34,23,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; hplc; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; toxicity; toxin_production; saxitoxin_biosynthesis; alexandrium_minutum; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; DETECTION_METHOD; TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,,dino_pre2016,cyanobacterium,alexandrium tamiyavanichii,alexandrium tamiyavanichii|||cyanobacterium,cyanobacterium alexandrium tamiyavanichii cyano taxon dino taxon cross taxa association alexandrium dinoflagellate hplc saxitoxin paralytic shellfish poisoning dinoflagellates cyanobacteria paralytic shellfish toxins toxicity toxin production saxitoxin biosynthesis alexandrium minutum sxta biosynthesis dino taxon dino taxon detection method toxin toxin dino taxon cyano taxon toxin biological process biological process biological process dino taxon sxt gene biological process unvalidated
192,neosaxitoxin,TOXIN,nutrients,ENV_FACTOR,environment_toxin_association,0.2431805459752686,0.2431805459752686,0.03438443796676,0.5563747079880317,0.3730664880776951,0.5396683096022687,0.7735183631351499,1,289.47313743357125,82.0,27,5,6.736568716785618,0.6,1296,36,36,Unvalidated,unvalidated_candidate,dinoflagellate; alexandrium; saxitoxin; toxicity; toxin_production; paralytic_shellfish_toxins; light; salinity; paralytic_shellfish_poisoning; dinoflagellates; gymnodinium; pyrodinium; gtx; pyrodinium_bahamense; alexandrium_tamarense; nutrient; phylogenetic; temperature; hplc; gymnodinium_catenatum,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON,"neosaxitoxin may be associated with variation in nutrients, supported by bridge concepts including dinoflagellate, alexandrium, saxitoxin, toxicity, toxin_production.",dino_pre2016,neosaxitoxin,nutrients,neosaxitoxin|||nutrients,neosaxitoxin nutrients toxin env factor environment toxin association dinoflagellate alexandrium saxitoxin toxicity toxin production paralytic shellfish toxins light salinity paralytic shellfish poisoning dinoflagellates gymnodinium pyrodinium gtx pyrodinium bahamense alexandrium tamarense nutrient phylogenetic temperature hplc gymnodinium catenatum dino taxon dino taxon toxin biological process biological process toxin env factor env factor toxin dino taxon dino taxon dino taxon toxin dino taxon dino taxon env factor biological process env factor detection method dino taxon neosaxitoxin may be associated with variation in nutrients supported by bridge concepts including dinoflagellate alexandrium saxitoxin toxicity toxin production. unvalidated
193,harmful_algal_bloom,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,0.2380685925561652,0.2380685925561652,0.2391814361329413,0.2363993271910009,0.4149762621749031,0.4744358897830466,0.6367088652189131,1,88.11358908023279,11.0,11,5,2.646538129859981,0.282051282051282,504,36,14,Unvalidated,unvalidated_candidate,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; sxta; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,harmful algal bloom,sxti,harmful algal bloom|||sxti,harmful algal bloom sxti env factor sxt gene environment gene regulation saxitoxin cyanobacterial cyanobacteria pyrodinium dinoflagellate alexandrium paralytic shellfish poisoning sxta pyrodinium bahamense dinoflagellates biosynthesis toxin cyano taxon cyano taxon dino taxon dino taxon dino taxon toxin sxt gene dino taxon dino taxon biological process unvalidated
194,sxt_genes,SXT_GENE,climate,ENV_FACTOR,environment_gene_regulation,0.2376523534814396,0.2376523534814396,0.1959074202557338,0.3002697533199981,0.3148497300047335,0.4878216706508345,0.6355464140373687,1,140.36013936069534,29.0,14,6,3.3851978854758733,0.358974358974359,690,30,23,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; cyanobacterial; cyanobacteria; toxicity; sxtg; bloom; toxin_biosynthesis; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,,dino_pre2016,sxt genes,climate,climate|||sxt genes,sxt genes climate sxt gene env factor environment gene regulation alexandrium dinoflagellate saxitoxin dinoflagellates paralytic shellfish toxins paralytic shellfish poisoning cyanobacterial cyanobacteria toxicity sxtg bloom toxin biosynthesis sxta biosynthesis dino taxon dino taxon toxin dino taxon toxin toxin cyano taxon cyano taxon biological process sxt gene env factor biological process sxt gene biological process unvalidated
195,phosphorus,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,0.2363931138946969,0.2363931138946969,0.2837297102762117,0.1653882193224248,0.1712618598032501,0.4609229655461955,0.6248461022794276,1,70.90992980629565,8.0,8,5,1.873883822066744,0.2162162162162162,434,31,14,Validated,unvalidated_candidate,saxitoxin; cyanobacteria; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; sxta; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS,,dino_pre2016,phosphorus,sxti,phosphorus|||sxti,phosphorus sxti env factor sxt gene environment gene regulation saxitoxin cyanobacteria dinoflagellate alexandrium paralytic shellfish poisoning sxta dinoflagellates biosynthesis toxin cyano taxon dino taxon dino taxon toxin sxt gene dino taxon biological process validated
196,cyanobacterial,CYANO_TAXON,protoceratium_reticulatum,DINO_TAXON,cross_taxa_association,0.2355715362160668,0.2355715362160668,0.315117331622997,0.1162528431056715,0.1386692029268579,0.4689030346792741,0.713922759539005,1,43.43501736602987,5.0,5,3,1.236739452245703,0.0961538461538461,306,51,6,Unvalidated,unvalidated_candidate,alexandrium_ostenfeldii; alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,,dino_pre2016,cyanobacterial,protoceratium reticulatum,cyanobacterial|||protoceratium reticulatum,cyanobacterial protoceratium reticulatum cyano taxon dino taxon cross taxa association alexandrium ostenfeldii alexandrium toxicity paralytic shellfish poisoning alexandrium minutum dino taxon dino taxon biological process toxin dino taxon unvalidated
197,alexandrium_catenella,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,0.2351312841642017,0.2351312841642017,0.1986867143051235,0.289798138952819,0.2919619329825499,0.4759516713165005,0.6966156558713884,1,139.64057069920366,23.0,16,7,3.865739895056375,0.2909090909090909,1050,50,21,Unvalidated,unvalidated_candidate,cyanobacteria; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacterial; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,,dino_pre2016,alexandrium catenella,lyngbya,alexandrium catenella|||lyngbya,alexandrium catenella lyngbya dino taxon cyano taxon cross taxa association cyanobacteria dinoflagellates saxitoxin paralytic shellfish toxins hplc cyanobacterial pyrodinium alexandrium toxicity mass spectrometry toxin production bloom gymnodinium paralytic shellfish poisoning sxta biosynthesis cyano taxon dino taxon toxin toxin detection method cyano taxon dino taxon dino taxon biological process detection method biological process env factor dino taxon toxin sxt gene biological process unvalidated
198,gtx,TOXIN,transcriptomic,BIOLOGICAL_PROCESS,process_toxin_association,0.2345155972965389,0.2345155972965389,0.1525232742503021,0.3575040818658941,0.3113496005991836,0.5305811859292741,0.7672329736783478,1,167.5972521853718,36.0,19,5,4.639535183594992,0.4318181818181818,936,39,24,Unvalidated,unvalidated_candidate,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; light; saxitoxin; dinoflagellates; alexandrium_tamarense; biosynthesis; toxin_production; alexandrium_fundyense; bloom; alexandrium_catenella; nitrogen; toxicity; alexandrium_minutum; nutrient; cyanobacteria; nutrients,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR,"gtx may be mechanistically associated with transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, paralytic_shellfish_poisoning, light.",dino_pre2016,gtx,transcriptomic,gtx|||transcriptomic,gtx transcriptomic toxin biological process process toxin association alexandrium dinoflagellate paralytic shellfish toxins paralytic shellfish poisoning light saxitoxin dinoflagellates alexandrium tamarense biosynthesis toxin production alexandrium fundyense bloom alexandrium catenella nitrogen toxicity alexandrium minutum nutrient cyanobacteria nutrients dino taxon dino taxon toxin toxin env factor toxin dino taxon dino taxon biological process biological process dino taxon env factor dino taxon env factor biological process dino taxon env factor cyano taxon env factor gtx may be mechanistically associated with transcriptomic supported by bridge concepts including alexandrium dinoflagellate paralytic shellfish toxins paralytic shellfish poisoning light. unvalidated
