Source,Source_Type,Target,Target_Type,Hypothesis_Class,Node2Vec_Score,Node2Vec_Rank,AdamicAdar_Score,AdamicAdar_Rank,Jaccard_Score,Jaccard_Rank,Common_Neighbors,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Coverage,Pair_Key,Temporal_Outcome,Interpretation,Primary_Rank,Primary_Score,Primary_Method,Search_Text
gymnodinium,DINO_TAXON,sxti,SXT_GENE,taxon_gene_association,0.4286957762434901,95,3.451457596361987,164,0.2258064516129032,273,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gymnodinium|||sxti,Subsequently represented,"The relationship between gymnodinium and sxti was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacterial, cyanobacteria, pyrodinium, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",164,3.451457596361987,Adamic–Adar,gymnodinium sxti dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis toxin; cyano_taxon; cyano_taxon; dino_taxon; dino_taxon; dino_taxon; biological_process; toxin; sxt_gene; biological_process; biological_process; dino_taxon; dino_taxon; biological_process
toxicity,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,0.3668471785633858,166,3.451457596361987,164,0.2058823529411764,303,14,saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,sxti|||toxicity,Subsequently represented,"The relationship between toxicity and sxti was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacterial, cyanobacteria, pyrodinium, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",164,3.451457596361987,Adamic–Adar,toxicity sxti biological_process sxt_gene gene_process_association saxitoxin; cyanobacterial; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; sxta; phylogeny; phylogenetic; pyrodinium_bahamense; dinoflagellates; biosynthesis toxin; cyano_taxon; cyano_taxon; dino_taxon; dino_taxon; dino_taxon; biological_process; toxin; sxt_gene; biological_process; biological_process; dino_taxon; dino_taxon; biological_process
gymnodinium,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,0.3250887626182649,239,3.444624545729917,169,0.2096774193548387,295,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; CYANO_TAXON,dino_pre2016,unvalidated_candidate,1,gymnodinium|||sxtd,Not observed post-2015,"The relationship between gymnodinium and sxtd was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, paralytic shellfish toxins, mass spectrometry, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",169,3.444624545729917,Adamic–Adar,gymnodinium sxtd dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; cylindrospermopsis toxin; cyano_taxon; toxin; detection_method; dino_taxon; cyano_taxon; detection_method; toxin; sxt_gene; biological_process; sxt_gene; detection_method; cyano_taxon
dinoflagellate,DINO_TAXON,sxtd,SXT_GENE,taxon_gene_association,0.3574138556147332,183,3.444624545729917,169,0.1710526315789473,356,13,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; cylindrospermopsis,TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; CYANO_TAXON,dino_pre2016,unvalidated_candidate,1,dinoflagellate|||sxtd,Subsequently represented,"The relationship between dinoflagellate and sxtd was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, paralytic shellfish toxins, mass spectrometry, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",169,3.444624545729917,Adamic–Adar,dinoflagellate sxtd dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacteria; paralytic_shellfish_toxins; mass_spectrometry; dinoflagellates; cyanobacterium; lc_ms; paralytic_shellfish_poisoning; sxta; expression; sxtu; lc_ms_ms; cylindrospermopsis toxin; cyano_taxon; toxin; detection_method; dino_taxon; cyano_taxon; detection_method; toxin; sxt_gene; biological_process; sxt_gene; detection_method; cyano_taxon
horizontal_gene_transfer,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,0.3374804687802247,221,3.4426988041544297,171,0.4375,48,14,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,horizontal_gene_transfer|||sxtu,Subsequently represented,"The relationship between horizontal gene transfer and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",171,3.4426988041544297,Adamic–Adar,horizontal_gene_transfer sxtu biological_process sxt_gene gene_process_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; sxt_gene; dino_taxon; biological_process; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process
phylogeny,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,0.3410583607349177,218,3.4426988041544297,171,0.3255813953488372,155,14,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,phylogeny|||sxtu,Subsequently represented,"The relationship between phylogeny and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",171,3.4426988041544297,Adamic–Adar,phylogeny sxtu biological_process sxt_gene gene_process_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; sxt_gene; dino_taxon; biological_process; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process
light,ENV_FACTOR,sxtb,SXT_GENE,environment_gene_regulation,0.3526433668562994,191,3.4338811755732594,173,0.2592592592592592,231,14,cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; transcriptome; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,light|||sxtb,Not observed post-2015,"The relationship between light and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellate, sxta, dinoflagellates, saxitoxin. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",173,3.4338811755732594,Adamic–Adar,light sxtb env_factor sxt_gene environment_gene_regulation cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; transcriptome; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; cyano_taxon; toxin; biological_process; biological_process; env_factor; biological_process; toxin; env_factor; biological_process
phylogeny,BIOLOGICAL_PROCESS,sxtb,SXT_GENE,gene_process_association,0.3678647943269671,165,3.432133993328689,174,0.358974358974359,114,14,cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; biosynthesis,CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,phylogeny|||sxtb,Subsequently represented,"The relationship between phylogeny and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacteria, dinoflagellate, sxtg, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",174,3.432133993328689,Adamic–Adar,phylogeny sxtb biological_process sxt_gene gene_process_association cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; biosynthesis cyano_taxon; dino_taxon; sxt_gene; sxt_gene; dino_taxon; toxin; cyano_taxon; toxin; biological_process; biological_process; env_factor; biological_process; toxin; biological_process
gonyautoxin,TOXIN,nitrogen_limitation,ENV_FACTOR,environment_toxin_association,0.2458844302560137,356,3.42230922520386,175,0.2592592592592592,231,14,alexandrium; dinoflagellate; nitrogen; nutrient; cyanobacteria; paralytic_shellfish_toxins; toxicity; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; phosphorus; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gonyautoxin|||nitrogen_limitation,Not observed post-2015,"The relationship between gonyautoxin and nitrogen limitation was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, nitrogen, nutrient, cyanobacteria. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",175,3.42230922520386,Adamic–Adar,gonyautoxin nitrogen_limitation toxin env_factor environment_toxin_association alexandrium; dinoflagellate; nitrogen; nutrient; cyanobacteria; paralytic_shellfish_toxins; toxicity; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; phosphorus; expression; dinoflagellates; biosynthesis dino_taxon; dino_taxon; env_factor; env_factor; cyano_taxon; toxin; biological_process; dino_taxon; env_factor; toxin; env_factor; biological_process; dino_taxon; biological_process
pyrodinium_bahamense,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.200288438525032,409,3.418922385053677,176,0.2916666666666667,198,14,cyanobacterial; dinoflagellate; sxta; dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; evolution; toxin_production; sxtg; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,pyrodinium_bahamense|||sxtb,Not observed post-2015,"The relationship between pyrodinium bahamense and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, dinoflagellate, sxta, dinoflagellates, saxitoxin. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",176,3.418922385053677,Adamic–Adar,pyrodinium_bahamense sxtb dino_taxon sxt_gene taxon_gene_association cyanobacterial; dinoflagellate; sxta; dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; evolution; toxin_production; sxtg; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; cyano_taxon; toxin; biological_process; biological_process; sxt_gene; env_factor; toxin; env_factor; biological_process
pyrodinium,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.2742575613940418,307,3.418922385053677,176,0.2641509433962264,228,14,cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; sxtg; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,pyrodinium|||sxtb,Not observed post-2015,"The relationship between pyrodinium and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",176,3.418922385053677,Adamic–Adar,pyrodinium sxtb dino_taxon sxt_gene taxon_gene_association cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; sxtg; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; toxin; biological_process; biological_process; sxt_gene; env_factor; toxin; env_factor; biological_process
gymnodinium_catenatum,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.2611688152874689,333,3.418922385053677,176,0.2333333333333333,261,14,cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gymnodinium_catenatum|||sxtb,Subsequently represented,"The relationship between gymnodinium catenatum and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxtg, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",176,3.418922385053677,Adamic–Adar,gymnodinium_catenatum sxtb dino_taxon sxt_gene taxon_gene_association cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; sxt_gene; dino_taxon; toxin; toxin; biological_process; biological_process; env_factor; toxin; env_factor; biological_process
gymnodinium,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.281717364487144,298,3.418922385053677,176,0.2153846153846154,286,14,cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gymnodinium|||sxtb,Subsequently represented,"The relationship between gymnodinium and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxtg, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",176,3.418922385053677,Adamic–Adar,gymnodinium sxtb dino_taxon sxt_gene taxon_gene_association cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; sxt_gene; dino_taxon; toxin; toxin; biological_process; biological_process; env_factor; toxin; env_factor; biological_process
alexandrium_ostenfeldii,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,0.1752895118268881,433,3.41151033266752,180,0.3181818181818182,172,14,paralytic_shellfish_poisoning; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; toxicity; cyanobacterial; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; bloom; lc_ms; hplc; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DETECTION_METHOD; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_ostenfeldii|||cylindrospermopsis,Not observed post-2015,"The relationship between alexandrium ostenfeldii and cylindrospermopsis was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as paralytic shellfish poisoning, saxitoxin, dinoflagellates, paralytic shellfish toxins, toxicity. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",180,3.41151033266752,Adamic–Adar,alexandrium_ostenfeldii cylindrospermopsis dino_taxon cyano_taxon cross_taxa_association paralytic_shellfish_poisoning; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; toxicity; cyanobacterial; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; bloom; lc_ms; hplc; phylogenetic toxin; toxin; dino_taxon; toxin; biological_process; cyano_taxon; dino_taxon; dino_taxon; detection_method; dino_taxon; env_factor; detection_method; detection_method; biological_process
alexandrium_tamarense,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,0.2214414352534812,385,3.4074134581971074,181,0.2456140350877192,248,14,cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_tamarense|||sxtb,Not observed post-2015,"The relationship between alexandrium tamarense and sxtb was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as cyanobacterial, cyanobacteria, dinoflagellate, sxta, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",181,3.4074134581971074,Adamic–Adar,alexandrium_tamarense sxtb dino_taxon sxt_gene taxon_gene_association cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis cyano_taxon; cyano_taxon; dino_taxon; sxt_gene; dino_taxon; toxin; toxin; biological_process; biological_process; env_factor; biological_process; toxin; env_factor; biological_process
gene_expression,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,0.1700351078583673,439,3.4070024671665524,182,0.35,127,14,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gene_expression|||sxtu,Subsequently represented,"The relationship between gene expression and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",182,3.4070024671665524,Adamic–Adar,gene_expression sxtu biological_process sxt_gene gene_process_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; dino_taxon; biological_process; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process; biological_process
regulation,BIOLOGICAL_PROCESS,sxtu,SXT_GENE,gene_process_association,0.1593173929990448,448,3.4070024671665524,182,0.2641509433962264,228,14,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,regulation|||sxtu,Not observed post-2015,"The relationship between regulation and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",182,3.4070024671665524,Adamic–Adar,regulation sxtu biological_process sxt_gene gene_process_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; dino_taxon; biological_process; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process; biological_process
alexandrium_fundyense,DINO_TAXON,sxtu,SXT_GENE,taxon_gene_association,0.2047008858347519,401,3.4070024671665524,182,0.25,238,14,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,alexandrium_fundyense|||sxtu,Not observed post-2015,"The relationship between alexandrium fundyense and sxtu was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, cyanobacterial, paralytic shellfish toxins, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",182,3.4070024671665524,Adamic–Adar,alexandrium_fundyense sxtu dino_taxon sxt_gene taxon_gene_association saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis toxin; cyano_taxon; cyano_taxon; toxin; dino_taxon; dino_taxon; biological_process; dino_taxon; toxin; dino_taxon; sxt_gene; biological_process; biological_process; biological_process
