Source,Source_Type,Target,Target_Type,Hypothesis_Class,Temporal_Label,ML_Probability,Node2Vec_Integrated_Score,Final_AI_Rank_Score,Score,Common_Neighbors,Distinct_Bridge_Types,Bridge_Nodes,Interpretation
harmful_algal_bloom,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,,,0.4340056975636848,,218.6766994757086,25,6,saxitoxin; dinoflagellate; dinoflagellates; alexandrium; paralytic_shellfish_toxins; sxta; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; gymnodinium; gymnodinium_catenatum; pyrodinium; gonyautoxin; alexandrium_fundyense; bloom; nitrogen; expression; pyrodinium_bahamense; cyanobacterial; toxin_biosynthesis,"harmful_algal_bloom may influence or regulate sxtg, supported by bridge concepts including saxitoxin, dinoflagellate, dinoflagellates, alexandrium, paralytic_shellfish_toxins."
alexandrium_tamarense,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,,,0.4315860154996351,,219.7483298417289,22,7,cyanobacteria; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; anabaena; sxta; cyanobacterial; toxicity; expression; phylogenetic; biosynthesis; saxitoxin_biosynthesis; bloom; lc_ms; lc_ms_ms; dinoflagellate; alexandrium; mass_spectrometry; cyanobacterium,"alexandrium_tamarense and cylindrospermopsis may share STX-related biological context, supported by bridge concepts including cyanobacteria, paralytic_shellfish_poisoning, dinoflagellates, paralytic_shellfish_toxins, saxitoxin."
gtx,TOXIN,irradiance,ENV_FACTOR,environment_toxin_association,,,0.430811124471795,,177.87247066672654,21,5,alexandrium; temperature; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_fundyense; bloom; alexandrium_catenella; light; salinity; nitrate; toxicity; nutrient; alexandrium_tamiyavanichii; toxin_production; gymnodinium; hplc,"gtx may be associated with variation in irradiance, supported by bridge concepts including alexandrium, temperature, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning."
sxta,SXT_GENE,alexandrium_ostenfeldii,DINO_TAXON,taxon_gene_association,,,0.4283989095810981,,248.3917038557662,22,6,alexandrium; saxitoxin; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; toxicity; paralytic_shellfish_toxins; toxin_production; bloom; gonyautoxin; light; lc_ms; cyanobacterial; harmful_algal_bloom; mass_spectrometry; climate; alexandrium_minutum; phylogeny; phylogenetic; temperature,"sxta may be associated with alexandrium_ostenfeldii-related genetic capacity, supported by bridge concepts including alexandrium, saxitoxin, dinoflagellate, paralytic_shellfish_poisoning, dinoflagellates."
gymnodinium_catenatum,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,,,0.4276165753232425,,211.66580207188733,22,7,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; hplc; cyanobacterial; mass_spectrometry; biosynthesis; pyrodinium; anabaena; bloom; sxta; evolution; toxicity; cyanobacterium; phylogeny; phylogenetic,"gymnodinium_catenatum and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, alexandrium."
neosaxitoxin,TOXIN,phosphorus,ENV_FACTOR,environment_toxin_association,,,0.4274920766779507,,221.0760715172114,20,5,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; toxin_production; dinoflagellates; alexandrium_tamarense; gonyautoxin; saxitoxin; toxicity; nutrient; alexandrium_fundyense; gtx; bloom; alexandrium_catenella; nitrogen; nitrate; alexandrium_minutum; biosynthesis; cyanobacteria,"neosaxitoxin may be associated with variation in phosphorus, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_poisoning, paralytic_shellfish_toxins, toxin_production."
paralytic_shellfish_toxins,TOXIN,warming,ENV_FACTOR,environment_toxin_association,,,0.4224666763154722,,203.4613257361545,27,5,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; salinity; harmful_algal_bloom; temperature; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; light; nitrogen; expression; pyrodinium_bahamense; nitrate; paralytic_shellfish_poisoning,"paralytic_shellfish_toxins may be associated with variation in warming, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, toxicity, bloom."
sxta,SXT_GENE,transcriptomic,BIOLOGICAL_PROCESS,gene_process_association,,,0.4177820897916811,,201.28842743614905,23,5,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; transcriptome; bloom; light; expression; gene_expression; saxitoxin; regulation; dinoflagellates; alexandrium_tamarense; biosynthesis; cyanobacteria; toxin_production; alexandrium_fundyense; alexandrium_catenella; nitrogen; evolution,"sxta may be linked to the biological process transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, paralytic_shellfish_poisoning, transcriptome."
alexandrium_tamarense,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,,,0.4177489573491033,,210.0210801297443,21,7,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; anabaena; alexandrium; dinoflagellates; cyanobacteria; hplc; cyanobacterial; mass_spectrometry; biosynthesis; bloom; sxta; evolution; toxin_biosynthesis; toxicity; cyanobacterium; phylogeny; phylogenetic,"alexandrium_tamarense and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, anabaena."
gene_expression,BIOLOGICAL_PROCESS,sxt_genes,SXT_GENE,gene_process_association,,,0.415780292483156,,210.31922095885847,22,6,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; sxta; biosynthesis; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; paralytic_shellfish_poisoning; gymnodinium; gymnodinium_catenatum; transcriptome; saxitoxin_biosynthesis; bloom; alexandrium_catenella; light; expression; evolution; alexandrium_tamarense,"gene_expression may be linked to the biological process sxt_genes, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, dinoflagellates, sxta."
alexandrium_fundyense,DINO_TAXON,cyanobacterium,CYANO_TAXON,cross_taxa_association,,,0.4157069139295423,,223.32651027429608,22,7,saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; alexandrium; dinoflagellate; paralytic_shellfish_toxins; sxta; expression; cyanobacteria; toxin_production; saxitoxin_biosynthesis; bloom; nitrogen; cyanobacterial; toxicity; alexandrium_tamarense; alexandrium_minutum; phylogenetic; biosynthesis; gymnodinium,"alexandrium_fundyense and cyanobacterium may share STX-related biological context, supported by bridge concepts including saxitoxin, dinoflagellates, paralytic_shellfish_poisoning, alexandrium, dinoflagellate."
gymnodinium_catenatum,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,,,0.4149171741093994,,221.1842513193472,24,7,paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; sxta; cyanobacterial; toxicity; cyanobacteria; expression; phylogenetic; biosynthesis; pyrodinium; saxitoxin_biosynthesis; anabaena; bloom; lc_ms; sxtu; lc_ms_ms; dinoflagellate; alexandrium,"gymnodinium_catenatum and cylindrospermopsis may share STX-related biological context, supported by bridge concepts including paralytic_shellfish_poisoning, dinoflagellates, paralytic_shellfish_toxins, saxitoxin, sxta."
gonyautoxin,TOXIN,transcriptome,BIOLOGICAL_PROCESS,process_toxin_association,,,0.4147570283004932,,212.5175536226019,23,6,dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; light; saxitoxin; cyanobacteria; bloom; alexandrium_minutum; biosynthesis; paralytic_shellfish_toxins; alexandrium_catenella; nitrogen; sxta; expression; gene_expression; warming; cyanobacterial; regulation; nutrient,"gonyautoxin may be mechanistically associated with transcriptome, supported by bridge concepts including dinoflagellate, alexandrium, paralytic_shellfish_poisoning, dinoflagellates, light."
alexandrium_minutum,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,,,0.3980462876039288,,209.54987833155823,22,7,paralytic_shellfish_poisoning; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; saxitoxin; sxta; toxicity; expression; phylogenetic; biosynthesis; pyrodinium; saxitoxin_biosynthesis; anabaena; bloom; lc_ms; lc_ms_ms; cyanobacterial; dinoflagellate; alexandrium; cyanobacterium,"alexandrium_minutum and cylindrospermopsis may share STX-related biological context, supported by bridge concepts including paralytic_shellfish_poisoning, dinoflagellates, cyanobacteria, paralytic_shellfish_toxins, saxitoxin."
gtx,TOXIN,climate,ENV_FACTOR,environment_toxin_association,,,0.3949714978137423,,182.9934507083312,18,6,alexandrium; dinoflagellate; toxicity; saxitoxin; paralytic_shellfish_toxins; alexandrium_fundyense; paralytic_shellfish_poisoning; dinoflagellates; nutrient; mouse_bioassay; cyanobacteria; alexandrium_ostenfeldii; temperature; toxin_production; bloom; toxin_biosynthesis; nitrogen; biosynthesis,"gtx may be associated with variation in climate, supported by bridge concepts including alexandrium, dinoflagellate, toxicity, saxitoxin, paralytic_shellfish_toxins."
aphanizomenon,CYANO_TAXON,sxt_genes,SXT_GENE,cyano_gene_transfer_signal,,,0.3927699468646916,,175.57443632541927,19,6,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; bloom; sxta; evolution; toxin_biosynthesis; toxicity; phylogeny; phylogenetic; gymnodinium; horizontal_gene_transfer,"aphanizomenon may provide cross-taxa context for sxt_genes, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, dinoflagellate, alexandrium, dinoflagellates, cyanobacteria."
nitrogen,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,,,0.390551773093361,,198.9404006358086,22,6,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; biosynthesis; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; transcriptome; pyrodinium; bloom; alexandrium_catenella; light; sxta; expression; pyrodinium_bahamense; evolution; toxin_biosynthesis; alexandrium_tamarense; toxicity,"nitrogen may influence or regulate sxt_genes, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, dinoflagellates, biosynthesis."
temperature,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,,,0.3889933741220181,,207.47514429052111,23,5,saxitoxin; dinoflagellate; dinoflagellates; alexandrium; paralytic_shellfish_toxins; biosynthesis; saxitoxin_biosynthesis; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; gymnodinium; gymnodinium_catenatum; alexandrium_fundyense; pyrodinium; gonyautoxin; bloom; nitrogen; sxta; pyrodinium_bahamense,"temperature may influence or regulate sxtg, supported by bridge concepts including saxitoxin, dinoflagellate, dinoflagellates, alexandrium, paralytic_shellfish_toxins."
nutrients,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,,,0.3877610130803377,,187.366121319885,22,4,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_toxins; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; gymnodinium; gymnodinium_catenatum; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; bloom; nitrogen; expression; pyrodinium_bahamense; toxicity,"nutrients may influence or regulate sxtg, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, paralytic_shellfish_toxins, dinoflagellates."
gonyautoxin,TOXIN,climate,ENV_FACTOR,environment_toxin_association,,,0.3844147898324254,,194.8653682632187,19,7,alexandrium; dinoflagellate; toxicity; bloom; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; nutrient; nitrogen; sxta; cyanobacterial; mouse_bioassay; alexandrium_ostenfeldii; biosynthesis; cyanobacteria; temperature; toxin_production; sxtg,"gonyautoxin may be associated with variation in climate, supported by bridge concepts including alexandrium, dinoflagellate, toxicity, bloom, saxitoxin."
gonyautoxin,TOXIN,irradiance,ENV_FACTOR,environment_toxin_association,,,0.3837391410217429,,170.82011078589525,20,5,alexandrium; temperature; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; bloom; alexandrium_catenella; light; salinity; nitrate; toxicity; nutrient; alexandrium_tamiyavanichii; toxin_production; gymnodinium; hplc; gymnodinium_catenatum,"gonyautoxin may be associated with variation in irradiance, supported by bridge concepts including alexandrium, temperature, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning."
neosaxitoxin,TOXIN,irradiance,ENV_FACTOR,environment_toxin_association,,,0.3813454731371949,,166.255402709709,20,5,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; temperature; alexandrium_fundyense; bloom; alexandrium_catenella; light; salinity; nitrate; toxicity; alexandrium_minutum; nutrient; toxin_production; gymnodinium; hplc; gymnodinium_catenatum,"neosaxitoxin may be associated with variation in irradiance, supported by bridge concepts including alexandrium, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, dinoflagellates."
cyanobacterium,CYANO_TAXON,sxt_genes,SXT_GENE,cyano_gene_transfer_signal,,,0.3754548236286646,,180.6053503431856,19,6,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; sxta; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; paralytic_shellfish_poisoning; saxitoxin_biosynthesis; bloom; expression; sxtu; toxicity; alexandrium_tamarense; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,"cyanobacterium may provide cross-taxa context for sxt_genes, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, dinoflagellate, alexandrium, dinoflagellates, sxta."
alexandrium_catenella,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,,,0.3746582394550086,,190.62295762924484,19,7,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; hplc; biosynthesis; pyrodinium; bloom; sxta; cyanobacterial; evolution; toxin_biosynthesis; toxicity; mass_spectrometry; phylogenetic; gymnodinium,"alexandrium_catenella and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, alexandrium."
alexandrium_minutum,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,,,0.3740967783470527,,201.88823084248045,21,7,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; hplc; biosynthesis; pyrodinium; bloom; anabaena; sxta; cyanobacterial; evolution; toxin_biosynthesis; toxicity; cyanobacterium; phylogenetic; gymnodinium,"alexandrium_minutum and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, alexandrium."
alexandrium_catenella,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,,,0.3734021306454469,,188.4915060397389,19,7,paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; sxta; toxicity; cyanobacteria; expression; phylogenetic; biosynthesis; pyrodinium; saxitoxin_biosynthesis; bloom; cyanobacterial; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; hplc,"alexandrium_catenella and cylindrospermopsis may share STX-related biological context, supported by bridge concepts including paralytic_shellfish_poisoning, dinoflagellates, paralytic_shellfish_toxins, saxitoxin, sxta."
sxta,SXT_GENE,warming,ENV_FACTOR,environment_gene_regulation,,,0.3720256478079464,,177.23463855249446,23,5,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; harmful_algal_bloom; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; light; nitrogen; expression; pyrodinium_bahamense; paralytic_shellfish_poisoning; gene_duplication; regulation; dinoflagellates; nutrient,"sxta may influence or regulate warming, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, toxicity, bloom."
pyrodinium_bahamense,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,,,0.3718238990504109,,190.9664883034708,19,7,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; hplc; cyanobacterial; mass_spectrometry; biosynthesis; pyrodinium; bloom; sxta; evolution; toxicity; phylogeny; phylogenetic; cyanobacteria; gymnodinium,"pyrodinium_bahamense and aphanizomenon may share STX-related biological context, supported by bridge concepts including saxitoxin, paralytic_shellfish_toxins, dinoflagellate, paralytic_shellfish_poisoning, alexandrium."
cyanobacterium,CYANO_TAXON,sxtg,SXT_GENE,cyano_gene_transfer_signal,,,0.3711318317902224,,189.7238962064688,20,6,saxitoxin; dinoflagellates; alexandrium; dinoflagellate; paralytic_shellfish_toxins; sxta; cyanobacteria; cyanobacterial; paralytic_shellfish_poisoning; toxin_production; saxitoxin_biosynthesis; bloom; nitrogen; expression; toxicity; alexandrium_minutum; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,"cyanobacterium may provide cross-taxa context for sxtg, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, dinoflagellates, alexandrium, dinoflagellate, paralytic_shellfish_toxins."
cyanobacterial,CYANO_TAXON,alexandrium_tamiyavanichii,DINO_TAXON,cross_taxa_association,,,0.3711060305262182,,182.7241153317289,19,7,alexandrium; dinoflagellate; hplc; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; toxicity; paralytic_shellfish_toxins; pyrodinium; gonyautoxin; saxitoxin_biosynthesis; alexandrium_catenella; light; sxta; pyrodinium_bahamense; alexandrium_minutum; biosynthesis; cyanobacteria; toxin_production,"cyanobacterial and alexandrium_tamiyavanichii may share STX-related biological context, supported by bridge concepts including alexandrium, dinoflagellate, hplc, saxitoxin, paralytic_shellfish_poisoning."
gonyautoxin,TOXIN,transcriptomic,BIOLOGICAL_PROCESS,process_toxin_association,,,0.3689426639896087,,182.2650742954576,21,5,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; bloom; light; saxitoxin; dinoflagellates; alexandrium_tamarense; biosynthesis; cyanobacteria; toxin_production; alexandrium_catenella; nitrogen; expression; gene_expression; regulation; toxicity; alexandrium_minutum; nutrient,"gonyautoxin may be mechanistically associated with transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, paralytic_shellfish_poisoning, bloom."
gtx,TOXIN,transcriptome,BIOLOGICAL_PROCESS,process_toxin_association,,,0.3686620173957375,,181.232741808223,19,5,dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_fundyense; saxitoxin; light; alexandrium_minutum; biosynthesis; paralytic_shellfish_toxins; bloom; alexandrium_catenella; nitrogen; warming; toxin_biosynthesis; nutrient; cyanobacteria; toxin_production; nutrients,"gtx may be mechanistically associated with transcriptome, supported by bridge concepts including dinoflagellate, alexandrium, paralytic_shellfish_poisoning, dinoflagellates, alexandrium_fundyense."
aphanizomenon,CYANO_TAXON,sxtg,SXT_GENE,cyano_gene_transfer_signal,,,0.3667229457533649,,174.85790584144692,19,6,saxitoxin; dinoflagellate; paralytic_shellfish_toxins; alexandrium; dinoflagellates; cyanobacteria; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; bloom; sxta; evolution; toxin_biosynthesis; toxicity; phylogeny; phylogenetic; gymnodinium; horizontal_gene_transfer,"aphanizomenon may provide cross-taxa context for sxtg, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, dinoflagellate, paralytic_shellfish_toxins, alexandrium, dinoflagellates."
neosaxitoxin,TOXIN,climate,ENV_FACTOR,environment_toxin_association,,,0.3649204152552012,,167.5003508695517,16,6,alexandrium; dinoflagellate; toxicity; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; nutrient; mouse_bioassay; cyanobacteria; alexandrium_fundyense; temperature; toxin_production; bloom; nitrogen; biosynthesis,"neosaxitoxin may be associated with variation in climate, supported by bridge concepts including alexandrium, dinoflagellate, toxicity, saxitoxin, paralytic_shellfish_toxins."
harmful_algal_bloom,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,,,0.3648864734059768,,190.1052846933682,20,6,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; gymnodinium; paralytic_shellfish_toxins; pyrodinium; sxta; paralytic_shellfish_poisoning; gymnodinium_catenatum; bloom; alexandrium_catenella; expression; pyrodinium_bahamense; cyanobacterial; toxin_biosynthesis; toxicity; alexandrium_tamarense; biosynthesis; cyanobacteria,"harmful_algal_bloom may influence or regulate sxt_genes, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, dinoflagellates, gymnodinium."
neosaxitoxin,TOXIN,warming,ENV_FACTOR,environment_toxin_association,,,0.3637564816239286,,167.25411264520673,21,5,saxitoxin; dinoflagellate; alexandrium; toxicity; salinity; temperature; toxin_production; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; bloom; light; nitrogen; pyrodinium_bahamense; nitrate; paralytic_shellfish_poisoning; dinoflagellates; nutrient; biosynthesis,"neosaxitoxin may be associated with variation in warming, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, toxicity, salinity."
phosphate,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,,,0.3634652911154686,,174.20530684989367,20,4,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_toxins; biosynthesis; saxitoxin_biosynthesis; dinoflagellates; alexandrium_minutum; nutrient; toxin_production; alexandrium_fundyense; gonyautoxin; bloom; nitrogen; toxin_biosynthesis; paralytic_shellfish_poisoning; toxicity; gymnodinium; gymnodinium_catenatum; phosphorus,"phosphate may influence or regulate sxtg, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, paralytic_shellfish_toxins, biosynthesis."
temperature,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,,,0.3610083892932533,,186.74773502356203,19,5,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; saxitoxin_biosynthesis; biosynthesis; gymnodinium; gymnodinium_catenatum; paralytic_shellfish_toxins; pyrodinium; paralytic_shellfish_poisoning; bloom; alexandrium_catenella; light; sxta; pyrodinium_bahamense; toxin_biosynthesis; toxicity; alexandrium_tamarense,"temperature may influence or regulate sxt_genes, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, dinoflagellates, saxitoxin_biosynthesis."
sxtg,SXT_GENE,transcriptomic,BIOLOGICAL_PROCESS,gene_process_association,,,0.3586929886693951,,162.04556714071393,19,5,alexandrium; dinoflagellate; paralytic_shellfish_toxins; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; biosynthesis; cyanobacteria; toxin_production; transcriptome; alexandrium_fundyense; bloom; nitrogen; expression; gene_expression; evolution; toxicity; alexandrium_minutum; nutrient,"sxtg may be linked to the biological process transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, saxitoxin, paralytic_shellfish_poisoning."
gtx,TOXIN,transcriptomic,BIOLOGICAL_PROCESS,process_toxin_association,,,0.3575040818658941,,167.5972521853718,19,5,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; light; saxitoxin; dinoflagellates; alexandrium_tamarense; biosynthesis; toxin_production; alexandrium_fundyense; bloom; alexandrium_catenella; nitrogen; toxicity; alexandrium_minutum; nutrient; cyanobacteria; nutrients,"gtx may be mechanistically associated with transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, paralytic_shellfish_poisoning, light."
dinoflagellate,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,,,0.3563369630887952,,167.66820860803037,20,7,dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; anabaena; aphanizomenon; cyanobacterial; saxitoxin; hplc; pyrodinium; bloom; sxta; alexandrium; paralytic_shellfish_poisoning; cylindrospermopsis; toxicity; mass_spectrometry; cyanobacterium; biosynthesis; toxin_production; gymnodinium,"dinoflagellate and lyngbya may share STX-related biological context, supported by bridge concepts including dinoflagellates, cyanobacteria, paralytic_shellfish_toxins, anabaena, aphanizomenon."
salinity,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,,,0.3545334974291656,,176.44914533491,20,5,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_toxins; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; pyrodinium; gonyautoxin; bloom; nitrogen; pyrodinium_bahamense; toxin_biosynthesis; toxicity; biosynthesis; cyanobacteria; gymnodinium; gymnodinium_catenatum,"salinity may influence or regulate sxtg, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, paralytic_shellfish_toxins, dinoflagellates."
anabaena,CYANO_TAXON,sxtu,SXT_GENE,cyano_gene_transfer_signal,,,0.353831526483121,,143.71293089326562,19,6,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; saxitoxin_biosynthesis; lc_ms; sxta; expression; lc_ms_ms; cyanobacterial; dinoflagellate; paralytic_shellfish_poisoning; cylindrospermopsis; dinoflagellates; mass_spectrometry; cyanobacterium; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,"anabaena may provide cross-taxa context for sxtu, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, cyanobacteria, paralytic_shellfish_toxins, saxitoxin_biosynthesis, lc_ms."
cylindrospermopsis,CYANO_TAXON,sxt_genes,SXT_GENE,cyano_gene_transfer_signal,,,0.3529119176367858,,163.39831586745595,18,6,saxitoxin; dinoflagellates; cyanobacteria; sxta; cyanobacterial; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; phylogenetic; biosynthesis; pyrodinium; dinoflagellate; alexandrium; toxicity; gymnodinium; saxitoxin_biosynthesis; bloom; sxtu; expression,"cylindrospermopsis may provide cross-taxa context for sxt_genes, suggesting possible evolutionary or biosynthetic linkage supported by saxitoxin, dinoflagellates, cyanobacteria, sxta, cyanobacterial."
nutrients,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,,,0.3499498948875482,,166.62469894304638,18,4,saxitoxin; dinoflagellate; alexandrium; gymnodinium; dinoflagellates; paralytic_shellfish_toxins; pyrodinium; paralytic_shellfish_poisoning; gymnodinium_catenatum; phylogenetic; transcriptome; alexandrium_tamarense; toxicity; bloom; alexandrium_catenella; light; expression; pyrodinium_bahamense,"nutrients may influence or regulate sxt_genes, supported by bridge concepts including saxitoxin, dinoflagellate, alexandrium, gymnodinium, dinoflagellates."
neosaxitoxin,TOXIN,transcriptomic,BIOLOGICAL_PROCESS,process_toxin_association,,,0.349766553766963,,162.006674026353,18,5,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; saxitoxin; cyanobacteria; alexandrium_tamarense; toxin_production; light; dinoflagellates; alexandrium_fundyense; toxicity; bloom; alexandrium_catenella; alexandrium_minutum; nitrogen; nutrient; biosynthesis,"neosaxitoxin may be mechanistically associated with transcriptomic, supported by bridge concepts including alexandrium, dinoflagellate, paralytic_shellfish_toxins, paralytic_shellfish_poisoning, saxitoxin."
