Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
alexandrium,toxins produced,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,5,4,P111;P241,2001;2009,"('alexandrium', 'toxins produced')",0
dinoflagellate alexandrium tamarense,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,5,4,P076;P092;P108;P109,2004;2006;2011,"('dinoflagellate alexandrium tamarense', 'nitrogen')",0
growth and toxin production,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,5,4,P086;P110,1994;2012,"('growth and toxin production', 'toxin content')",0
toxicity of alexandrium,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,5,4,P078;P113,1999;2000,"('toxicity of alexandrium', 'toxin content')",0
growth and toxin production,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,5,3,P080;P086;P093,1994;2000;2015,"('growth and toxin production', 'temperature')",0
toxin accumulation,toxin content,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,5,2,P078,1999,"('toxin accumulation', 'toxin content')",0
acetate,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,18487408;33084210;6814018;9407557,1982.0;1997.0;2008.0;2021.0,"('acetate', 'saxitoxin')",0
arginine,biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,4,4,18487408;26239440;27817832;33084210,2008.0;2015.0;2016.0;2021.0,"('arginine', 'biosynthesis')",0
biosynthesis,neosaxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,4,4,24334673;29705145;30296060;40209228,2014.0;2018.0;2025.0,"('biosynthesis', 'neosaxitoxin')",0
biosynthetic pathway,gene transfer,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,4,4,18487408;18850059;19331657;23966031,2008.0;2009.0;2013.0,"('biosynthetic pathway', 'gene transfer')",0
biosynthetic pathways,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,4,4,19660486;23051004;26568470;32290496,2010.0;2013.0;2016.0;2020.0,"('biosynthetic pathways', 'cyanobacteria')",0
cell cycle,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,4,4,26239440;28678186;36477823;40401712,2015.0;2017.0;2022.0;2025.0,"('cell cycle', 'cyanobacteria')",0
clade,pst-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,EVOLUTIONARY_PROCESS,4,4,23457475;30502809;32307073;39003021,2013.0;2018.0;2020.0;2024.0,"('clade', 'pst-producing')",0
cyanobacteria,phylogenetic tree,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,4,4,27007634;32307073;38705616;39003021,2013.0;2020.0;2024.0,"('cyanobacteria', 'phylogenetic tree')",0
cyanobacteria,pst biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,4,4,19331657;26316331;26417864;30983320,2009.0;2015.0;2016.0;2019.0,"('cyanobacteria', 'pst biosynthesis')",0
cyanobacteria,pst-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,4,4,21376073;23457475;30502809;32307073,2011.0;2013.0;2018.0;2020.0,"('cyanobacteria', 'pst-producing')",0
cyanobacteria,upregulated,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,4,4,21710505;30792397;33631698;41334952,2013.0;2019.0;2021.0;2025.0,"('cyanobacteria', 'upregulated')",0
environmental conditions,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,4,4,24956074;27418325;29933577;30170723,2014.0;2016.0;2018.0,"('environmental conditions', 'toxin production')",0
evolution,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM;EVOLUTIONARY_PROCESS,4,4,21076133;22628533;26316331;34023075,2011.0;2013.0;2016.0;2021.0,"('evolution', 'secondary metabolites')",0
gene expression,nitrogen,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,4,4,24956074;29957289;40209228;41334952,2014.0;2018.0;2025.0,"('gene expression', 'nitrogen')",0
gene transfer,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,4,4,18487408;18850059;19331657;23966031,2008.0;2009.0;2013.0,"('gene transfer', 'paralytic shellfish poisoning')",0
gonyautoxins,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,4,4,20048055;27907126;29705145;33526182,2010.0;2016.0;2018.0;2021.0,"('gonyautoxins', 'sxta')",0
homology,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,4,4,18487408;33298362;35198665;38705616,2008.0;2020.0;2022.0;2024.0,"('homology', 'saxitoxin')",0
neosaxitoxin,toxin producing,SEMANTIC_CO_OCCURS,TOXIN;TOXIN_PHENOTYPE,TOXIN;TOXIN_PHENOTYPE,4,4,10414862;27907126;29705145,1999.0;2016.0;2018.0,"('neosaxitoxin', 'toxin producing')",0
nitrogen,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,ENV_FACTOR,4,4,21076133;31358272;34023075;37164563,2011.0;2019.0;2021.0;2023.0,"('nitrogen', 'secondary metabolites')",0
ph,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,4,4,21985090;32090402;38244903;41867601,2011.0;2020.0;2024.0;2026.0,"('ph', 'phosphorus')",0
toxic cyanobacteria,toxin producing,SEMANTIC_CO_OCCURS,TAXON_GROUP;TOXIN_PHENOTYPE,TAXON_GROUP;TOXIN_PHENOTYPE,4,4,10414862;16650472;18461783;24275084,1999.0;2006.0;2008.0;2014.0,"('toxic cyanobacteria', 'toxin producing')",0
absence of saxitoxin,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P055;P202,2015,"('absence of saxitoxin', 'gymnodinium catenatum')",0
absence of saxitoxin,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,4,4,P055;P202,2015,"('absence of saxitoxin', 'paralytic shellfish toxins')",0
absence of saxitoxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,4,4,P055;P202,2015,"('absence of saxitoxin', 'toxin composition')",0
absence of saxitoxin,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,4,4,P055;P202,2015,"('absence of saxitoxin', 'toxin profile')",0
alexandrium,alexandrium tamarense species,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,4,4,P044;P127;P151;P191,2014;2015,"('alexandrium', 'alexandrium tamarense species')",0
alexandrium,alexandrium tamarense species complex,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,4,4,P044;P127;P151;P191,2014;2015,"('alexandrium', 'alexandrium tamarense species complex')",0
alexandrium,all toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium', 'all toxins')",0
alexandrium,biosynthetic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,BIOSYNTHETIC_SYSTEM;PHRASE_TAXON,4,4,P041;P188,1990,"('alexandrium', 'biosynthetic pathways')",0
alexandrium,cellular toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P110;P214,2012;2014,"('alexandrium', 'cellular toxin content')",0
alexandrium,concentrations of nitrate,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT;TAXON_GROUP,PHRASE_ENVIRONMENT;PHRASE_TAXON,4,4,P092;P107,2004;2007,"('alexandrium', 'concentrations of nitrate')",0
alexandrium,distinct toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P042;P189,2006,"('alexandrium', 'distinct toxin')",0
alexandrium,distinct toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,4,4,P042;P189,2006,"('alexandrium', 'distinct toxin profiles')",0
alexandrium,each toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium', 'each toxin')",0
alexandrium,less toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,4,4,P047;P087;P180;P194,2010;2014,"('alexandrium', 'less toxic')",0
alexandrium,profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P042;P189,2006,"('alexandrium', 'profiles and toxin')",0
alexandrium,profiles of psp toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P053;P200,2006,"('alexandrium', 'profiles of psp toxins')",0
alexandrium,psp toxin profile,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,4,4,P044;P063;P191;P210,2008;2014,"('alexandrium', 'psp toxin profile')",0
alexandrium,pst producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE;TOXIN_PHENOTYPE,4,4,P012;P180,2010;2014,"('alexandrium', 'pst producing')",0
alexandrium,saxitoxin and its derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P120;P159,2013;2015,"('alexandrium', 'saxitoxin and its derivatives')",0
alexandrium,toxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P053;P200,2006,"('alexandrium', 'toxin analogues')",0
alexandrium,toxin biosynthetic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium', 'toxin biosynthetic')",0
alexandrium,toxin concentration,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P064;P211,2005,"('alexandrium', 'toxin concentration')",0
alexandrium,toxin profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,4,4,P042;P189,2006,"('alexandrium', 'toxin profiles and toxin')",0
alexandrium,toxins in the adriatic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P059;P198;P206,2006;2012,"('alexandrium', 'toxins in the adriatic')",0
alexandrium catenella,dcstx,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,4,4,P053;P200,2006,"('alexandrium catenella', 'dcstx')",0
alexandrium catenella,fed with the toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P053;P200,2006,"('alexandrium catenella', 'fed with the toxic')",0
alexandrium catenella,profiles of psp toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P053;P200,2006,"('alexandrium catenella', 'profiles of psp toxins')",0
alexandrium catenella,toxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P053;P200,2006,"('alexandrium catenella', 'toxin analogues')",0
alexandrium fundyense,all toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium fundyense', 'all toxins')",0
alexandrium fundyense,biosynthetic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;SPECIES,BIOSYNTHETIC_SYSTEM;PHRASE_TAXON,4,4,P041;P188,1990,"('alexandrium fundyense', 'biosynthetic pathways')",0
alexandrium fundyense,dominant toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium fundyense', 'dominant toxins')",0
alexandrium fundyense,each toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium fundyense', 'each toxin')",0
alexandrium fundyense,isolate of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P041;P188,1990,"('alexandrium fundyense', 'isolate of alexandrium')",0
alexandrium fundyense,neurotoxin saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P121;P215,2011;2014,"('alexandrium fundyense', 'neurotoxin saxitoxin')",0
alexandrium fundyense,strains of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P041;P188,1990,"('alexandrium fundyense', 'strains of alexandrium')",0
alexandrium fundyense,toxicity of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P078;P113,1999;2000,"('alexandrium fundyense', 'toxicity of alexandrium')",0
alexandrium fundyense,toxin biosynthetic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P041;P188,1990,"('alexandrium fundyense', 'toxin biosynthetic')",0
alexandrium minutum,g. spinifera,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON;SPECIES,4,4,P051;P198,2012,"('alexandrium minutum', 'g. spinifera')",0
alexandrium minutum,gonyaulax spinifera,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON;SPECIES,4,4,P051;P198,2012,"('alexandrium minutum', 'gonyaulax spinifera')",0
alexandrium minutum,gonyautoxins,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,4,4,P093;P214,2000;2014,"('alexandrium minutum', 'gonyautoxins')",0
alexandrium minutum,poisoning toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P063;P210,2008,"('alexandrium minutum', 'poisoning toxin')",0
alexandrium minutum,potentially toxic,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium minutum', 'potentially toxic')",0
alexandrium minutum,potentially toxic species,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium minutum', 'potentially toxic species')",0
alexandrium minutum,psp toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P063;P210,2008,"('alexandrium minutum', 'psp toxin profile')",0
alexandrium minutum,shellfish poisoning toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P063;P210,2008,"('alexandrium minutum', 'shellfish poisoning toxin')",0
alexandrium minutum,strains of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P051;P198,2012,"('alexandrium minutum', 'strains of alexandrium')",0
alexandrium minutum,toxic profiles,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium minutum', 'toxic profiles')",0
alexandrium minutum,toxin levels,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium minutum', 'toxin levels')",0
alexandrium minutum,toxins in the adriatic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium minutum', 'toxins in the adriatic')",0
alexandrium ostenfeldii,g. spinifera,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON;SPECIES,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'g. spinifera')",0
alexandrium ostenfeldii,gonyaulax spinifera,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON;SPECIES,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'gonyaulax spinifera')",0
alexandrium ostenfeldii,paralytic toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'paralytic toxin')",0
alexandrium ostenfeldii,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;SPECIES,EVOLUTIONARY_PROCESS;PHRASE_TAXON,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'phylogenetic analysis')",0
alexandrium ostenfeldii,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS;SPECIES,EVOLUTIONARY_PROCESS;PHRASE_TAXON,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'phylogeny')",0
alexandrium ostenfeldii,poisoning toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'poisoning toxins')",0
alexandrium ostenfeldii,potentially toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'potentially toxic')",0
alexandrium ostenfeldii,potentially toxic species,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'potentially toxic species')",0
alexandrium ostenfeldii,presence of toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'presence of toxic')",0
alexandrium ostenfeldii,profiles of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'profiles of alexandrium')",0
alexandrium ostenfeldii,psp toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'psp toxin content')",0
alexandrium ostenfeldii,shellfish poisoning toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'shellfish poisoning toxins')",0
alexandrium ostenfeldii,strains of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'strains of alexandrium')",0
alexandrium ostenfeldii,toxic algae,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'toxic algae')",0
alexandrium ostenfeldii,toxic profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'toxic profiles')",0
alexandrium ostenfeldii,toxic species,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'toxic species')",0
alexandrium ostenfeldii,toxin levels,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P051;P198,2012,"('alexandrium ostenfeldii', 'toxin levels')",0
alexandrium ostenfeldii,toxin-producing,SEMANTIC_CO_OCCURS,SPECIES;TOXIN_PHENOTYPE,PHRASE_TAXON;TOXIN_PHENOTYPE,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'toxin-producing')",0
alexandrium ostenfeldii,toxin-producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P058;P205,2015,"('alexandrium ostenfeldii', 'toxin-producing dinoflagellates')",0
alexandrium tamarense,amount of toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P064;P211,2005,"('alexandrium tamarense', 'amount of toxins')",0
alexandrium tamarense,dominant toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P046;P193,1996,"('alexandrium tamarense', 'dominant toxins')",0
alexandrium tamarense,down-regulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION;SPECIES,PHRASE_TAXON;REGULATION_EXPRESSION,4,4,P047;P194,2014,"('alexandrium tamarense', 'down-regulated')",0
alexandrium tamarense,fed with the toxic,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P064;P211,2005,"('alexandrium tamarense', 'fed with the toxic')",0
alexandrium tamarense,growth and toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P094;P110,2003;2012,"('alexandrium tamarense', 'growth and toxin production')",0
alexandrium tamarense,n-sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P046;P193,1996,"('alexandrium tamarense', 'n-sulfocarbamoyl toxins')",0
alexandrium tamarense,nitrate and phosphate,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_ENVIRONMENT,4,4,P108;P110,2006;2012,"('alexandrium tamarense', 'nitrate and phosphate')",0
alexandrium tamarense,poisoning toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P047;P194,2014,"('alexandrium tamarense', 'poisoning toxin')",0
alexandrium tamarense,presence of c3,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_OTHER,4,4,P046;P193,1996,"('alexandrium tamarense', 'presence of c3')",0
alexandrium tamarense,producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P076;P221,2005;2011,"('alexandrium tamarense', 'producing dinoflagellate alexandrium')",0
alexandrium tamarense,psp toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P044;P191,2014,"('alexandrium tamarense', 'psp toxin profile')",0
alexandrium tamarense,pst content,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P047;P194,2014,"('alexandrium tamarense', 'pst content')",0
alexandrium tamarense,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;SPECIES,BIOSYNTHETIC_SYSTEM;PHRASE_TAXON,4,4,P047;P194,2014,"('alexandrium tamarense', 'secondary metabolite')",0
alexandrium tamarense,shellfish poisoning toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P047;P194,2014,"('alexandrium tamarense', 'shellfish poisoning toxin')",0
alexandrium tamarense,species of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P046;P193,1996,"('alexandrium tamarense', 'species of alexandrium')",0
alexandrium tamarense,strain of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,4,4,P023;P110,2011;2012,"('alexandrium tamarense', 'strain of alexandrium')",0
alexandrium tamarense,suite of toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P046;P193,1996,"('alexandrium tamarense', 'suite of toxins')",0
alexandrium tamarense,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,4,4,P046;P193,1996,"('alexandrium tamarense', 'sulfocarbamoyl toxins')",0
alexandrium tamarense,sulfocarbamoyl toxins c1,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P046;P193,1996,"('alexandrium tamarense', 'sulfocarbamoyl toxins c1')",0
alexandrium tamarense,sxtn,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_GENE,GENE;SPECIES,GENE;PHRASE_TAXON,4,4,P047;P194,2014,"('alexandrium tamarense', 'sxtn')",0
alexandrium tamarense,toxic algae,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TOXIN_PHENOTYPE,4,4,P033;P151,2013;2015,"('alexandrium tamarense', 'toxic algae')",0
